PeakID (cmd=annotatePeaks.pl kidney_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_14_5_REP1.mLb.clN_peak_1516	chr19	32387988	32389741	+	436	NA	promoter-TSS (Sgms1)	-promoter-TSS (Sgms1)	-352	Sgms1	Sgms1	NM_001168526			Sgms1			NA
kidney_14_5_REP1.mLb.clN_peak_1756	chr19	46598787	46599460	+	435	NA	promoter-TSS (Wbp1l)	-promoter-TSS (Wbp1l)	17	Wbp1l	Wbp1l	NM_001177812			Wbp1l			NA
kidney_14_5_REP1.mLb.clN_peak_189	chr18	22985095	22985615	+	433	NA	intron (Nol4, intron 1 of 9)	-intron (Nol4, intron 1 of 10)	56326	Nol4	Nol4	NM_001361223			Nol4			NA
kidney_14_5_REP1.mLb.clN_peak_2	chr18	3336819	3338088	+	430	NA	exon (Crem, exon 1 of 5)	-exon (Crem, exon 1 of 5)	1037	Gm6225	Gm6225	NR_033457			Gm6225			NA
kidney_14_5_REP1.mLb.clN_peak_1044	chr19	4615386	4616193	+	430	NA	promoter-TSS (Lrfn4)	-promoter-TSS (Lrfn4)	-122	Lrfn4	Lrfn4	NM_153388			Lrfn4			NA
kidney_14_5_REP1.mLb.clN_peak_1049	chr19	4793432	4794437	+	429	NA	promoter-TSS (Rbm4)	-promoter-TSS (Rbm4)	-33	Rbm4	Rbm4	NM_009032			Rbm4			NA
kidney_14_5_REP1.mLb.clN_peak_1935	chr19	59345250	59346478	+	428	NA	promoter-TSS (Pdzd8)	-promoter-TSS (Pdzd8)	-84	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
kidney_14_5_REP1.mLb.clN_peak_283	chr18	33463365	33464505	+	427	NA	promoter-TSS (Nrep)	-promoter-TSS (Nrep)	-228	Gm10549	Gm10549	NR_045415			Gm10549			NA
kidney_14_5_REP1.mLb.clN_peak_48	chr18	6489857	6491257	+	427	NA	promoter-TSS (Mir1893)	-promoter-TSS (Mir1893)	89	Mir1893	Mir1893	NR_035446			Mir1893			NA
kidney_14_5_REP1.mLb.clN_peak_745	chr18	67799883	67800674	+	426	NA	promoter-TSS (4930549G23Rik)	-promoter-TSS (4930549G23Rik)	171	Cep192	Cep192	NM_027556			Cep192			NA
kidney_14_5_REP1.mLb.clN_peak_1188	chr19	7340985	7342259	+	425	NA	exon (Mark2, exon 1 of 17)	-exon (Mark2, exon 1 of 17)	238	Mark2	Mark2	NM_001080388			Mark2			NA
kidney_14_5_REP1.mLb.clN_peak_688	chr18	63708208	63709169	+	424	NA	promoter-TSS (Wdr7)	-promoter-TSS (Wdr7)	-7	Wdr7	Wdr7	NM_001014981			Wdr7			NA
kidney_14_5_REP1.mLb.clN_peak_1548	chr19	36736464	36737212	+	423	NA	promoter-TSS (Ppp1r3c)	-promoter-TSS (Ppp1r3c)	-234	Ppp1r3c	Ppp1r3c	NM_016854			Ppp1r3c			NA
kidney_14_5_REP1.mLb.clN_peak_779	chr18	70567721	70569062	+	420	NA	promoter-TSS (Mbd2)	-promoter-TSS (Mbd2)	99	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_14_5_REP1.mLb.clN_peak_1019	chr19	4096749	4097758	+	416	NA	promoter-TSS (Cdk2ap2)	-promoter-TSS (Cdk2ap2)	-98	Cdk2ap2	Cdk2ap2	NM_026373			Cdk2ap2			NA
kidney_14_5_REP1.mLb.clN_peak_480	chr18	46311434	46312341	+	416	NA	promoter-TSS (Ccdc112)	-promoter-TSS (Ccdc112)	41	Ccdc112	Ccdc112	NM_001160399			Ccdc112			NA
kidney_14_5_REP1.mLb.clN_peak_529	chr18	52465468	52465926	+	415	NA	promoter-TSS (Srfbp1)	-promoter-TSS (Srfbp1)	4	Srfbp1	Srfbp1	NM_026040			Srfbp1			NA
kidney_14_5_REP1.mLb.clN_peak_1182	chr19	7217322	7218056	+	414	NA	promoter-TSS (Cox8a)	-promoter-TSS (Cox8a)	-73	Cox8a	Cox8a	NM_007750			Cox8a			NA
kidney_14_5_REP1.mLb.clN_peak_1274	chr19	10605149	10605837	+	412	NA	promoter-TSS (Ddb1)	-promoter-TSS (Ddb1)	-104	Ddb1	Ddb1	NM_015735			Ddb1			NA
kidney_14_5_REP1.mLb.clN_peak_1733	chr19	46152108	46152721	+	411	NA	promoter-TSS (Gbf1)	-promoter-TSS (Gbf1)	-144	Gbf1	Gbf1	NM_178930			Gbf1			NA
kidney_14_5_REP1.mLb.clN_peak_1450	chr19	27429520	27430207	+	411	NA	promoter-TSS (Pum3)	-promoter-TSS (Pum3)	45	Pum3	Pum3	NR_131940			Pum3			NA
kidney_14_5_REP1.mLb.clN_peak_488	chr18	46597338	46598098	+	410	NA	promoter-TSS (Eif1a)	-promoter-TSS (Eif1a)	14	Eif1a	Eif1a	NM_001374654			Eif1a			NA
kidney_14_5_REP1.mLb.clN_peak_1377	chr19	21777710	21778833	+	409	NA	promoter-TSS (Cemip2)	-promoter-TSS (Cemip2)	-69	Cemip2	Cemip2	NM_031997			Cemip2			NA
kidney_14_5_REP1.mLb.clN_peak_495	chr18	46741326	46742437	+	408	NA	promoter-TSS (Ap3s1)	-promoter-TSS (Ap3s1)	5	Ap3s1	Ap3s1	NM_001303015			Ap3s1			NA
kidney_14_5_REP1.mLb.clN_peak_1270	chr19	10524941	10525964	+	407	NA	promoter-TSS (Sdhaf2)	-promoter-TSS (Sdhaf2)	208	Cpsf7	Cpsf7	NM_172302			Cpsf7			NA
kidney_14_5_REP1.mLb.clN_peak_1355	chr19	18631357	18632156	+	407	NA	promoter-TSS (Ostf1)	-promoter-TSS (Ostf1)	57	Ostf1	Ostf1	NM_017375			Ostf1			NA
kidney_14_5_REP1.mLb.clN_peak_106	chr18	12168319	12169185	+	406	NA	promoter-TSS (Rmc1)	-promoter-TSS (Rmc1)	22	Rmc1	Rmc1	NM_029623			Rmc1			NA
kidney_14_5_REP1.mLb.clN_peak_687	chr18	63691845	63692774	+	403	NA	promoter-TSS (Txnl1)	-promoter-TSS (Txnl1)	50	Txnl1	Txnl1	NM_016792			Txnl1			NA
kidney_14_5_REP1.mLb.clN_peak_1048	chr19	4755711	4756952	+	402	NA	promoter-TSS (Rbm4b)	-promoter-TSS (Rbm4b)	-194	Rbm4b	Rbm4b	NM_025717			Rbm4b			NA
kidney_14_5_REP1.mLb.clN_peak_1286	chr19	10949079	10949544	+	402	NA	promoter-TSS (Ccdc86)	-promoter-TSS (Ccdc86)	-45	Ccdc86	Ccdc86	NM_023731			Ccdc86			NA
kidney_14_5_REP1.mLb.clN_peak_1955	chr19	60873996	60874856	+	400	NA	intron (Prdx3, intron 1 of 6)	-intron (Prdx3, intron 1 of 6)	112	Prdx3	Prdx3	NM_007452			Prdx3			NA
kidney_14_5_REP1.mLb.clN_peak_1061	chr19	5023499	5024625	+	400	NA	promoter-TSS (Slc29a2)	-promoter-TSS (Slc29a2)	56	Slc29a2	Slc29a2	NM_007854			Slc29a2			NA
kidney_14_5_REP1.mLb.clN_peak_970	chr18	84685213	84686033	+	399	NA	promoter-TSS (Cndp2)	-promoter-TSS (Cndp2)	79	Cndp2	Cndp2	NM_001289531			Cndp2			NA
kidney_14_5_REP1.mLb.clN_peak_1781	chr19	47536675	47537451	+	399	NA	promoter-TSS (Stn1)	-promoter-TSS (Stn1)	56	Stn1	Stn1	NM_175360			Stn1			NA
kidney_14_5_REP1.mLb.clN_peak_294	chr18	34220577	34221694	+	398	NA	exon (Apc, exon 1 of 16)	-exon (Apc, exon 1 of 16)	151	Apc	Apc	NM_001360980			Apc			NA
kidney_14_5_REP1.mLb.clN_peak_1098	chr19	5688273	5689243	+	398	NA	promoter-TSS (Map3k11)	-promoter-TSS (Map3k11)	150	Pcnx3	Pcnx3	NM_144868			Pcnx3			NA
kidney_14_5_REP1.mLb.clN_peak_1342	chr19	17393786	17394585	+	398	NA	exon (Rfk, exon 1 of 4)	-exon (Rfk, exon 1 of 4)	142	Rfk	Rfk	NM_019437			Rfk			NA
kidney_14_5_REP1.mLb.clN_peak_1135	chr19	6241424	6242172	+	398	NA	exon (Atg2a, exon 1 of 40)	-exon (Atg2a, exon 1 of 40)	130	Atg2a	Atg2a	NM_194348			Atg2a			NA
kidney_14_5_REP1.mLb.clN_peak_732	chr18	67288798	67289819	+	396	NA	promoter-TSS (Impa2)	-promoter-TSS (Impa2)	61	Impa2	Impa2	NM_053261			Impa2			NA
kidney_14_5_REP1.mLb.clN_peak_266	chr18	32067414	32068243	+	393	NA	promoter-TSS (Iws1)	-promoter-TSS (Iws1)	94	Iws1	Iws1	NM_173441			Iws1			NA
kidney_14_5_REP1.mLb.clN_peak_826	chr18	75005422	75006121	+	393	NA	promoter-TSS (BC031181)	-promoter-TSS (BC031181)	-68	BC031181	BC031181	NM_001001181			BC031181			NA
kidney_14_5_REP1.mLb.clN_peak_1250	chr19	10182538	10183694	+	393	NA	exon (Fads1, exon 1 of 12)	-exon (Fads1, exon 1 of 12)	228	Fads1	Fads1	NM_146094			Fads1			NA
kidney_14_5_REP1.mLb.clN_peak_376	chr18	36744173	36744925	+	391	NA	promoter-TSS (Ndufa2)	-promoter-TSS (Ndufa2)	38	Ndufa2	Ndufa2	NM_010885			Ndufa2			NA
kidney_14_5_REP1.mLb.clN_peak_1481	chr19	29805098	29806722	+	391	NA	promoter-TSS (9930021J03Rik)	-promoter-TSS (9930021J03Rik)	99	9930021J03Rik	9930021J03Rik	NM_172836			9930021J03Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1475	chr19	29521733	29523391	+	391	NA	promoter-TSS (A930007I19Rik)	-promoter-TSS (A930007I19Rik)	280	Ric1	Ric1	NM_001081319			Ric1			NA
kidney_14_5_REP1.mLb.clN_peak_497	chr18	46958587	46959320	+	390	NA	promoter-TSS (Commd10)	-promoter-TSS (Commd10)	77	Commd10	Commd10	NM_178377			Commd10			NA
kidney_14_5_REP1.mLb.clN_peak_1952	chr19	60789954	60791169	+	390	NA	exon (Eif3a, exon 1 of 22)	-exon (Eif3a, exon 1 of 22)	132	Eif3a	Eif3a	NM_010123			Eif3a			NA
kidney_14_5_REP1.mLb.clN_peak_186	chr18	22343390	22344143	+	390	NA	Intergenic	Intergenic	-1323	Asxl3	Asxl3	NM_001167777			Asxl3			NA
kidney_14_5_REP1.mLb.clN_peak_1649	chr19	43524284	43525109	+	388	NA	promoter-TSS (Got1)	-promoter-TSS (Got1)	-91	Got1	Got1	NM_010324			Got1			NA
kidney_14_5_REP1.mLb.clN_peak_297	chr18	34330619	34331356	+	388	NA	promoter-TSS (Srp19)	-promoter-TSS (Srp19)	-158	Srp19	Srp19	NM_025527			Srp19			NA
kidney_14_5_REP1.mLb.clN_peak_259	chr18	31803649	31804525	+	385	NA	promoter-TSS (Wdr33)	-promoter-TSS (Wdr33)	30	Wdr33	Wdr33	NM_028866			Wdr33			NA
kidney_14_5_REP1.mLb.clN_peak_550	chr18	53744369	53745375	+	384	NA	promoter-TSS (Cep120)	-promoter-TSS (Cep120)	-264	Cep120	Cep120	NM_178686			Cep120			NA
kidney_14_5_REP1.mLb.clN_peak_744	chr18	67774566	67775569	+	384	NA	TTS (4930549G23Rik)	-TTS (4930549G23Rik)	191	Seh1l	Seh1l	NM_001039088			Seh1l			NA
kidney_14_5_REP1.mLb.clN_peak_1183	chr19	7240772	7241625	+	382	NA	promoter-TSS (Naa40)	-promoter-TSS (Naa40)	24	Naa40	Naa40	NM_027643			Naa40			NA
kidney_14_5_REP1.mLb.clN_peak_1611	chr19	41801698	41802425	+	381	NA	promoter-TSS (Arhgap19)	-promoter-TSS (Arhgap19)	23	Arhgap19	Arhgap19	NM_027667			Arhgap19			NA
kidney_14_5_REP1.mLb.clN_peak_612	chr18	58555556	58556225	+	378	NA	promoter-TSS (Slc27a6)	-promoter-TSS (Slc27a6)	-350	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_14_5_REP1.mLb.clN_peak_1592	chr19	40611973	40612504	+	378	NA	promoter-TSS (Entpd1)	-promoter-TSS (Entpd1)	-7	Tctn3	Tctn3	NM_026260			Tctn3			NA
kidney_14_5_REP1.mLb.clN_peak_1654	chr19	43689269	43690304	+	377	NA	promoter-TSS (Entpd7)	-promoter-TSS (Entpd7)	97	Entpd7	Entpd7	NM_053103			Entpd7			NA
kidney_14_5_REP1.mLb.clN_peak_1670	chr19	44293471	44294423	+	377	NA	exon (Scd2, exon 1 of 6)	-exon (Scd2, exon 1 of 6)	271	Scd2	Scd2	NM_009128			Scd2			NA
kidney_14_5_REP1.mLb.clN_peak_777	chr18	70529840	70530686	+	376	NA	promoter-TSS (Poli)	-promoter-TSS (Poli)	58	Poli	Poli	NM_001289516			Poli			NA
kidney_14_5_REP1.mLb.clN_peak_1052	chr19	4838918	4839580	+	376	NA	promoter-TSS (Ccs)	-promoter-TSS (Ccs)	73	Ccs	Ccs	NM_016892			Ccs			NA
kidney_14_5_REP1.mLb.clN_peak_623	chr18	60560583	60561162	+	375	NA	promoter-TSS (Rbm22)	-promoter-TSS (Rbm22)	86	Rbm22	Rbm22	NM_025776			Rbm22			NA
kidney_14_5_REP1.mLb.clN_peak_1947	chr19	60226171	60226937	+	375	NA	exon (Fam204a, exon 1 of 7)	-exon (Fam204a, exon 1 of 7)	147	Fam204a	Fam204a	NR_152391			Fam204a			NA
kidney_14_5_REP1.mLb.clN_peak_1003	chr19	3707897	3708650	+	374	NA	promoter-TSS (1810055G02Rik)	-promoter-TSS (1810055G02Rik)	-20	1810055G02Rik	1810055G02Rik	NM_001358256			1810055G02Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1462	chr19	28990173	28990845	+	374	NA	exon (Cdc37l1, exon 1 of 7)	-exon (Cdc37l1, exon 1 of 7)	157	Cdc37l1	Cdc37l1	NM_025950			Cdc37l1			NA
kidney_14_5_REP1.mLb.clN_peak_1078	chr19	5424352	5425617	+	373	NA	promoter-TSS (AI837181)	-promoter-TSS (AI837181)	-5	Drap1	Drap1	NM_024176			Drap1			NA
kidney_14_5_REP1.mLb.clN_peak_308	chr18	34751390	34752054	+	372	NA	promoter-TSS (Cdc25c)	-promoter-TSS (Cdc25c)	-189	Cdc25c	Cdc25c	NM_009860			Cdc25c			NA
kidney_14_5_REP1.mLb.clN_peak_1227	chr19	8941195	8942559	+	372	NA	promoter-TSS (Mta2)	-promoter-TSS (Mta2)	-43	Mta2	Mta2	NM_011842			Mta2			NA
kidney_14_5_REP1.mLb.clN_peak_1356	chr19	18670436	18671172	+	369	NA	promoter-TSS (Carnmt1)	-promoter-TSS (Carnmt1)	24	Carnmt1	Carnmt1	NM_026120			Carnmt1			NA
kidney_14_5_REP1.mLb.clN_peak_991	chr18	90509835	90510670	+	369	NA	promoter-TSS (Tmx3)	-promoter-TSS (Tmx3)	98	Tmx3	Tmx3	NM_198295			Tmx3			NA
kidney_14_5_REP1.mLb.clN_peak_1552	chr19	36833836	36834779	+	368	NA	promoter-TSS (Tnks2)	-promoter-TSS (Tnks2)	75	Tnks2	Tnks2	NM_001163635			Tnks2			NA
kidney_14_5_REP1.mLb.clN_peak_1125	chr19	6057444	6058221	+	367	NA	promoter-TSS (Fau)	-promoter-TSS (Fau)	-77	Mrpl49	Mrpl49	NM_026246			Mrpl49			NA
kidney_14_5_REP1.mLb.clN_peak_1296	chr19	11911809	11913006	+	366	NA	promoter-TSS (Patl1)	-promoter-TSS (Patl1)	8	Patl1	Patl1	NM_172635			Patl1			NA
kidney_14_5_REP1.mLb.clN_peak_776	chr18	70471949	70472909	+	366	NA	promoter-TSS (Stard6)	-promoter-TSS (Stard6)	-25	Stard6	Stard6	NM_001289648			Stard6			NA
kidney_14_5_REP1.mLb.clN_peak_1555	chr19	36925701	36926409	+	366	NA	promoter-TSS (Btaf1)	-promoter-TSS (Btaf1)	-24	Btaf1	Btaf1	NM_001080706			Btaf1			NA
kidney_14_5_REP1.mLb.clN_peak_1109	chr19	5802870	5804086	+	365	NA	promoter-TSS (Malat1)	-promoter-TSS (Malat1)	-806	Malat1	Malat1	NR_002847			Malat1			NA
kidney_14_5_REP1.mLb.clN_peak_908	chr18	80206553	80207236	+	362	NA	promoter-TSS (Txnl4a)	-promoter-TSS (Txnl4a)	48	Txnl4a	Txnl4a	NM_178604			Txnl4a			NA
kidney_14_5_REP1.mLb.clN_peak_1956	chr19	60889649	60890652	+	362	NA	exon (Grk5, exon 1 of 16)	-exon (Grk5, exon 1 of 16)	401	Grk5	Grk5	NM_018869			Grk5			NA
kidney_14_5_REP1.mLb.clN_peak_582	chr18	56707332	56708093	+	362	NA	promoter-TSS (Lmnb1)	-promoter-TSS (Lmnb1)	-101	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
kidney_14_5_REP1.mLb.clN_peak_663	chr18	61707212	61707998	+	362	NA	promoter-TSS (Pcyox1l)	-promoter-TSS (Pcyox1l)	30	Pcyox1l	Pcyox1l	NM_172832			Pcyox1l			NA
kidney_14_5_REP1.mLb.clN_peak_78	chr18	9957656	9958560	+	362	NA	promoter-TSS (Thoc1)	-promoter-TSS (Thoc1)	-72	Thoc1	Thoc1	NM_153552			Thoc1			NA
kidney_14_5_REP1.mLb.clN_peak_1958	chr19	61140554	61141179	+	359	NA	promoter-TSS (Zfp950)	-promoter-TSS (Zfp950)	-26	Zfp950	Zfp950	NM_001001737			Zfp950			NA
kidney_14_5_REP1.mLb.clN_peak_1465	chr19	29251145	29252131	+	359	NA	promoter-TSS (Jak2)	-promoter-TSS (Jak2)	-165	Jak2	Jak2	NM_001048177			Jak2			NA
kidney_14_5_REP1.mLb.clN_peak_1220	chr19	8871220	8871976	+	357	NA	promoter-TSS (Ubxn1)	-promoter-TSS (Ubxn1)	50	Ubxn1	Ubxn1	NM_001362044			Ubxn1			NA
kidney_14_5_REP1.mLb.clN_peak_1056	chr19	4927760	4928701	+	356	NA	promoter-TSS (Dpp3)	-promoter-TSS (Dpp3)	57	Dpp3	Dpp3	NM_001360711			Dpp3			NA
kidney_14_5_REP1.mLb.clN_peak_131	chr18	13972306	13972958	+	356	NA	exon (Zfp521, exon 1 of 8)	-exon (Zfp521, exon 1 of 8)	101	Zfp521	Zfp521	NM_001360804			Zfp521			NA
kidney_14_5_REP1.mLb.clN_peak_1787	chr19	47865433	47866037	+	355	NA	promoter-TSS (Gsto2)	-promoter-TSS (Gsto2)	190	Gsto2	Gsto2	NM_026619			Gsto2			NA
kidney_14_5_REP1.mLb.clN_peak_164	chr18	20746051	20746665	+	355	NA	promoter-TSS (B4galt6)	-promoter-TSS (B4galt6)	46	B4galt6	B4galt6	NM_019737			B4galt6			NA
kidney_14_5_REP1.mLb.clN_peak_1863	chr19	55741257	55741889	+	350	NA	promoter-TSS (Tcf7l2)	-promoter-TSS (Tcf7l2)	-237	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
kidney_14_5_REP1.mLb.clN_peak_1131	chr19	6140547	6141809	+	349	NA	promoter-TSS (Arl2)	-promoter-TSS (Arl2)	-41	Arl2	Arl2	NM_019722			Arl2			NA
kidney_14_5_REP1.mLb.clN_peak_412	chr18	38296526	38297206	+	349	NA	promoter-TSS (Rnf14)	-promoter-TSS (Rnf14)	231	Rnf14	Rnf14	NM_001361267			Rnf14			NA
kidney_14_5_REP1.mLb.clN_peak_806	chr18	74215764	74216458	+	348	NA	promoter-TSS (Cxxc1)	-promoter-TSS (Cxxc1)	-101	Cxxc1	Cxxc1	NM_028868			Cxxc1			NA
kidney_14_5_REP1.mLb.clN_peak_1615	chr19	41911623	41912452	+	346	NA	exon (Pgam1, exon 1 of 4)	-exon (Pgam1, exon 1 of 4)	166	Pgam1	Pgam1	NM_023418			Pgam1			NA
kidney_14_5_REP1.mLb.clN_peak_1126	chr19	6067090	6068283	+	345	NA	TTS (Vps51)	-TTS (Vps51)	164	Tm7sf2	Tm7sf2	NM_028454			Tm7sf2			NA
kidney_14_5_REP1.mLb.clN_peak_89	chr18	10725207	10726645	+	341	NA	exon (Mib1, exon 1 of 22)	-exon (Mib1, exon 1 of 22)	301	Mib1	Mib1	NM_001364997			Mib1			NA
kidney_14_5_REP1.mLb.clN_peak_1190	chr19	7382284	7383366	+	339	NA	promoter-TSS (1700105P06Rik)	-promoter-TSS (1700105P06Rik)	-178	1700105P06Rik	1700105P06Rik	NR_045703			1700105P06Rik			NA
kidney_14_5_REP1.mLb.clN_peak_136	chr18	14782870	14783875	+	338	NA	exon (Taf4b, exon 1 of 15)	-exon (Taf4b, exon 1 of 15)	127	Taf4b	Taf4b	NM_001369357			Taf4b			NA
kidney_14_5_REP1.mLb.clN_peak_446	chr18	42261807	42262606	+	338	NA	promoter-TSS (Lars)	-promoter-TSS (Lars)	-81	Lars	Lars	NM_134137			Lars			NA
kidney_14_5_REP1.mLb.clN_peak_1026	chr19	4191615	4192556	+	338	NA	promoter-TSS (Ppp1ca)	-promoter-TSS (Ppp1ca)	-89	Ppp1ca	Ppp1ca	NM_031868			Ppp1ca			NA
kidney_14_5_REP1.mLb.clN_peak_1525	chr19	33589616	33590011	+	337	NA	intron (Lipo3, intron 1 of 10)	-intron (Lipo3, intron 1 of 10)	498	Lipo3	Lipo3	NM_001013770			Lipo3			NA
kidney_14_5_REP1.mLb.clN_peak_887	chr18	77937999	77938723	+	337	NA	promoter-TSS (Epg5)	-promoter-TSS (Epg5)	-105	Epg5	Epg5	NM_001195633			Epg5			NA
kidney_14_5_REP1.mLb.clN_peak_836	chr18	75385980	75386461	+	335	NA	intron (Smad7, intron 3 of 3)	-intron (Smad7, intron 3 of 3)	18855	Smad7	Smad7	NM_001042660			Smad7			NA
kidney_14_5_REP1.mLb.clN_peak_741	chr18	67610301	67611282	+	334	NA	exon (Spire1, exon 1 of 17)	-exon (Spire1, exon 1 of 17)	115	Spire1	Spire1	NM_194355			Spire1			NA
kidney_14_5_REP1.mLb.clN_peak_1225	chr19	8920179	8920793	+	333	NA	promoter-TSS (B3gat3)	-promoter-TSS (B3gat3)	93	B3gat3	B3gat3	NM_024256			B3gat3			NA
kidney_14_5_REP1.mLb.clN_peak_1764	chr19	46961853	46962708	+	332	NA	promoter-TSS (Nt5c2)	-promoter-TSS (Nt5c2)	71	Nt5c2	Nt5c2	NR_028353			Nt5c2			NA
kidney_14_5_REP1.mLb.clN_peak_1066	chr19	5087802	5088771	+	332	NA	promoter-TSS (Yif1a)	-promoter-TSS (Yif1a)	-252	Yif1a	Yif1a	NM_026553			Yif1a			NA
kidney_14_5_REP1.mLb.clN_peak_577	chr18	56431485	56432541	+	332	NA	promoter-TSS (Gramd3)	-promoter-TSS (Gramd3)	-119	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_14_5_REP1.mLb.clN_peak_638	chr18	60848476	60849271	+	330	NA	promoter-TSS (Tcof1)	-promoter-TSS (Tcof1)	91	Tcof1	Tcof1	NM_001198984			Tcof1			NA
kidney_14_5_REP1.mLb.clN_peak_258	chr18	31788761	31789372	+	329	NA	promoter-TSS (Polr2d)	-promoter-TSS (Polr2d)	-59	Polr2d	Polr2d	NM_001357480			Polr2d			NA
kidney_14_5_REP1.mLb.clN_peak_1289	chr19	11121039	11121472	+	328	NA	intron (Ms4a20, intron 1 of 6)	-intron (Ms4a20, intron 1 of 6)	9623	Ms4a20	Ms4a20	NM_027058			Ms4a20			NA
kidney_14_5_REP1.mLb.clN_peak_1215	chr19	8774218	8775066	+	327	NA	promoter-TSS (Tmem179b)	-promoter-TSS (Tmem179b)	157	Gm2518	Gm2518	NR_015538			Gm2518			NA
kidney_14_5_REP1.mLb.clN_peak_63	chr18	7868494	7870036	+	326	NA	promoter-TSS (Wac)	-promoter-TSS (Wac)	68	Wac	Wac	NM_001360956			Wac			NA
kidney_14_5_REP1.mLb.clN_peak_1613	chr19	41847424	41848644	+	325	NA	promoter-TSS (Frat2)	-promoter-TSS (Frat2)	98	Frat2	Frat2	NM_177603			Frat2			NA
kidney_14_5_REP1.mLb.clN_peak_1300	chr19	12011007	12012541	+	325	NA	Intergenic	Intergenic	24966	Olfr1423	Olfr1423	NM_146680			Olfr1423			NA
kidney_14_5_REP1.mLb.clN_peak_1076	chr19	5388296	5389125	+	323	NA	promoter-TSS (Sart1)	-promoter-TSS (Sart1)	-7	Sart1	Sart1	NM_016882			Sart1			NA
kidney_14_5_REP1.mLb.clN_peak_1130	chr19	6127828	6128354	+	321	NA	exon (Snx15, exon 1 of 8)	-exon (Snx15, exon 1 of 8)	169	Snx15	Snx15	NM_026912			Snx15			NA
kidney_14_5_REP1.mLb.clN_peak_135	chr18	14682176	14683650	+	321	NA	promoter-TSS (Ss18)	-promoter-TSS (Ss18)	1	Ss18	Ss18	NM_001161371			Ss18			NA
kidney_14_5_REP1.mLb.clN_peak_1054	chr19	4877904	4879024	+	320	NA	promoter-TSS (Zdhhc24)	-promoter-TSS (Zdhhc24)	-204	Zdhhc24	Zdhhc24	NM_027476			Zdhhc24			NA
kidney_14_5_REP1.mLb.clN_peak_1951	chr19	60755758	60756635	+	319	NA	exon (Nanos1, exon 1 of 1)	-exon (Nanos1, exon 1 of 1)	209	Nanos1	Nanos1	NM_178421			Nanos1			NA
kidney_14_5_REP1.mLb.clN_peak_1035	chr19	4396592	4398199	+	319	NA	promoter-TSS (Kdm2a)	-promoter-TSS (Kdm2a)	-318	Kdm2a	Kdm2a	NM_001001984			Kdm2a			NA
kidney_14_5_REP1.mLb.clN_peak_752	chr18	68299792	68300764	+	316	NA	promoter-TSS (Rnmt)	-promoter-TSS (Rnmt)	55	Fam210a	Fam210a	NM_153794			Fam210a			NA
kidney_14_5_REP1.mLb.clN_peak_1643	chr19	42779502	42780337	+	315	NA	promoter-TSS (Hps1)	-promoter-TSS (Hps1)	59	Hps1	Hps1	NM_001346703			Hps1			NA
kidney_14_5_REP1.mLb.clN_peak_279	chr18	32836859	32837804	+	315	NA	promoter-TSS (4930455D15Rik)	-promoter-TSS (4930455D15Rik)	-44	4930455D15Rik	4930455D15Rik	NR_045381			4930455D15Rik			NA
kidney_14_5_REP1.mLb.clN_peak_1668	chr19	44266655	44267580	+	313	NA	Intergenic	Intergenic	-26559	Scd2	Scd2	NM_009128			Scd2			NA
kidney_14_5_REP1.mLb.clN_peak_1073	chr19	5272284	5273580	+	309	NA	TTS (Sf3b2)	-TTS (Sf3b2)	187	Pacs1	Pacs1	NM_153129			Pacs1			NA
kidney_14_5_REP1.mLb.clN_peak_882	chr18	77713626	77714803	+	309	NA	promoter-TSS (8030462N17Rik)	-promoter-TSS (8030462N17Rik)	30	4930465K10Rik	4930465K10Rik	NR_027978			4930465K10Rik			NA
kidney_14_5_REP1.mLb.clN_peak_309	chr18	34758762	34759951	+	307	NA	promoter-TSS (Fam53c)	-promoter-TSS (Fam53c)	-163	Mir12191	Mir12191	NR_162793			Mir12191			NA
kidney_14_5_REP1.mLb.clN_peak_989	chr18	88971451	88972299	+	306	NA	promoter-TSS (Rttn)	-promoter-TSS (Rttn)	85	Rttn	Rttn	NM_175542			Rttn			NA
kidney_14_5_REP1.mLb.clN_peak_1769	chr19	47090339	47091063	+	305	NA	promoter-TSS (Pdcd11)	-promoter-TSS (Pdcd11)	-54	Atp5md	Atp5md	NM_023211			Atp5md			NA
kidney_14_5_REP1.mLb.clN_peak_1181	chr19	7205607	7206626	+	304	NA	intron (Otub1, intron 1 of 6)	-intron (Otub1, intron 1 of 6)	168	Otub1	Otub1	NM_134150			Otub1			NA
