PeakID (cmd=annotatePeaks.pl liver_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_15_5_REP1.mLb.clN_peak_1026	chr19	4858756	4859638	+	2910	NA	intron (Ctsf, intron 9 of 13)	-intron (Ctsf, intron 9 of 13)	4032	Ctsf	Ctsf	NM_019861			Ctsf			NA
liver_15_5_REP1.mLb.clN_peak_1165	chr19	7341059	7342320	+	2909	NA	exon (Mark2, exon 1 of 17)	-exon (Mark2, exon 1 of 17)	171	Mark2	Mark2	NM_001080388			Mark2			NA
liver_15_5_REP1.mLb.clN_peak_1844	chr19	53038019	53039081	+	2884	NA	promoter-TSS (Xpnpep1)	-promoter-TSS (Xpnpep1)	104	Xpnpep1	Xpnpep1	NM_001374834			Xpnpep1			NA
liver_15_5_REP1.mLb.clN_peak_1027	chr19	4878185	4879050	+	2860	NA	promoter-TSS (Zdhhc24)	-promoter-TSS (Zdhhc24)	-51	Zdhhc24	Zdhhc24	NM_027476			Zdhhc24			NA
liver_15_5_REP1.mLb.clN_peak_915	chr18	84685134	84686007	+	2854	NA	intron (Cndp2, intron 1 of 11)	-intron (Cndp2, intron 1 of 11)	132	Cndp2	Cndp2	NM_001289531			Cndp2			NA
liver_15_5_REP1.mLb.clN_peak_993	chr19	4191653	4192569	+	2848	NA	promoter-TSS (Ppp1ca)	-promoter-TSS (Ppp1ca)	-63	Ppp1ca	Ppp1ca	NM_031868			Ppp1ca			NA
liver_15_5_REP1.mLb.clN_peak_372	chr18	37934910	37935740	+	2835	NA	exon (Diaph1, exon 1 of 28)	-exon (Diaph1, exon 1 of 28)	151	Diaph1	Diaph1	NM_007858			Diaph1			NA
liver_15_5_REP1.mLb.clN_peak_1785	chr19	46598763	46599560	+	2827	NA	promoter-TSS (Wbp1l)	-promoter-TSS (Wbp1l)	55	Wbp1l	Wbp1l	NM_001177812			Wbp1l			NA
liver_15_5_REP1.mLb.clN_peak_525	chr18	56707374	56709114	+	2820	NA	exon (Lmnb1, exon 1 of 11)	-exon (Lmnb1, exon 1 of 11)	431	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
liver_15_5_REP1.mLb.clN_peak_1254	chr19	10605045	10606302	+	2815	NA	promoter-TSS (Ddb1)	-promoter-TSS (Ddb1)	76	Ddb1	Ddb1	NM_015735			Ddb1			NA
liver_15_5_REP1.mLb.clN_peak_127	chr18	12235953	12237130	+	2798	NA	promoter-TSS (Npc1)	-promoter-TSS (Npc1)	-155	Npc1	Npc1	NM_008720			Npc1			NA
liver_15_5_REP1.mLb.clN_peak_687	chr18	67640849	67641922	+	2768	NA	promoter-TSS (Cep76)	-promoter-TSS (Cep76)	-30	Cep76	Cep76	NM_001081073			Cep76			NA
liver_15_5_REP1.mLb.clN_peak_265	chr18	32162629	32163629	+	2761	NA	promoter-TSS (Map3k2)	-promoter-TSS (Map3k2)	40	Map3k2	Map3k2	NM_011946			Map3k2			NA
liver_15_5_REP1.mLb.clN_peak_1337	chr19	18631318	18632194	+	2735	NA	promoter-TSS (Ostf1)	-promoter-TSS (Ostf1)	57	Ostf1	Ostf1	NM_017375			Ostf1			NA
liver_15_5_REP1.mLb.clN_peak_1771	chr19	46395041	46395863	+	2724	NA	intron (Actr1a, intron 1 of 10)	-intron (Actr1a, intron 1 of 9)	289	Actr1a	Actr1a	NM_016860			Actr1a			NA
liver_15_5_REP1.mLb.clN_peak_1435	chr19	29063921	29064934	+	2696	NA	Intergenic	Intergenic	-2874	Gm9895	Gm9895	NR_045687			Gm9895			NA
liver_15_5_REP1.mLb.clN_peak_1869	chr19	53599874	53601187	+	2689	NA	exon (Smc3, exon 1 of 29)	-exon (Smc3, exon 1 of 29)	134	Smc3	Smc3	NM_007790			Smc3			NA
liver_15_5_REP1.mLb.clN_peak_1783	chr19	46572702	46573741	+	2671	NA	promoter-TSS (Arl3)	-promoter-TSS (Arl3)	-39	Arl3	Arl3	NM_001355233			Arl3			NA
liver_15_5_REP1.mLb.clN_peak_57	chr18	6135546	6136792	+	2667	NA	promoter-TSS (Arhgap12)	-promoter-TSS (Arhgap12)	-71	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_15_5_REP1.mLb.clN_peak_1292	chr19	12572942	12574389	+	2663	NA	intron (Fam111a, intron 1 of 3)	-intron (Fam111a, intron 1 of 2)	140	Fam111a	Fam111a	NM_001346545			Fam111a			NA
liver_15_5_REP1.mLb.clN_peak_1459	chr19	29804951	29806718	+	2658	NA	exon (9930021J03Rik, exon 1 of 8)	-exon (9930021J03Rik, exon 1 of 8)	175	9930021J03Rik	9930021J03Rik	NM_172836			9930021J03Rik			NA
liver_15_5_REP1.mLb.clN_peak_1121	chr19	6241317	6242082	+	2657	NA	promoter-TSS (Atg2a)	-promoter-TSS (Atg2a)	31	Atg2a	Atg2a	NM_194348			Atg2a			NA
liver_15_5_REP1.mLb.clN_peak_1248	chr19	10524866	10525903	+	2647	NA	promoter-TSS (Sdhaf2)	-promoter-TSS (Sdhaf2)	140	Cpsf7	Cpsf7	NM_172302			Cpsf7			NA
liver_15_5_REP1.mLb.clN_peak_1732	chr19	44930849	44931679	+	2637	NA	exon (Slf2, exon 1 of 20)	-exon (Slf2, exon 1 of 20)	145	Slf2	Slf2	NM_001081225			Slf2			NA
liver_15_5_REP1.mLb.clN_peak_2005	chr19	60873566	60874852	+	2628	NA	intron (Prdx3, intron 1 of 6)	-intron (Prdx3, intron 1 of 6)	329	Prdx3	Prdx3	NM_007452			Prdx3			NA
liver_15_5_REP1.mLb.clN_peak_123	chr18	12128341	12129115	+	2620	NA	promoter-TSS (Riok3)	-promoter-TSS (Riok3)	-122	Riok3	Riok3	NM_024182			Riok3			NA
liver_15_5_REP1.mLb.clN_peak_758	chr18	74267823	74268690	+	2555	NA	promoter-TSS (Mbd1)	-promoter-TSS (Mbd1)	81	Mbd1	Mbd1	NM_001357423			Mbd1			NA
liver_15_5_REP1.mLb.clN_peak_1200	chr19	8897603	8898641	+	2549	NA	promoter-TSS (Ganab)	-promoter-TSS (Ganab)	65	Ganab	Ganab	NM_001293621			Ganab			NA
liver_15_5_REP1.mLb.clN_peak_69	chr18	7132547	7133366	+	2547	NA	intron (Armc4, intron 18 of 20)	-intron (Armc4, intron 18 of 20)	-128177	Mkx	Mkx	NM_177595			Mkx			NA
liver_15_5_REP1.mLb.clN_peak_531	chr18	56897713	56898578	+	2545	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	27370	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_15_5_REP1.mLb.clN_peak_309	chr18	34953992	34955099	+	2536	NA	promoter-TSS (Hspa9)	-promoter-TSS (Hspa9)	-194	Hspa9	Hspa9	NM_010481			Hspa9			NA
liver_15_5_REP1.mLb.clN_peak_1106	chr19	6014739	6015943	+	2533	NA	promoter-TSS (Capn1)	-promoter-TSS (Capn1)	-94	Capn1	Capn1	NM_001110504			Capn1			NA
liver_15_5_REP1.mLb.clN_peak_61	chr18	6489811	6491322	+	2524	NA	promoter-TSS (Mir1893)	-promoter-TSS (Mir1893)	80	Mir1893	Mir1893	NR_035446			Mir1893			NA
liver_15_5_REP1.mLb.clN_peak_1464	chr19	30029961	30031082	+	2515	NA	promoter-TSS (Uhrf2)	-promoter-TSS (Uhrf2)	8	Uhrf2	Uhrf2	NM_144873			Uhrf2			NA
liver_15_5_REP1.mLb.clN_peak_1007	chr19	4396642	4397974	+	2511	NA	promoter-TSS (Kdm2a)	-promoter-TSS (Kdm2a)	-231	Kdm2a	Kdm2a	NM_001001984			Kdm2a			NA
liver_15_5_REP1.mLb.clN_peak_772	chr18	75005481	75006216	+	2511	NA	promoter-TSS (BC031181)	-promoter-TSS (BC031181)	9	BC031181	BC031181	NM_001001181			BC031181			NA
liver_15_5_REP1.mLb.clN_peak_1852	chr19	53256625	53258446	+	2499	NA	Intergenic	Intergenic	-2330	1700001K23Rik	1700001K23Rik	NR_036590			1700001K23Rik			NA
liver_15_5_REP1.mLb.clN_peak_319	chr18	35561767	35563029	+	2491	NA	intron (Matr3, intron 1 of 14)	-intron (Matr3, intron 1 of 14)	240	Matr3	Matr3	NM_010771			Matr3			NA
liver_15_5_REP1.mLb.clN_peak_769	chr18	74778305	74779576	+	2490	NA	promoter-TSS (Acaa2)	-promoter-TSS (Acaa2)	-272	Acaa2	Acaa2	NM_177470			Acaa2			NA
liver_15_5_REP1.mLb.clN_peak_1393	chr19	24512960	24513735	+	2489	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	-35873	Fam122a	Fam122a	NM_026520			Fam122a			NA
liver_15_5_REP1.mLb.clN_peak_356	chr18	36678766	36679814	+	2487	NA	promoter-TSS (Slc35a4)	-promoter-TSS (Slc35a4)	75	Slc35a4	Slc35a4	NM_026404			Slc35a4			NA
liver_15_5_REP1.mLb.clN_peak_5	chr18	3507351	3508332	+	2472	NA	promoter-TSS (Bambi)	-promoter-TSS (Bambi)	-116	Bambi	Bambi	NM_026505			Bambi			NA
liver_15_5_REP1.mLb.clN_peak_1882	chr19	53902077	53904132	+	2442	NA	promoter-TSS (Pdcd4)	-promoter-TSS (Pdcd4)	10873	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_15_5_REP1.mLb.clN_peak_225	chr18	24020080	24021055	+	2424	NA	promoter-TSS (Zfp24)	-promoter-TSS (Zfp24)	246	Zfp24	Zfp24	NM_001357447			Zfp24			NA
liver_15_5_REP1.mLb.clN_peak_261	chr18	32067376	32068518	+	2416	NA	exon (Iws1, exon 1 of 14)	-exon (Iws1, exon 1 of 14)	213	Iws1	Iws1	NM_173441			Iws1			NA
liver_15_5_REP1.mLb.clN_peak_960	chr19	3767579	3769190	+	2411	NA	intron (Kmt5b, intron 2 of 10)	-intron (Kmt5b, intron 2 of 13)	963	Kmt5b	Kmt5b	NM_001167886			Kmt5b			NA
liver_15_5_REP1.mLb.clN_peak_260	chr18	31910418	31911388	+	2388	NA	exon (Sft2d3, exon 1 of 1)	-exon (Sft2d3, exon 1 of 1)	1000	Sft2d3	Sft2d3	NM_026006			Sft2d3			NA
liver_15_5_REP1.mLb.clN_peak_1066	chr19	5665212	5665880	+	2387	NA	exon (Pcnx3, exon 34 of 35)	-exon (Pcnx3, exon 34 of 35)	-1839	Sipa1	Sipa1	NM_001164568			Sipa1			NA
liver_15_5_REP1.mLb.clN_peak_1933	chr19	56391401	56392307	+	2382	NA	Intergenic	Intergenic	-1816	Nrap	Nrap	NM_198059			Nrap			NA
liver_15_5_REP1.mLb.clN_peak_1845	chr19	53058889	53059647	+	2382	NA	Intergenic	Intergenic	-16984	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
liver_15_5_REP1.mLb.clN_peak_1993	chr19	60580304	60581780	+	2371	NA	promoter-TSS (Cacul1)	-promoter-TSS (Cacul1)	-19	Cacul1	Cacul1	NM_001172096			Cacul1			NA
liver_15_5_REP1.mLb.clN_peak_597	chr18	61960298	61961069	+	2362	NA	intron (Sh3tc2, intron 1 of 16)	-intron (Sh3tc2, intron 1 of 16)	7608	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
liver_15_5_REP1.mLb.clN_peak_1517	chr19	32755805	32757929	+	2346	NA	promoter-TSS (Pten)	-promoter-TSS (Pten)	-710	Pten	Pten	NM_008960			Pten			NA
liver_15_5_REP1.mLb.clN_peak_1124	chr19	6276205	6277387	+	2343	NA	promoter-TSS (Ehd1)	-promoter-TSS (Ehd1)	-100	Ehd1	Ehd1	NM_010119			Ehd1			NA
liver_15_5_REP1.mLb.clN_peak_572	chr18	61211110	61211891	+	2334	NA	promoter-TSS (Slc26a2)	-promoter-TSS (Slc26a2)	96	Slc26a2	Slc26a2	NM_007885			Slc26a2			NA
liver_15_5_REP1.mLb.clN_peak_1039	chr19	5087956	5088897	+	2312	NA	promoter-TSS (Yif1a)	-promoter-TSS (Yif1a)	-112	Yif1a	Yif1a	NM_026553			Yif1a			NA
liver_15_5_REP1.mLb.clN_peak_1952	chr19	57360420	57361784	+	2310	NA	promoter-TSS (Fam160b1)	-promoter-TSS (Fam160b1)	93	Fam160b1	Fam160b1	NM_145505			Fam160b1			NA
liver_15_5_REP1.mLb.clN_peak_1258	chr19	10688435	10689492	+	2306	NA	exon (Vps37c, exon 1 of 5)	-exon (Vps37c, exon 1 of 5)	228	Vps37c	Vps37c	NM_001361962			Vps37c			NA
liver_15_5_REP1.mLb.clN_peak_304	chr18	34859889	34861346	+	2301	NA	promoter-TSS (Egr1)	-promoter-TSS (Egr1)	-590	Egr1	Egr1	NM_007913			Egr1			NA
liver_15_5_REP1.mLb.clN_peak_1999	chr19	60811262	60812198	+	2291	NA	intron (Fam45a, intron 1 of 8)	-intron (Fam45a, intron 1 of 8)	175	Fam45a	Fam45a	NM_026437			Fam45a			NA
liver_15_5_REP1.mLb.clN_peak_1666	chr19	41911639	41912660	+	2287	NA	exon (Pgam1, exon 1 of 4)	-exon (Pgam1, exon 1 of 4)	278	Pgam1	Pgam1	NM_023418			Pgam1			NA
liver_15_5_REP1.mLb.clN_peak_287	chr18	34330619	34331536	+	2285	NA	promoter-TSS (Srp19)	-promoter-TSS (Srp19)	-68	Srp19	Srp19	NM_025527			Srp19			NA
liver_15_5_REP1.mLb.clN_peak_850	chr18	80255622	80256873	+	2282	NA	promoter-TSS (Slc66a2)	-promoter-TSS (Slc66a2)	-59	Slc66a2	Slc66a2	NM_025861			Slc66a2			NA
liver_15_5_REP1.mLb.clN_peak_256	chr18	31759298	31760951	+	2267	NA	promoter-TSS (Ammecr1l)	-promoter-TSS (Ammecr1l)	300	Ammecr1l	Ammecr1l	NM_153515			Ammecr1l			NA
liver_15_5_REP1.mLb.clN_peak_1159	chr19	7217200	7218097	+	2264	NA	promoter-TSS (Cox8a)	-promoter-TSS (Cox8a)	-32	Cox8a	Cox8a	NM_007750			Cox8a			NA
liver_15_5_REP1.mLb.clN_peak_682	chr18	67560633	67561987	+	2257	NA	intron (Spire1, intron 2 of 16)	-intron (Spire1, intron 2 of 16)	49596	Spire1	Spire1	NM_194355			Spire1			NA
liver_15_5_REP1.mLb.clN_peak_359	chr18	36744180	36745133	+	2249	NA	promoter-TSS (Ndufa2)	-promoter-TSS (Ndufa2)	0	Ik	Ik	NM_011879			Ik			NA
liver_15_5_REP1.mLb.clN_peak_1570	chr19	37206781	37208248	+	2238	NA	promoter-TSS (Marchf5)	-promoter-TSS (Marchf5)	-31	Marchf5	Marchf5	NM_027314			Marchf5			NA
liver_15_5_REP1.mLb.clN_peak_1675	chr19	42128615	42129467	+	2236	NA	promoter-TSS (Avpi1)	-promoter-TSS (Avpi1)	-48	Avpi1	Avpi1	NM_027106			Avpi1			NA
liver_15_5_REP1.mLb.clN_peak_1081	chr19	5803112	5804142	+	2222	NA	promoter-TSS (Malat1)	-promoter-TSS (Malat1)	-955	Malat1	Malat1	NR_002847			Malat1			NA
liver_15_5_REP1.mLb.clN_peak_160	chr18	15345131	15346593	+	2217	NA	Intergenic	Intergenic	57896	Aqp4	Aqp4	NM_001308645			Aqp4			NA
liver_15_5_REP1.mLb.clN_peak_1607	chr19	38836322	38837518	+	2215	NA	exon (Tbc1d12, exon 1 of 11)	-exon (Tbc1d12, exon 1 of 11)	341	Tbc1d12	Tbc1d12	NM_001362424			Tbc1d12			NA
liver_15_5_REP1.mLb.clN_peak_1989	chr19	60226213	60226798	+	2200	NA	exon (Fam204a, exon 1 of 7)	-exon (Fam204a, exon 1 of 7)	196	Fam204a	Fam204a	NR_152391			Fam204a			NA
liver_15_5_REP1.mLb.clN_peak_1906	chr19	55283818	55284704	+	2194	NA	intron (Acsl5, intron 11 of 21)	-intron (Acsl5, intron 11 of 21)	30892	Acsl5	Acsl5	NM_027976			Acsl5			NA
liver_15_5_REP1.mLb.clN_peak_813	chr18	77713411	77714806	+	2192	NA	promoter-TSS (8030462N17Rik)	-promoter-TSS (8030462N17Rik)	-76	4930465K10Rik	4930465K10Rik	NR_027978			4930465K10Rik			NA
liver_15_5_REP1.mLb.clN_peak_1499	chr19	32272273	32273186	+	2170	NA	intron (Sgms1, intron 2 of 9)	-intron (Sgms1, intron 2 of 9)	115783	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_15_5_REP1.mLb.clN_peak_1108	chr19	6046030	6047324	+	2154	NA	promoter-TSS (Syvn1)	-promoter-TSS (Syvn1)	101	Syvn1	Syvn1	NM_001164709			Syvn1			NA
liver_15_5_REP1.mLb.clN_peak_1201	chr19	8920113	8921193	+	2152	NA	intron (B3gat3, intron 1 of 4)	-intron (B3gat3, intron 1 of 4)	260	B3gat3	B3gat3	NM_024256			B3gat3			NA
liver_15_5_REP1.mLb.clN_peak_1859	chr19	53329190	53330346	+	2139	NA	promoter-TSS (Mxi1)	-promoter-TSS (Mxi1)	355	Mxi1	Mxi1	NM_001008543			Mxi1			NA
liver_15_5_REP1.mLb.clN_peak_1280	chr19	11911810	11913011	+	2135	NA	promoter-TSS (Patl1)	-promoter-TSS (Patl1)	11	Patl1	Patl1	NM_172635			Patl1			NA
liver_15_5_REP1.mLb.clN_peak_215	chr18	23803544	23804422	+	2126	NA	promoter-TSS (Mapre2)	-promoter-TSS (Mapre2)	13	Mapre2	Mapre2	NM_153058			Mapre2			NA
liver_15_5_REP1.mLb.clN_peak_834	chr18	78335546	78336502	+	2114	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	-212598	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_15_5_REP1.mLb.clN_peak_944	chr18	90579444	90580202	+	2100	NA	promoter-TSS (Gm45871)	-promoter-TSS (Gm45871)	-2	Gm45871	Gm45871	NM_001362365			Gm45871			NA
liver_15_5_REP1.mLb.clN_peak_1196	chr19	8871028	8872015	+	2093	NA	promoter-TSS (Ubxn1)	-promoter-TSS (Ubxn1)	-27	Ubxn1	Ubxn1	NM_001362044			Ubxn1			NA
liver_15_5_REP1.mLb.clN_peak_91	chr18	9957712	9958560	+	2069	NA	promoter-TSS (Thoc1)	-promoter-TSS (Thoc1)	-44	Thoc1	Thoc1	NM_153552			Thoc1			NA
liver_15_5_REP1.mLb.clN_peak_474	chr18	49978972	49979661	+	2064	NA	promoter-TSS (Tnfaip8)	-promoter-TSS (Tnfaip8)	-73966	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_15_5_REP1.mLb.clN_peak_1222	chr19	9982270	9983530	+	2049	NA	exon (Fth1, exon 1 of 4)	-exon (Fth1, exon 1 of 4)	2300	Fth1	Fth1	NR_073181			Fth1			NA
liver_15_5_REP1.mLb.clN_peak_299	chr18	34758851	34759952	+	2048	NA	promoter-TSS (Fam53c)	-promoter-TSS (Fam53c)	-118	Mir12191	Mir12191	NR_162793			Mir12191			NA
liver_15_5_REP1.mLb.clN_peak_819	chr18	77806170	77807104	+	2044	NA	intron (Pstpip2, intron 1 of 14)	-intron (Pstpip2, intron 1 of 14)	-10247	F830208F22Rik	F830208F22Rik	NR_152167			F830208F22Rik			NA
liver_15_5_REP1.mLb.clN_peak_207	chr18	21283421	21284344	+	2041	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	16257	Garem1	Garem1	NM_001033445			Garem1			NA
liver_15_5_REP1.mLb.clN_peak_1766	chr19	46314268	46316013	+	2031	NA	intron (Psd, intron 12 of 17)	-intron (Psd, intron 12 of 17)	9445	Nfkb2	Nfkb2	NM_001177370			Nfkb2			NA
liver_15_5_REP1.mLb.clN_peak_321	chr18	35619145	35620140	+	2030	NA	exon (Slc23a1, exon 14 of 15)	-exon (Slc23a1, exon 14 of 15)	7585	Slc23a1	Slc23a1	NM_011397			Slc23a1			NA
liver_15_5_REP1.mLb.clN_peak_1562	chr19	36925654	36926809	+	2019	NA	exon (Btaf1, exon 1 of 38)	-exon (Btaf1, exon 1 of 38)	152	Btaf1	Btaf1	NM_001080706			Btaf1			NA
liver_15_5_REP1.mLb.clN_peak_1683	chr19	42518588	42519262	+	2012	NA	intron (R3hcc1l, intron 1 of 6)	-intron (R3hcc1l, intron 1 of 6)	120	R3hcc1l	R3hcc1l	NM_177464			R3hcc1l			NA
liver_15_5_REP1.mLb.clN_peak_387	chr18	38338088	38339437	+	2004	NA	intron (Gnpda1, intron 1 of 6)	-intron (Gnpda1, intron 1 of 6)	231	Gnpda1	Gnpda1	NM_011937			Gnpda1			NA
liver_15_5_REP1.mLb.clN_peak_1529	chr19	34526833	34527688	+	1993	NA	intron (Lipa, intron 1 of 9)	-intron (Lipa, intron 1 of 9)	214	Lipa	Lipa	NM_021460			Lipa			NA
liver_15_5_REP1.mLb.clN_peak_125	chr18	12168037	12169266	+	1993	NA	promoter-TSS (Rmc1)	-promoter-TSS (Rmc1)	-79	Rmc1	Rmc1	NM_029623			Rmc1			NA
liver_15_5_REP1.mLb.clN_peak_1116	chr19	6127816	6128366	+	1992	NA	exon (Snx15, exon 1 of 8)	-exon (Snx15, exon 1 of 8)	169	Snx15	Snx15	NM_026912			Snx15			NA
liver_15_5_REP1.mLb.clN_peak_1150	chr19	6992231	6993060	+	1989	NA	promoter-TSS (Dnajc4)	-promoter-TSS (Dnajc4)	-63	Dnajc4	Dnajc4	NM_001356999			Dnajc4			NA
liver_15_5_REP1.mLb.clN_peak_1171	chr19	7493970	7495005	+	1987	NA	promoter-TSS (Atl3)	-promoter-TSS (Atl3)	49	Atl3	Atl3	NM_001163505			Atl3			NA
liver_15_5_REP1.mLb.clN_peak_1045	chr19	5295038	5295890	+	1964	NA	promoter-TSS (Sf3b2)	-promoter-TSS (Sf3b2)	-9	Sf3b2	Sf3b2	NM_030109			Sf3b2			NA
liver_15_5_REP1.mLb.clN_peak_1901	chr19	55218302	55219538	+	1956	NA	intron (Gucy2g, intron 12 of 20)	-intron (Gucy2g, intron 12 of 20)	-1348	Gucy2g	Gucy2g	NM_001081076			Gucy2g			NA
liver_15_5_REP1.mLb.clN_peak_1422	chr19	27429463	27430386	+	1952	NA	promoter-TSS (Pum3)	-promoter-TSS (Pum3)	-16	Pum3	Pum3	NR_131940			Pum3			NA
liver_15_5_REP1.mLb.clN_peak_154	chr18	14782736	14783671	+	1950	NA	promoter-TSS (Taf4b)	-promoter-TSS (Taf4b)	-42	Taf4b	Taf4b	NM_001369357			Taf4b			NA
liver_15_5_REP1.mLb.clN_peak_124	chr18	12166839	12167458	+	1945	NA	Intergenic	Intergenic	-1582	Rmc1	Rmc1	NM_029623			Rmc1			NA
liver_15_5_REP1.mLb.clN_peak_116	chr18	11657070	11658333	+	1944	NA	intron (Rbbp8, intron 1 of 17)	-intron (Rbbp8, intron 1 of 18)	24425	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
liver_15_5_REP1.mLb.clN_peak_1160	chr19	7240503	7241555	+	1944	NA	exon (Naa40, exon 1 of 8)	-exon (Naa40, exon 1 of 8)	193	Naa40	Naa40	NM_027643			Naa40			NA
liver_15_5_REP1.mLb.clN_peak_914	chr18	84588759	84590343	+	1936	NA	promoter-TSS (Zfp407)	-promoter-TSS (Zfp407)	-47	Zfp407	Zfp407	NM_001033341			Zfp407			NA
liver_15_5_REP1.mLb.clN_peak_1627	chr19	40552950	40553673	+	1912	NA	intron (Aldh18a1, intron 18 of 18)	-intron (Aldh18a1, intron 18 of 18)	35152	Aldh18a1	Aldh18a1	NM_153554			Aldh18a1			NA
liver_15_5_REP1.mLb.clN_peak_1030	chr19	4927963	4928636	+	1911	NA	promoter-TSS (Dpp3)	-promoter-TSS (Dpp3)	-12	Dpp3	Dpp3	NM_001360711			Dpp3			NA
liver_15_5_REP1.mLb.clN_peak_241	chr18	24529643	24530472	+	1906	NA	exon (Rprd1a, exon 1 of 8)	-exon (Rprd1a, exon 1 of 8)	147	Rprd1a	Rprd1a	NM_001360807			Rprd1a			NA
liver_15_5_REP1.mLb.clN_peak_767	chr18	74729186	74730064	+	1904	NA	intron (Myo5b, intron 29 of 38)	-intron (Myo5b, intron 29 of 38)	48830	Scarna17	Scarna17	NR_028560			Scarna17			NA
liver_15_5_REP1.mLb.clN_peak_548	chr18	60502055	60503051	+	1889	NA	promoter-TSS (Smim3)	-promoter-TSS (Smim3)	-570	Smim3	Smim3	NM_134133			Smim3			NA
liver_15_5_REP1.mLb.clN_peak_106	chr18	10609409	10610495	+	1878	NA	intron (Esco1, intron 1 of 10)	-intron (Esco1, intron 1 of 10)	400	Esco1	Esco1	NM_001081222			Esco1			NA
liver_15_5_REP1.mLb.clN_peak_666	chr18	66002114	66003025	+	1867	NA	promoter-TSS (Lman1)	-promoter-TSS (Lman1)	66	Lman1	Lman1	NM_027400			Lman1			NA
liver_15_5_REP1.mLb.clN_peak_1701	chr19	43752655	43753535	+	1865	NA	promoter-TSS (Cutc)	-promoter-TSS (Cutc)	72	Cutc	Cutc	NM_025530			Cutc			NA
liver_15_5_REP1.mLb.clN_peak_313	chr18	35134313	35135064	+	1859	NA	intron (Ctnna1, intron 1 of 17)	-intron (Ctnna1, intron 1 of 17)	15776	Ctnna1	Ctnna1	NM_009818			Ctnna1			NA
liver_15_5_REP1.mLb.clN_peak_1454	chr19	29521933	29523114	+	1843	NA	promoter-TSS (A930007I19Rik)	-promoter-TSS (A930007I19Rik)	241	Ric1	Ric1	NM_001081319			Ric1			NA
liver_15_5_REP1.mLb.clN_peak_1980	chr19	59345081	59346324	+	1843	NA	promoter-TSS (Pdzd8)	-promoter-TSS (Pdzd8)	78	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_15_5_REP1.mLb.clN_peak_1480	chr19	31781039	31781767	+	1839	NA	Intergenic	Intergenic	-87410	A1cf	A1cf	NM_001081074			A1cf			NA
liver_15_5_REP1.mLb.clN_peak_1016	chr19	4568683	4569482	+	1837	NA	intron (Pcx, intron 2 of 20)	-intron (Pcx, intron 2 of 20)	-25237	Pcx	Pcx	NM_001162946			Pcx			NA
liver_15_5_REP1.mLb.clN_peak_234	chr18	24205371	24206513	+	1836	NA	promoter-TSS (Galnt1)	-promoter-TSS (Galnt1)	598	Galnt1	Galnt1	NM_001160404			Galnt1			NA
liver_15_5_REP1.mLb.clN_peak_1158	chr19	7205640	7206692	+	1831	NA	intron (Otub1, intron 1 of 6)	-intron (Otub1, intron 1 of 6)	118	Otub1	Otub1	NM_134150			Otub1			NA
liver_15_5_REP1.mLb.clN_peak_974	chr19	4000098	4001022	+	1827	NA	promoter-TSS (Nudt8)	-promoter-TSS (Nudt8)	-20	Nudt8	Nudt8	NM_025529			Nudt8			NA
liver_15_5_REP1.mLb.clN_peak_456	chr18	46597108	46598128	+	1826	NA	promoter-TSS (Eif1a)	-promoter-TSS (Eif1a)	-83	Tmed7	Tmed7	NM_025698			Tmed7			NA
liver_15_5_REP1.mLb.clN_peak_734	chr18	70563105	70563758	+	1816	NA	Intergenic	Intergenic	-4861	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_15_5_REP1.mLb.clN_peak_296	chr18	34624058	34625535	+	1805	NA	promoter-TSS (Kif20a)	-promoter-TSS (Kif20a)	67	Brd8	Brd8	NM_001361136			Brd8			NA
liver_15_5_REP1.mLb.clN_peak_1304	chr19	15924389	15925610	+	1805	NA	promoter-TSS (Psat1)	-promoter-TSS (Psat1)	60	Psat1	Psat1	NM_177420			Psat1			NA
