PeakID (cmd=annotatePeaks.pl liver_14_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP1.mLb.clN_peak_533	chr18	70567925	70568597	+	1422	NA	promoter-TSS (Mbd2)	-promoter-TSS (Mbd2)	-31	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_14_5_REP1.mLb.clN_peak_1106	chr19	34527019	34527661	+	1393	NA	intron (Lipa, intron 1 of 9)	-intron (Lipa, intron 1 of 9)	134	Lipa	Lipa	NM_021460			Lipa			NA
liver_14_5_REP1.mLb.clN_peak_1447	chr19	60811240	60812202	+	1381	NA	intron (Fam45a, intron 1 of 8)	-intron (Fam45a, intron 1 of 8)	166	Fam45a	Fam45a	NM_026437			Fam45a			NA
liver_14_5_REP1.mLb.clN_peak_1142	chr19	37237449	37238730	+	1381	NA	Intergenic	Intergenic	26006	4931408D14Rik	4931408D14Rik	NR_040299			4931408D14Rik			NA
liver_14_5_REP1.mLb.clN_peak_614	chr18	80255774	80256832	+	1377	NA	promoter-TSS (Slc66a2)	-promoter-TSS (Slc66a2)	-3	Slc66a2	Slc66a2	NM_025861			Slc66a2			NA
liver_14_5_REP1.mLb.clN_peak_732	chr19	4858900	4859579	+	1374	NA	intron (Ctsf, intron 9 of 13)	-intron (Ctsf, intron 9 of 13)	4074	Ctsf	Ctsf	NM_019861			Ctsf			NA
liver_14_5_REP1.mLb.clN_peak_107	chr18	14782736	14783645	+	1368	NA	promoter-TSS (Taf4b)	-promoter-TSS (Taf4b)	-55	Taf4b	Taf4b	NM_001369357			Taf4b			NA
liver_14_5_REP1.mLb.clN_peak_1351	chr19	53599864	53601177	+	1368	NA	exon (Smc3, exon 1 of 29)	-exon (Smc3, exon 1 of 29)	124	Smc3	Smc3	NM_007790			Smc3			NA
liver_14_5_REP1.mLb.clN_peak_514	chr18	68274534	68275379	+	1357	NA	intron (Fam210a, intron 2 of 3)	-intron (Fam210a, intron 2 of 3)	-13983	Mir7219	Mir7219	NR_106078			Mir7219			NA
liver_14_5_REP1.mLb.clN_peak_873	chr19	8741275	8742028	+	1344	NA	promoter-TSS (Stx5a)	-promoter-TSS (Stx5a)	-152	Stx5a	Stx5a	NM_001167799			Stx5a			NA
liver_14_5_REP1.mLb.clN_peak_37	chr18	6135508	6136768	+	1343	NA	promoter-TSS (Arhgap12)	-promoter-TSS (Arhgap12)	-40	Arhgap12	Arhgap12	NM_001039692			Arhgap12			NA
liver_14_5_REP1.mLb.clN_peak_456	chr18	64516167	64516899	+	1340	NA	promoter-TSS (Nars)	-promoter-TSS (Nars)	24	Nars	Nars	NM_001142950			Nars			NA
liver_14_5_REP1.mLb.clN_peak_705	chr19	4125515	4126256	+	1338	NA	promoter-TSS (Tmem134)	-promoter-TSS (Tmem134)	-27	Aip	Aip	NM_016666			Aip			NA
liver_14_5_REP1.mLb.clN_peak_224	chr18	34953969	34954973	+	1337	NA	promoter-TSS (Hspa9)	-promoter-TSS (Hspa9)	-120	Hspa9	Hspa9	NM_010481			Hspa9			NA
liver_14_5_REP1.mLb.clN_peak_259	chr18	36734720	36735600	+	1335	NA	promoter-TSS (Tmco6)	-promoter-TSS (Tmco6)	90	Tmco6	Tmco6	NM_028036			Tmco6			NA
liver_14_5_REP1.mLb.clN_peak_184	chr18	31910418	31911388	+	1312	NA	exon (Sft2d3, exon 1 of 1)	-exon (Sft2d3, exon 1 of 1)	1000	Sft2d3	Sft2d3	NM_026006			Sft2d3			NA
liver_14_5_REP1.mLb.clN_peak_66	chr18	9957687	9958581	+	1308	NA	promoter-TSS (Thoc1)	-promoter-TSS (Thoc1)	-46	Thoc1	Thoc1	NM_153552			Thoc1			NA
liver_14_5_REP1.mLb.clN_peak_496	chr18	67641016	67641911	+	1304	NA	promoter-TSS (Cep76)	-promoter-TSS (Cep76)	-108	Cep76	Cep76	NM_001081073			Cep76			NA
liver_14_5_REP1.mLb.clN_peak_1379	chr19	55283934	55284534	+	1297	NA	intron (Acsl5, intron 11 of 21)	-intron (Acsl5, intron 11 of 21)	30865	Acsl5	Acsl5	NM_027976			Acsl5			NA
liver_14_5_REP1.mLb.clN_peak_1192	chr19	41482235	41483387	+	1292	NA	intron (Lcor, intron 1 of 7)	-intron (Lcor, intron 1 of 7)	-42441	Morf4l1b	Morf4l1b	NM_001326287			Morf4l1b			NA
liver_14_5_REP1.mLb.clN_peak_500	chr18	67774566	67775567	+	1285	NA	TTS (4930549G23Rik)	-TTS (4930549G23Rik)	190	Seh1l	Seh1l	NM_001039088			Seh1l			NA
liver_14_5_REP1.mLb.clN_peak_969	chr19	16780464	16781587	+	1282	NA	promoter-TSS (Vps13a)	-promoter-TSS (Vps13a)	-92	Vps13a	Vps13a	NM_173028			Vps13a			NA
liver_14_5_REP1.mLb.clN_peak_1336	chr19	53256836	53258463	+	1275	NA	Intergenic	Intergenic	-2444	1700001K23Rik	1700001K23Rik	NR_036590			1700001K23Rik			NA
liver_14_5_REP1.mLb.clN_peak_215	chr18	34751407	34752203	+	1273	NA	promoter-TSS (Cdc25c)	-promoter-TSS (Cdc25c)	-272	Cdc25c	Cdc25c	NM_009860			Cdc25c			NA
liver_14_5_REP1.mLb.clN_peak_220	chr18	34859904	34861239	+	1272	NA	promoter-TSS (Egr1)	-promoter-TSS (Egr1)	-636	Egr1	Egr1	NM_007913			Egr1			NA
liver_14_5_REP1.mLb.clN_peak_552	chr18	74729144	74730070	+	1269	NA	intron (Myo5b, intron 29 of 38)	-intron (Myo5b, intron 29 of 38)	48848	Scarna17	Scarna17	NR_028560			Scarna17			NA
liver_14_5_REP1.mLb.clN_peak_1296	chr19	46849071	46849930	+	1267	NA	intron (Cnnm2, intron 1 of 7)	-intron (Cnnm2, intron 1 of 6)	87891	Cnnm2	Cnnm2	NM_033569			Cnnm2			NA
liver_14_5_REP1.mLb.clN_peak_860	chr19	7482704	7483760	+	1265	NA	promoter-TSS (Rtn3)	-promoter-TSS (Rtn3)	59	Rtn3	Rtn3	NM_001003933			Rtn3			NA
liver_14_5_REP1.mLb.clN_peak_92	chr18	12235988	12237133	+	1263	NA	promoter-TSS (Npc1)	-promoter-TSS (Npc1)	-174	Npc1	Npc1	NM_008720			Npc1			NA
liver_14_5_REP1.mLb.clN_peak_744	chr19	5087961	5088770	+	1260	NA	promoter-TSS (Yif1a)	-promoter-TSS (Yif1a)	-173	Yif1a	Yif1a	NM_026553			Yif1a			NA
liver_14_5_REP1.mLb.clN_peak_1331	chr19	53058975	53059613	+	1249	NA	Intergenic	Intergenic	-16958	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
liver_14_5_REP1.mLb.clN_peak_89	chr18	12128357	12129096	+	1236	NA	promoter-TSS (Riok3)	-promoter-TSS (Riok3)	-124	Riok3	Riok3	NM_024182			Riok3			NA
liver_14_5_REP1.mLb.clN_peak_600	chr18	78335589	78336319	+	1227	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	-212528	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_14_5_REP1.mLb.clN_peak_231	chr18	35619396	35620028	+	1215	NA	intron (Slc23a1, intron 13 of 14)	-intron (Slc23a1, intron 13 of 14)	7515	Slc23a1	Slc23a1	NM_011397			Slc23a1			NA
liver_14_5_REP1.mLb.clN_peak_22	chr18	5333973	5335065	+	1203	NA	promoter-TSS (Zfp438)	-promoter-TSS (Zfp438)	-80	Zfp438	Zfp438	NM_178722			Zfp438			NA
liver_14_5_REP1.mLb.clN_peak_272	chr18	37935031	37935739	+	1201	NA	promoter-TSS (Diaph1)	-promoter-TSS (Diaph1)	91	Diaph1	Diaph1	NM_007858			Diaph1			NA
liver_14_5_REP1.mLb.clN_peak_1323	chr19	47865435	47865912	+	1201	NA	promoter-TSS (Gsto2)	-promoter-TSS (Gsto2)	128	Gsto2	Gsto2	NM_026619			Gsto2			NA
liver_14_5_REP1.mLb.clN_peak_1440	chr19	60580345	60581594	+	1195	NA	promoter-TSS (Cacul1)	-promoter-TSS (Cacul1)	54	Cacul1	Cacul1	NM_001172096			Cacul1			NA
liver_14_5_REP1.mLb.clN_peak_1411	chr19	57360520	57361792	+	1195	NA	promoter-TSS (B230217O12Rik)	-promoter-TSS (B230217O12Rik)	147	Fam160b1	Fam160b1	NM_145505			Fam160b1			NA
liver_14_5_REP1.mLb.clN_peak_1361	chr19	53902915	53904067	+	1189	NA	intron (Pdcd4, intron 1 of 12)	-intron (Pdcd4, intron 1 of 11)	11260	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP1.mLb.clN_peak_104	chr18	12973030	12974543	+	1185	NA	promoter-TSS (Impact)	-promoter-TSS (Impact)	1863	Impact	Impact	NM_001357396			Impact			NA
liver_14_5_REP1.mLb.clN_peak_1278	chr19	46395035	46395863	+	1176	NA	intron (Actr1a, intron 1 of 10)	-intron (Actr1a, intron 1 of 9)	292	Actr1a	Actr1a	NM_016860			Actr1a			NA
liver_14_5_REP1.mLb.clN_peak_897	chr19	9899109	9899977	+	1173	NA	promoter-TSS (Incenp)	-promoter-TSS (Incenp)	-54	Incenp	Incenp	NM_001369356			Incenp			NA
liver_14_5_REP1.mLb.clN_peak_1179	chr19	40611848	40612494	+	1169	NA	promoter-TSS (Entpd1)	-promoter-TSS (Entpd1)	60	Tctn3	Tctn3	NM_026260			Tctn3			NA
liver_14_5_REP1.mLb.clN_peak_885	chr19	8897644	8898484	+	1168	NA	promoter-TSS (Ganab)	-promoter-TSS (Ganab)	7	Ganab	Ganab	NM_001293621			Ganab			NA
liver_14_5_REP1.mLb.clN_peak_917	chr19	10524929	10525866	+	1165	NA	promoter-TSS (Sdhaf2)	-promoter-TSS (Sdhaf2)	153	Cpsf7	Cpsf7	NM_172302			Cpsf7			NA
liver_14_5_REP1.mLb.clN_peak_733	chr19	4878291	4879030	+	1164	NA	promoter-TSS (Zdhhc24)	-promoter-TSS (Zdhhc24)	-8	Zdhhc24	Zdhhc24	NM_027476			Zdhhc24			NA
liver_14_5_REP1.mLb.clN_peak_1454	chr19	61140574	61141179	+	1162	NA	promoter-TSS (Zfp950)	-promoter-TSS (Zfp950)	-36	Zfp950	Zfp950	NM_001001737			Zfp950			NA
liver_14_5_REP1.mLb.clN_peak_1445	chr19	60790031	60791210	+	1154	NA	promoter-TSS (Eif3a)	-promoter-TSS (Eif3a)	73	Eif3a	Eif3a	NM_010123			Eif3a			NA
liver_14_5_REP1.mLb.clN_peak_260	chr18	36744228	36745093	+	1134	NA	promoter-TSS (Ndufa2)	-promoter-TSS (Ndufa2)	4	Ik	Ik	NM_011879			Ik			NA
liver_14_5_REP1.mLb.clN_peak_797	chr19	6014936	6016072	+	1125	NA	promoter-TSS (Capn1)	-promoter-TSS (Capn1)	-257	Capn1	Capn1	NM_001110504			Capn1			NA
liver_14_5_REP1.mLb.clN_peak_597	chr18	78122556	78124261	+	1123	NA	promoter-TSS (Slc14a1)	-promoter-TSS (Slc14a1)	18	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_14_5_REP1.mLb.clN_peak_1243	chr19	44388163	44388938	+	1122	NA	Intergenic	Intergenic	19159	Scd1	Scd1	NM_009127			Scd1			NA
liver_14_5_REP1.mLb.clN_peak_1213	chr19	42518529	42519194	+	1121	NA	promoter-TSS (R3hcc1l)	-promoter-TSS (R3hcc1l)	56	R3hcc1l	R3hcc1l	NM_177464			R3hcc1l			NA
liver_14_5_REP1.mLb.clN_peak_532	chr18	70563115	70563749	+	1119	NA	Intergenic	Intergenic	-4860	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_14_5_REP1.mLb.clN_peak_408	chr18	61211148	61211838	+	1118	NA	exon (Slc26a2, exon 1 of 4)	-exon (Slc26a2, exon 1 of 4)	103	Slc26a2	Slc26a2	NM_007885			Slc26a2			NA
liver_14_5_REP1.mLb.clN_peak_901	chr19	9982277	9983515	+	1115	NA	exon (Fth1, exon 1 of 4)	-exon (Fth1, exon 1 of 4)	2296	Fth1	Fth1	NR_073181			Fth1			NA
liver_14_5_REP1.mLb.clN_peak_1176	chr19	40552951	40553660	+	1111	NA	intron (Aldh18a1, intron 18 of 18)	-intron (Aldh18a1, intron 18 of 18)	35158	Aldh18a1	Aldh18a1	NM_153554			Aldh18a1			NA
liver_14_5_REP1.mLb.clN_peak_1437	chr19	60226235	60226932	+	1104	NA	exon (Fam204a, exon 1 of 7)	-exon (Fam204a, exon 1 of 7)	118	Fam204a	Fam204a	NR_152391			Fam204a			NA
liver_14_5_REP1.mLb.clN_peak_477	chr18	66002212	66003001	+	1092	NA	promoter-TSS (Lman1)	-promoter-TSS (Lman1)	29	Lman1	Lman1	NM_027400			Lman1			NA
liver_14_5_REP1.mLb.clN_peak_1374	chr19	55218303	55219543	+	1091	NA	intron (Gucy2g, intron 12 of 20)	-intron (Gucy2g, intron 12 of 20)	-1351	Gucy2g	Gucy2g	NM_001081076			Gucy2g			NA
liver_14_5_REP1.mLb.clN_peak_1087	chr19	32272443	32273187	+	1090	NA	intron (Sgms1, intron 2 of 9)	-intron (Sgms1, intron 2 of 9)	115697	Sgms1	Sgms1	NM_001168526			Sgms1			NA
liver_14_5_REP1.mLb.clN_peak_421	chr18	61707192	61707914	+	1085	NA	promoter-TSS (Pcyox1l)	-promoter-TSS (Pcyox1l)	82	Pcyox1l	Pcyox1l	NM_172832			Pcyox1l			NA
liver_14_5_REP1.mLb.clN_peak_953	chr19	12794712	12796770	+	1080	NA	promoter-TSS (Lpxn)	-promoter-TSS (Lpxn)	382	Gm44505	Gm44505	NR_024093			Gm44505			NA
liver_14_5_REP1.mLb.clN_peak_857	chr19	7341059	7342384	+	1078	NA	exon (Mark2, exon 1 of 17)	-exon (Mark2, exon 1 of 17)	139	Mark2	Mark2	NM_001080388			Mark2			NA
liver_14_5_REP1.mLb.clN_peak_1060	chr19	29805897	29806712	+	1065	NA	promoter-TSS (9930021J03Rik)	-promoter-TSS (9930021J03Rik)	-295	9930021J03Rik	9930021J03Rik	NM_172836			9930021J03Rik			NA
liver_14_5_REP1.mLb.clN_peak_1449	chr19	60861048	60861855	+	1064	NA	promoter-TSS (Sfxn4)	-promoter-TSS (Sfxn4)	-23	Sfxn4	Sfxn4	NM_053198			Sfxn4			NA
liver_14_5_REP1.mLb.clN_peak_258	chr18	36678970	36679789	+	1046	NA	promoter-TSS (Apbb3)	-promoter-TSS (Apbb3)	-13	Apbb3	Apbb3	NM_001357512			Apbb3			NA
liver_14_5_REP1.mLb.clN_peak_1030	chr19	27429617	27430269	+	1045	NA	promoter-TSS (Pum3)	-promoter-TSS (Pum3)	-35	Pum3	Pum3	NR_131940			Pum3			NA
liver_14_5_REP1.mLb.clN_peak_1037	chr19	28990081	28990856	+	1042	NA	exon (Cdc37l1, exon 1 of 7)	-exon (Cdc37l1, exon 1 of 7)	116	Cdc37l1	Cdc37l1	NM_025950			Cdc37l1			NA
liver_14_5_REP1.mLb.clN_peak_1312	chr19	47431326	47432017	+	1042	NA	intron (Sh3pxd2a, intron 1 of 14)	-intron (Sh3pxd2a, intron 1 of 13)	32740	Sh3pxd2a	Sh3pxd2a	NM_001164717			Sh3pxd2a			NA
liver_14_5_REP1.mLb.clN_peak_1287	chr19	46572675	46573755	+	1041	NA	promoter-TSS (Arl3)	-promoter-TSS (Arl3)	-33	Arl3	Arl3	NM_001355233			Arl3			NA
liver_14_5_REP1.mLb.clN_peak_1205	chr19	41911622	41912380	+	1039	NA	exon (Pgam1, exon 1 of 4)	-exon (Pgam1, exon 1 of 4)	130	Pgam1	Pgam1	NM_023418			Pgam1			NA
liver_14_5_REP1.mLb.clN_peak_340	chr18	49978973	49979851	+	1034	NA	promoter-TSS (Tnfaip8)	-promoter-TSS (Tnfaip8)	-73870	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_14_5_REP1.mLb.clN_peak_138	chr18	21283528	21284258	+	1016	NA	intron (Garem1, intron 1 of 5)	-intron (Garem1, intron 1 of 5)	16246	Garem1	Garem1	NM_001033445			Garem1			NA
liver_14_5_REP1.mLb.clN_peak_287	chr18	38338123	38339434	+	1011	NA	intron (Gnpda1, intron 1 of 6)	-intron (Gnpda1, intron 1 of 6)	215	Gnpda1	Gnpda1	NM_011937			Gnpda1			NA
liver_14_5_REP1.mLb.clN_peak_378	chr18	56897921	56898526	+	1009	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	27292	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP1.mLb.clN_peak_1251	chr19	45548230	45548632	+	1006	NA	Intergenic	Intergenic	12133	Poll	Poll	NM_001330506			Poll			NA
liver_14_5_REP1.mLb.clN_peak_1056	chr19	29521940	29523102	+	1004	NA	promoter-TSS (A930007I19Rik)	-promoter-TSS (A930007I19Rik)	239	Ric1	Ric1	NM_001081319			Ric1			NA
liver_14_5_REP1.mLb.clN_peak_736	chr19	4927966	4928626	+	1002	NA	promoter-TSS (Dpp3)	-promoter-TSS (Dpp3)	-9	Dpp3	Dpp3	NM_001360711			Dpp3			NA
liver_14_5_REP1.mLb.clN_peak_553	chr18	74778300	74779530	+	1001	NA	promoter-TSS (Acaa2)	-promoter-TSS (Acaa2)	-297	Acaa2	Acaa2	NM_177470			Acaa2			NA
liver_14_5_REP1.mLb.clN_peak_1274	chr19	46328101	46328831	+	995	NA	exon (Fbxl15, exon 1 of 4)	-exon (Fbxl15, exon 1 of 4)	282	Fbxl15	Fbxl15	NM_133694			Fbxl15			NA
liver_14_5_REP1.mLb.clN_peak_264	chr18	36793634	36794268	+	988	NA	promoter-TSS (Zmat2)	-promoter-TSS (Zmat2)	28	Zmat2	Zmat2	NM_025594			Zmat2			NA
liver_14_5_REP1.mLb.clN_peak_85	chr18	11657106	11658308	+	974	NA	intron (Rbbp8, intron 1 of 17)	-intron (Rbbp8, intron 1 of 18)	24431	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
liver_14_5_REP1.mLb.clN_peak_358	chr18	53861783	53862797	+	974	NA	exon (Csnk1g3, exon 1 of 13)	-exon (Csnk1g3, exon 1 of 13)	177	Csnk1g3	Csnk1g3	NM_152809			Csnk1g3			NA
liver_14_5_REP1.mLb.clN_peak_886	chr19	8920158	8920916	+	973	NA	exon (B3gat3, exon 1 of 5)	-exon (B3gat3, exon 1 of 5)	144	B3gat3	B3gat3	NM_024256			B3gat3			NA
liver_14_5_REP1.mLb.clN_peak_1427	chr19	59344997	59346296	+	972	NA	exon (Pdzd8, exon 1 of 5)	-exon (Pdzd8, exon 1 of 5)	134	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_14_5_REP1.mLb.clN_peak_374	chr18	56707385	56709100	+	969	NA	exon (Lmnb1, exon 1 of 11)	-exon (Lmnb1, exon 1 of 11)	429	Lmnb1	Lmnb1	NM_010721			Lmnb1			NA
liver_14_5_REP1.mLb.clN_peak_771	chr19	5688350	5689105	+	961	NA	promoter-TSS (Map3k11)	-promoter-TSS (Map3k11)	181	Pcnx3	Pcnx3	NM_144868			Pcnx3			NA
liver_14_5_REP1.mLb.clN_peak_112	chr18	15345175	15346584	+	960	NA	Intergenic	Intergenic	57879	Aqp4	Aqp4	NM_001308645			Aqp4			NA
liver_14_5_REP1.mLb.clN_peak_492	chr18	67573159	67573930	+	960	NA	intron (Spire1, intron 2 of 16)	-intron (Spire1, intron 2 of 16)	37362	Spire1	Spire1	NM_194355			Spire1			NA
liver_14_5_REP1.mLb.clN_peak_955	chr19	15924411	15925465	+	957	NA	promoter-TSS (Psat1)	-promoter-TSS (Psat1)	121	Psat1	Psat1	NM_177420			Psat1			NA
liver_14_5_REP1.mLb.clN_peak_1138	chr19	37206884	37207998	+	956	NA	promoter-TSS (Marchf5)	-promoter-TSS (Marchf5)	30	Cpeb3	Cpeb3	NM_001290826			Cpeb3			NA
liver_14_5_REP1.mLb.clN_peak_391	chr18	60502106	60503065	+	955	NA	promoter-TSS (Smim3)	-promoter-TSS (Smim3)	-602	Smim3	Smim3	NM_134133			Smim3			NA
liver_14_5_REP1.mLb.clN_peak_1012	chr19	24512966	24513742	+	955	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	-35880	Fam122a	Fam122a	NM_026520			Fam122a			NA
liver_14_5_REP1.mLb.clN_peak_852	chr19	7240691	7241476	+	953	NA	exon (Naa40, exon 1 of 8)	-exon (Naa40, exon 1 of 8)	139	Naa40	Naa40	NM_027643			Naa40			NA
liver_14_5_REP1.mLb.clN_peak_168	chr18	24529629	24530518	+	953	NA	exon (Rprd1a, exon 1 of 8)	-exon (Rprd1a, exon 1 of 8)	131	Rprd1a	Rprd1a	NM_001360807			Rprd1a			NA
liver_14_5_REP1.mLb.clN_peak_807	chr19	6127841	6128356	+	950	NA	exon (Snx15, exon 1 of 8)	-exon (Snx15, exon 1 of 8)	162	Snx15	Snx15	NM_026912			Snx15			NA
liver_14_5_REP1.mLb.clN_peak_889	chr19	8941545	8942512	+	949	NA	TTS (Eml3)	-TTS (Eml3)	108	Mta2	Mta2	NM_011842			Mta2			NA
liver_14_5_REP1.mLb.clN_peak_181	chr18	31759300	31761002	+	945	NA	promoter-TSS (Ammecr1l)	-promoter-TSS (Ammecr1l)	327	Ammecr1l	Ammecr1l	NM_153515			Ammecr1l			NA
liver_14_5_REP1.mLb.clN_peak_812	chr19	6276427	6277292	+	943	NA	promoter-TSS (Ehd1)	-promoter-TSS (Ehd1)	-37	Ehd1	Ehd1	NM_010119			Ehd1			NA
liver_14_5_REP1.mLb.clN_peak_996	chr19	21777896	21778863	+	938	NA	promoter-TSS (Cemip2)	-promoter-TSS (Cemip2)	39	Cemip2	Cemip2	NM_031997			Cemip2			NA
liver_14_5_REP1.mLb.clN_peak_710	chr19	4191669	4192574	+	937	NA	promoter-TSS (Ppp1ca)	-promoter-TSS (Ppp1ca)	-53	Ppp1ca	Ppp1ca	NM_031868			Ppp1ca			NA
liver_14_5_REP1.mLb.clN_peak_491	chr18	67561069	67561948	+	936	NA	intron (Spire1, intron 2 of 16)	-intron (Spire1, intron 2 of 16)	49398	Spire1	Spire1	NM_194355			Spire1			NA
liver_14_5_REP1.mLb.clN_peak_446	chr18	63708317	63709392	+	935	NA	exon (Wdr7, exon 1 of 28)	-exon (Wdr7, exon 1 of 28)	159	Wdr7	Wdr7	NM_001014981			Wdr7			NA
liver_14_5_REP1.mLb.clN_peak_1342	chr19	53329269	53329828	+	934	NA	promoter-TSS (Mxi1)	-promoter-TSS (Mxi1)	135	Mxi1	Mxi1	NM_001008543			Mxi1			NA
liver_14_5_REP1.mLb.clN_peak_731	chr19	4838903	4839665	+	934	NA	promoter-TSS (Ccs)	-promoter-TSS (Ccs)	38	Ccs	Ccs	NM_016892			Ccs			NA
liver_14_5_REP1.mLb.clN_peak_1009	chr19	24279727	24281296	+	932	NA	promoter-TSS (Fxn)	-promoter-TSS (Fxn)	79	Fxn	Fxn	NR_157400			Fxn			NA
liver_14_5_REP1.mLb.clN_peak_1062	chr19	30030019	30030997	+	929	NA	promoter-TSS (Uhrf2)	-promoter-TSS (Uhrf2)	-5	Uhrf2	Uhrf2	NM_144873			Uhrf2			NA
liver_14_5_REP1.mLb.clN_peak_359	chr18	54422059	54422726	+	925	NA	promoter-TSS (Redrum)	-promoter-TSS (Redrum)	97	Redrum	Redrum	NR_040338			Redrum			NA
liver_14_5_REP1.mLb.clN_peak_518	chr18	69344087	69344604	+	921	NA	promoter-TSS (Tcf4)	-promoter-TSS (Tcf4)	-147	Tcf4	Tcf4	NM_001361126			Tcf4			NA
liver_14_5_REP1.mLb.clN_peak_1247	chr19	44562668	44563177	+	919	NA	promoter-TSS (Hif1an)	-promoter-TSS (Hif1an)	68	Hif1an	Hif1an	NM_176958			Hif1an			NA
liver_14_5_REP1.mLb.clN_peak_749	chr19	5295074	5295889	+	918	NA	promoter-TSS (Sf3b2)	-promoter-TSS (Sf3b2)	-26	Sf3b2	Sf3b2	NM_030109			Sf3b2			NA
liver_14_5_REP1.mLb.clN_peak_664	chr18	88971429	88972245	+	911	NA	promoter-TSS (Rttn)	-promoter-TSS (Rttn)	47	Rttn	Rttn	NM_175542			Rttn			NA
liver_14_5_REP1.mLb.clN_peak_329	chr18	46741276	46742330	+	911	NA	promoter-TSS (Ap3s1)	-promoter-TSS (Ap3s1)	-73	Ap3s1	Ap3s1	NM_001303015			Ap3s1			NA
liver_14_5_REP1.mLb.clN_peak_1018	chr19	24793724	24794790	+	909	NA	intron (Pgm5, intron 6 of 10)	-intron (Pgm5, intron 6 of 10)	67585	Pgm5	Pgm5	NM_175013			Pgm5			NA
liver_14_5_REP1.mLb.clN_peak_566	chr18	75502387	75503315	+	908	NA	intron (Ctif, intron 9 of 11)	-intron (Ctif, intron 9 of 11)	-11794	Gm10532	Gm10532	NR_045879			Gm10532			NA
liver_14_5_REP1.mLb.clN_peak_459	chr18	64543069	64543782	+	907	NA	intron (Atp8b1, intron 22 of 27)	-intron (Atp8b1, intron 22 of 27)	-26868	Nars	Nars	NM_001142950			Nars			NA
liver_14_5_REP1.mLb.clN_peak_205	chr18	34330622	34331478	+	902	NA	promoter-TSS (Srp19)	-promoter-TSS (Srp19)	-95	Srp19	Srp19	NM_025527			Srp19			NA
liver_14_5_REP1.mLb.clN_peak_927	chr19	10895035	10895517	+	902	NA	promoter-TSS (Prpf19)	-promoter-TSS (Prpf19)	45	Prpf19	Prpf19	NM_134129			Prpf19			NA
liver_14_5_REP1.mLb.clN_peak_229	chr18	35561775	35562940	+	901	NA	intron (Matr3, intron 1 of 14)	-intron (Matr3, intron 1 of 14)	199	Matr3	Matr3	NM_010771			Matr3			NA
liver_14_5_REP1.mLb.clN_peak_1444	chr19	60755572	60756980	+	900	NA	exon (Nanos1, exon 1 of 1)	-exon (Nanos1, exon 1 of 1)	289	Nanos1	Nanos1	NM_178421			Nanos1			NA
liver_14_5_REP1.mLb.clN_peak_682	chr19	3707973	3708737	+	899	NA	promoter-TSS (1810055G02Rik)	-promoter-TSS (1810055G02Rik)	62	1810055G02Rik	1810055G02Rik	NM_001358256			1810055G02Rik			NA
liver_14_5_REP1.mLb.clN_peak_1101	chr19	32755843	32757858	+	898	NA	promoter-TSS (Pten)	-promoter-TSS (Pten)	-727	Pten	Pten	NM_008960			Pten			NA
liver_14_5_REP1.mLb.clN_peak_1266	chr19	46075523	46076209	+	898	NA	promoter-TSS (Nolc1)	-promoter-TSS (Nolc1)	19	Nolc1	Nolc1	NM_001039351			Nolc1			NA
liver_14_5_REP1.mLb.clN_peak_811	chr19	6241323	6242071	+	896	NA	promoter-TSS (Atg2a)	-promoter-TSS (Atg2a)	29	Atg2a	Atg2a	NM_194348			Atg2a			NA
liver_14_5_REP1.mLb.clN_peak_213	chr18	34624065	34625356	+	892	NA	promoter-TSS (Kif20a)	-promoter-TSS (Kif20a)	153	Brd8	Brd8	NM_001361136			Brd8			NA
liver_14_5_REP1.mLb.clN_peak_428	chr18	61960317	61960916	+	889	NA	intron (Sh3tc2, intron 1 of 16)	-intron (Sh3tc2, intron 1 of 16)	7541	Sh3tc2	Sh3tc2	NM_172628			Sh3tc2			NA
liver_14_5_REP1.mLb.clN_peak_512	chr18	68230091	68230719	+	889	NA	intron (Ldlrad4, intron 1 of 3)	-intron (Ldlrad4, intron 1 of 3)	30568	Mir7219	Mir7219	NR_106078			Mir7219			NA
