PeakID (cmd=annotatePeaks.pl kidney_15_5_REP1.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP1.mLb.clN_peak_2970	chr19	60580127	60581649	+	817	NA	exon (Cacul1, exon 1 of 8)	-exon (Cacul1, exon 1 of 8)	135	Cacul1	Cacul1	NM_001172096			Cacul1			NA
kidney_15_5_REP1.mLb.clN_peak_1289	chr18	70567770	70569150	+	817	NA	exon (Mbd2, exon 1 of 3)	-exon (Mbd2, exon 1 of 3)	168	Mbd2	Mbd2	NM_001311071			Mbd2			NA
kidney_15_5_REP1.mLb.clN_peak_1688	chr19	3912461	3913422	+	808	NA	promoter-TSS (Ndufs8)	-promoter-TSS (Ndufs8)	-167	Ndufs8	Ndufs8	NM_001271443			Ndufs8			NA
kidney_15_5_REP1.mLb.clN_peak_1895	chr19	7482640	7483786	+	807	NA	promoter-TSS (Rtn3)	-promoter-TSS (Rtn3)	78	Rtn3	Rtn3	NM_001003933			Rtn3			NA
kidney_15_5_REP1.mLb.clN_peak_1497	chr18	80150616	80152234	+	805	NA	promoter-TSS (Adnp2)	-promoter-TSS (Adnp2)	57	Adnp2	Adnp2	NM_175028			Adnp2			NA
kidney_15_5_REP1.mLb.clN_peak_2383	chr19	33391504	33392403	+	805	NA	intron (Rnls, intron 1 of 6)	-intron (Rnls, intron 1 of 6)	342	Rnls	Rnls	NR_160911			Rnls			NA
kidney_15_5_REP1.mLb.clN_peak_1029	chr18	59174732	59176273	+	803	NA	exon (Chsy3, exon 1 of 3)	-exon (Chsy3, exon 1 of 3)	162	Chsy3	Chsy3	NM_001081328			Chsy3			NA
kidney_15_5_REP1.mLb.clN_peak_2584	chr19	44247866	44248827	+	800	NA	Intergenic	Intergenic	45058	Scd3	Scd3	NM_024450			Scd3			NA
kidney_15_5_REP1.mLb.clN_peak_2082	chr19	16780301	16781590	+	799	NA	promoter-TSS (Vps13a)	-promoter-TSS (Vps13a)	-12	Vps13a	Vps13a	NM_173028			Vps13a			NA
kidney_15_5_REP1.mLb.clN_peak_552	chr18	34954004	34955152	+	799	NA	promoter-TSS (Hspa9)	-promoter-TSS (Hspa9)	-227	Hspa9	Hspa9	NM_010481			Hspa9			NA
kidney_15_5_REP1.mLb.clN_peak_2309	chr19	29521694	29523211	+	798	NA	promoter-TSS (A930007I19Rik)	-promoter-TSS (A930007I19Rik)	170	Ric1	Ric1	NM_001081319			Ric1			NA
kidney_15_5_REP1.mLb.clN_peak_215	chr18	13972338	13972962	+	793	NA	promoter-TSS (Zfp521)	-promoter-TSS (Zfp521)	83	Zfp521	Zfp521	NM_001360804			Zfp521			NA
kidney_15_5_REP1.mLb.clN_peak_71	chr18	5819526	5820567	+	786	NA	Intergenic	Intergenic	-227609	Gm10125	Gm10125	NR_033552			Gm10125			NA
kidney_15_5_REP1.mLb.clN_peak_810	chr18	46741231	46742551	+	785	NA	promoter-TSS (Ap3s1)	-promoter-TSS (Ap3s1)	15	Ap3s1	Ap3s1	NM_001303015			Ap3s1			NA
kidney_15_5_REP1.mLb.clN_peak_548	chr18	34859786	34861385	+	785	NA	promoter-TSS (Egr1)	-promoter-TSS (Egr1)	-622	Egr1	Egr1	NM_007913			Egr1			NA
kidney_15_5_REP1.mLb.clN_peak_366	chr18	23954274	23955280	+	783	NA	promoter-TSS (Zfp397)	-promoter-TSS (Zfp397)	89	Zfp397	Zfp397	NM_027007			Zfp397			NA
kidney_15_5_REP1.mLb.clN_peak_2101	chr19	17836356	17837851	+	781	NA	exon (Pcsk5, exon 1 of 21)	-exon (Pcsk5, exon 1 of 21)	529	Pcsk5	Pcsk5	NM_001163144			Pcsk5			NA
kidney_15_5_REP1.mLb.clN_peak_1224	chr18	67799897	67800725	+	781	NA	promoter-TSS (4930549G23Rik)	-promoter-TSS (4930549G23Rik)	204	Cep192	Cep192	NM_027556			Cep192			NA
kidney_15_5_REP1.mLb.clN_peak_2633	chr19	45363381	45364348	+	779	NA	exon (Btrc, exon 1 of 15)	-exon (Btrc, exon 1 of 15)	130	Btrc	Btrc	NM_001360120			Btrc			NA
kidney_15_5_REP1.mLb.clN_peak_2822	chr19	53902709	53904186	+	773	NA	promoter-TSS (Pdcd4)	-promoter-TSS (Pdcd4)	11216	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
kidney_15_5_REP1.mLb.clN_peak_2542	chr19	42090104	42090846	+	770	NA	promoter-TSS (Pi4k2a)	-promoter-TSS (Pi4k2a)	40	Pi4k2a	Pi4k2a	NM_145501			Pi4k2a			NA
kidney_15_5_REP1.mLb.clN_peak_145	chr18	10725216	10726866	+	769	NA	exon (Mib1, exon 1 of 22)	-exon (Mib1, exon 1 of 22)	416	Mib1	Mib1	NM_001364997			Mib1			NA
kidney_15_5_REP1.mLb.clN_peak_2116	chr19	18670238	18671432	+	766	NA	promoter-TSS (Carnmt1)	-promoter-TSS (Carnmt1)	55	Carnmt1	Carnmt1	NM_026120			Carnmt1			NA
kidney_15_5_REP1.mLb.clN_peak_1986	chr19	10605064	10606069	+	766	NA	promoter-TSS (Ddb1)	-promoter-TSS (Ddb1)	-31	Ddb1	Ddb1	NM_015735			Ddb1			NA
kidney_15_5_REP1.mLb.clN_peak_179	chr18	12235931	12237124	+	756	NA	promoter-TSS (Npc1)	-promoter-TSS (Npc1)	-141	Npc1	Npc1	NM_008720			Npc1			NA
kidney_15_5_REP1.mLb.clN_peak_778	chr18	44828095	44829237	+	752	NA	promoter-TSS (Ythdc2)	-promoter-TSS (Ythdc2)	1	Ythdc2	Ythdc2	NM_001163013			Ythdc2			NA
kidney_15_5_REP1.mLb.clN_peak_162	chr18	11657070	11658317	+	751	NA	intron (Rbbp8, intron 1 of 17)	-intron (Rbbp8, intron 1 of 18)	24417	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
kidney_15_5_REP1.mLb.clN_peak_1733	chr19	4793455	4794546	+	749	NA	promoter-TSS (Rbm4)	-promoter-TSS (Rbm4)	-99	Rbm4	Rbm4	NM_009032			Rbm4			NA
kidney_15_5_REP1.mLb.clN_peak_664	chr18	38296503	38297463	+	745	NA	exon (Rnf14, exon 1 of 10)	-exon (Rnf14, exon 1 of 10)	348	Rnf14	Rnf14	NM_001361267			Rnf14			NA
kidney_15_5_REP1.mLb.clN_peak_1982	chr19	10524883	10526148	+	742	NA	promoter-TSS (Sdhaf2)	-promoter-TSS (Sdhaf2)	271	Cpsf7	Cpsf7	NM_172302			Cpsf7			NA
kidney_15_5_REP1.mLb.clN_peak_1884	chr19	7217286	7218037	+	740	NA	promoter-TSS (Cox8a)	-promoter-TSS (Cox8a)	-45	Cox8a	Cox8a	NM_007750			Cox8a			NA
kidney_15_5_REP1.mLb.clN_peak_790	chr18	46311434	46312302	+	739	NA	promoter-TSS (Ccdc112)	-promoter-TSS (Ccdc112)	60	Ccdc112	Ccdc112	NM_001160399			Ccdc112			NA
kidney_15_5_REP1.mLb.clN_peak_505	chr18	33463235	33464505	+	738	NA	promoter-TSS (Nrep)	-promoter-TSS (Nrep)	-236	Nrep	Nrep	NM_001109989			Nrep			NA
kidney_15_5_REP1.mLb.clN_peak_1922	chr19	8802054	8803021	+	737	NA	promoter-TSS (Zbtb3)	-promoter-TSS (Zbtb3)	24	Zbtb3	Zbtb3	NM_001098237			Zbtb3			NA
kidney_15_5_REP1.mLb.clN_peak_2974	chr19	60860995	60861855	+	735	NA	promoter-TSS (Sfxn4)	-promoter-TSS (Sfxn4)	3	Sfxn4	Sfxn4	NM_053198			Sfxn4			NA
kidney_15_5_REP1.mLb.clN_peak_2274	chr19	27429476	27430521	+	727	NA	promoter-TSS (Pum3)	-promoter-TSS (Pum3)	-39	C030016D13Rik	C030016D13Rik	NR_027987			C030016D13Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1914	chr19	8722713	8723514	+	726	NA	promoter-TSS (Snhg1)	-promoter-TSS (Snhg1)	-374	Snhg1	Snhg1	NR_002896			Snhg1			NA
kidney_15_5_REP1.mLb.clN_peak_2323	chr19	30029810	30031000	+	726	NA	promoter-TSS (Uhrf2)	-promoter-TSS (Uhrf2)	-108	Uhrf2	Uhrf2	NM_144873			Uhrf2			NA
kidney_15_5_REP1.mLb.clN_peak_1500	chr18	80206535	80207385	+	724	NA	promoter-TSS (Txnl4a)	-promoter-TSS (Txnl4a)	114	Txnl4a	Txnl4a	NM_178604			Txnl4a			NA
kidney_15_5_REP1.mLb.clN_peak_297	chr18	20745532	20746643	+	719	NA	exon (B4galt6, exon 1 of 9)	-exon (B4galt6, exon 1 of 9)	317	B4galt6	B4galt6	NM_019737			B4galt6			NA
kidney_15_5_REP1.mLb.clN_peak_623	chr18	36744173	36745116	+	718	NA	promoter-TSS (Ndufa2)	-promoter-TSS (Ndufa2)	-12	Ik	Ik	NM_011879			Ik			NA
kidney_15_5_REP1.mLb.clN_peak_1695	chr19	4012441	4013197	+	716	NA	promoter-TSS (Ndufv1)	-promoter-TSS (Ndufv1)	-64	Ndufv1	Ndufv1	NM_133666			Ndufv1			NA
kidney_15_5_REP1.mLb.clN_peak_473	chr18	31803577	31804660	+	713	NA	promoter-TSS (Wdr33)	-promoter-TSS (Wdr33)	61	Wdr33	Wdr33	NM_028866			Wdr33			NA
kidney_15_5_REP1.mLb.clN_peak_1890	chr19	7341059	7342136	+	711	NA	exon (Mark2, exon 1 of 17)	-exon (Mark2, exon 1 of 17)	263	Mark2	Mark2	NM_001080388			Mark2			NA
kidney_15_5_REP1.mLb.clN_peak_928	chr18	53744216	53745327	+	705	NA	promoter-TSS (Cep120)	-promoter-TSS (Cep120)	-163	Cep120	Cep120	NM_178686			Cep120			NA
kidney_15_5_REP1.mLb.clN_peak_2126	chr19	19110949	19111729	+	702	NA	promoter-TSS (Rorb)	-promoter-TSS (Rorb)	-110222	Rorb	Rorb	NM_001289921			Rorb			NA
kidney_15_5_REP1.mLb.clN_peak_2302	chr19	29251197	29252300	+	694	NA	promoter-TSS (Jak2)	-promoter-TSS (Jak2)	-55	Jak2	Jak2	NM_001048177			Jak2			NA
kidney_15_5_REP1.mLb.clN_peak_1115	chr18	62921914	62922894	+	694	NA	promoter-TSS (Apcdd1)	-promoter-TSS (Apcdd1)	77	Apcdd1	Apcdd1	NM_133237			Apcdd1			NA
kidney_15_5_REP1.mLb.clN_peak_725	chr18	41950731	41951765	+	693	NA	promoter-TSS (Prelid2)	-promoter-TSS (Prelid2)	-54	Prelid2	Prelid2	NM_029942			Prelid2			NA
kidney_15_5_REP1.mLb.clN_peak_1883	chr19	7205770	7206716	+	690	NA	promoter-TSS (Otub1)	-promoter-TSS (Otub1)	41	Otub1	Otub1	NM_134150			Otub1			NA
kidney_15_5_REP1.mLb.clN_peak_2678	chr19	46598742	46599649	+	686	NA	promoter-TSS (Wbp1l)	-promoter-TSS (Wbp1l)	89	Wbp1l	Wbp1l	NM_001177812			Wbp1l			NA
kidney_15_5_REP1.mLb.clN_peak_130	chr18	10029212	10030396	+	682	NA	promoter-TSS (Usp14)	-promoter-TSS (Usp14)	345	Usp14	Usp14	NM_001038589			Usp14			NA
kidney_15_5_REP1.mLb.clN_peak_564	chr18	35561783	35563179	+	679	NA	intron (Matr3, intron 1 of 14)	-intron (Matr3, intron 1 of 14)	323	Matr3	Matr3	NM_010771			Matr3			NA
kidney_15_5_REP1.mLb.clN_peak_1825	chr19	6276341	6277175	+	679	NA	promoter-TSS (Ehd1)	-promoter-TSS (Ehd1)	-138	Ehd1	Ehd1	NM_010119			Ehd1			NA
kidney_15_5_REP1.mLb.clN_peak_2658	chr19	46152014	46152744	+	674	NA	promoter-TSS (Gbf1)	-promoter-TSS (Gbf1)	-179	Gbf1	Gbf1	NM_178930			Gbf1			NA
kidney_15_5_REP1.mLb.clN_peak_190	chr18	12740923	12741882	+	672	NA	promoter-TSS (Cabyr)	-promoter-TSS (Cabyr)	47	Cabyr	Cabyr	NM_181731			Cabyr			NA
kidney_15_5_REP1.mLb.clN_peak_1946	chr19	9899121	9900110	+	670	NA	promoter-TSS (Incenp)	-promoter-TSS (Incenp)	-126	Incenp	Incenp	NM_001369356			Incenp			NA
kidney_15_5_REP1.mLb.clN_peak_886	chr18	52465463	52466217	+	667	NA	intron (Srfbp1, intron 1 of 7)	-intron (Srfbp1, intron 1 of 7)	147	Srfbp1	Srfbp1	NM_026040			Srfbp1			NA
kidney_15_5_REP1.mLb.clN_peak_2425	chr19	36409193	36410312	+	665	NA	promoter-TSS (Pcgf5)	-promoter-TSS (Pcgf5)	30685	Pcgf5	Pcgf5	NM_001368691			Pcgf5			NA
kidney_15_5_REP1.mLb.clN_peak_472	chr18	31788584	31789530	+	665	NA	promoter-TSS (Polr2d)	-promoter-TSS (Polr2d)	-68	Polr2d	Polr2d	NM_001357480			Polr2d			NA
kidney_15_5_REP1.mLb.clN_peak_141	chr18	10609289	10610696	+	664	NA	intron (Esco1, intron 1 of 10)	-intron (Esco1, intron 1 of 10)	360	Esco1	Esco1	NM_001081222			Esco1			NA
kidney_15_5_REP1.mLb.clN_peak_1016	chr18	58555536	58556378	+	656	NA	promoter-TSS (Slc27a6)	-promoter-TSS (Slc27a6)	-283	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_15_5_REP1.mLb.clN_peak_543	chr18	34751517	34752142	+	654	NA	promoter-TSS (Cdc25c)	-promoter-TSS (Cdc25c)	-296	Cdc25c	Cdc25c	NM_009860			Cdc25c			NA
kidney_15_5_REP1.mLb.clN_peak_528	chr18	34220576	34221709	+	650	NA	exon (Apc, exon 1 of 16)	-exon (Apc, exon 1 of 16)	158	Apc	Apc	NM_001360980			Apc			NA
kidney_15_5_REP1.mLb.clN_peak_2026	chr19	12500974	12502271	+	637	NA	exon (Dtx4, exon 1 of 9)	-exon (Dtx4, exon 1 of 9)	374	Dtx4	Dtx4	NM_172442			Dtx4			NA
kidney_15_5_REP1.mLb.clN_peak_4	chr18	3382718	3383857	+	636	NA	promoter-TSS (Cul2)	-promoter-TSS (Cul2)	62	Cul2	Cul2	NM_001360829			Cul2			NA
kidney_15_5_REP1.mLb.clN_peak_176	chr18	12128309	12129152	+	634	NA	promoter-TSS (Riok3)	-promoter-TSS (Riok3)	-120	Riok3	Riok3	NM_024182			Riok3			NA
kidney_15_5_REP1.mLb.clN_peak_375	chr18	24205225	24206597	+	634	NA	promoter-TSS (Galnt1)	-promoter-TSS (Galnt1)	567	Galnt1	Galnt1	NM_001160404			Galnt1			NA
kidney_15_5_REP1.mLb.clN_peak_1928	chr19	8871017	8872053	+	632	NA	promoter-TSS (Ubxn1)	-promoter-TSS (Ubxn1)	-13	Ubxn1	Ubxn1	NM_001362044			Ubxn1			NA
kidney_15_5_REP1.mLb.clN_peak_225	chr18	14682097	14683432	+	631	NA	exon (Ss18, exon 1 of 10)	-exon (Ss18, exon 1 of 10)	150	Ss18	Ss18	NM_001161371			Ss18			NA
kidney_15_5_REP1.mLb.clN_peak_2441	chr19	36925632	36926556	+	631	NA	promoter-TSS (Btaf1)	-promoter-TSS (Btaf1)	15	Btaf1	Btaf1	NM_001080706			Btaf1			NA
kidney_15_5_REP1.mLb.clN_peak_469	chr18	31609324	31610331	+	629	NA	exon (Slc25a46, exon 1 of 8)	-exon (Slc25a46, exon 1 of 8)	103	Slc25a46	Slc25a46	NM_001357461			Slc25a46			NA
kidney_15_5_REP1.mLb.clN_peak_2375	chr19	32755864	32758087	+	629	NA	promoter-TSS (Pten)	-promoter-TSS (Pten)	-602	Pten	Pten	NM_008960			Pten			NA
kidney_15_5_REP1.mLb.clN_peak_2649	chr19	45997911	45998711	+	625	NA	exon (4930505N22Rik, exon 1 of 2)	-exon (4930505N22Rik, exon 1 of 2)	174	4930505N22Rik	4930505N22Rik	NR_152221			4930505N22Rik			NA
kidney_15_5_REP1.mLb.clN_peak_1701	chr19	4125470	4126445	+	624	NA	promoter-TSS (Tmem134)	-promoter-TSS (Tmem134)	-3	Tmem134	Tmem134	NM_025889			Tmem134			NA
kidney_15_5_REP1.mLb.clN_peak_341	chr18	22343383	22345068	+	624	NA	promoter-TSS (Asxl3)	-promoter-TSS (Asxl3)	-864	Asxl3	Asxl3	NM_001167777			Asxl3			NA
kidney_15_5_REP1.mLb.clN_peak_2448	chr19	37375774	37376625	+	621	NA	promoter-TSS (Kif11)	-promoter-TSS (Kif11)	-183	Kif11	Kif11	NM_010615			Kif11			NA
kidney_15_5_REP1.mLb.clN_peak_1856	chr19	6921477	6922518	+	620	NA	promoter-TSS (Esrra)	-promoter-TSS (Esrra)	-189	Esrra	Esrra	NM_007953			Esrra			NA
kidney_15_5_REP1.mLb.clN_peak_782	chr18	45558214	45560049	+	620	NA	intron (Kcnn2, intron 3 of 10)	-intron (Kcnn2, intron 3 of 10)	-1023	Kcnn2	Kcnn2	NM_080465			Kcnn2			NA
kidney_15_5_REP1.mLb.clN_peak_2676	chr19	46572602	46573740	+	619	NA	promoter-TSS (Arl3)	-promoter-TSS (Arl3)	11	Arl3	Arl3	NM_001355233			Arl3			NA
kidney_15_5_REP1.mLb.clN_peak_973	chr18	56561980	56562998	+	619	NA	promoter-TSS (Phax)	-promoter-TSS (Phax)	-191	Aldh7a1	Aldh7a1	NM_138600			Aldh7a1			NA
kidney_15_5_REP1.mLb.clN_peak_1094	chr18	61707093	61708110	+	619	NA	promoter-TSS (Pcyox1l)	-promoter-TSS (Pcyox1l)	34	Pcyox1l	Pcyox1l	NM_172832			Pcyox1l			NA
kidney_15_5_REP1.mLb.clN_peak_1917	chr19	8756295	8757636	+	618	NA	promoter-TSS (Nxf1)	-promoter-TSS (Nxf1)	4	1700023D09Rik	1700023D09Rik	NR_132423			1700023D09Rik			NA
kidney_15_5_REP1.mLb.clN_peak_970	chr18	56431316	56432554	+	618	NA	promoter-TSS (Gramd3)	-promoter-TSS (Gramd3)	-197	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_15_5_REP1.mLb.clN_peak_196	chr18	12941306	12942307	+	613	NA	promoter-TSS (Osbpl1a)	-promoter-TSS (Osbpl1a)	-30117	Impact	Impact	NM_001357396			Impact			NA
kidney_15_5_REP1.mLb.clN_peak_2084	chr19	16955563	16956499	+	611	NA	promoter-TSS (Prune2)	-promoter-TSS (Prune2)	-87	Prune2	Prune2	NM_181348			Prune2			NA
kidney_15_5_REP1.mLb.clN_peak_653	chr18	38144346	38145538	+	611	NA	Intergenic	Intergenic	64820	Pcdh1	Pcdh1	NM_029357			Pcdh1			NA
kidney_15_5_REP1.mLb.clN_peak_2543	chr19	42128617	42129557	+	608	NA	promoter-TSS (Avpi1)	-promoter-TSS (Avpi1)	-94	Avpi1	Avpi1	NM_027106			Avpi1			NA
kidney_15_5_REP1.mLb.clN_peak_1276	chr18	70052752	70053648	+	605	NA	exon (Rab27b, exon 1 of 7)	-exon (Rab27b, exon 1 of 7)	388	Rab27b	Rab27b	NM_001082553			Rab27b			NA
kidney_15_5_REP1.mLb.clN_peak_2414	chr19	34921613	34922744	+	602	NA	promoter-TSS (Kif20b)	-promoter-TSS (Kif20b)	-180	Kif20b	Kif20b	NM_001362434			Kif20b			NA
kidney_15_5_REP1.mLb.clN_peak_2655	chr19	46075536	46076247	+	598	NA	promoter-TSS (Nolc1)	-promoter-TSS (Nolc1)	44	Nolc1	Nolc1	NM_001039351			Nolc1			NA
kidney_15_5_REP1.mLb.clN_peak_2587	chr19	44293449	44295031	+	598	NA	exon (Scd2, exon 1 of 6)	-exon (Scd2, exon 1 of 6)	564	Scd2	Scd2	NM_009128			Scd2			NA
kidney_15_5_REP1.mLb.clN_peak_1372	chr18	75005424	75006128	+	598	NA	promoter-TSS (BC031181)	-promoter-TSS (BC031181)	-63	BC031181	BC031181	NM_001001181			BC031181			NA
kidney_15_5_REP1.mLb.clN_peak_908	chr18	53175904	53177040	+	595	NA	exon (Snx2, exon 1 of 16)	-exon (Snx2, exon 1 of 16)	180	Snx2	Snx2	NM_026386			Snx2			NA
kidney_15_5_REP1.mLb.clN_peak_1594	chr18	84087458	84088528	+	591	NA	promoter-TSS (Tshz1)	-promoter-TSS (Tshz1)	-165	Zadh2	Zadh2	NM_146090			Zadh2			NA
kidney_15_5_REP1.mLb.clN_peak_1436	chr18	77046970	77047655	+	588	NA	promoter-TSS (Katnal2)	-promoter-TSS (Katnal2)	-16	Katnal2	Katnal2	NM_001368657			Katnal2			NA
kidney_15_5_REP1.mLb.clN_peak_1698	chr19	4096734	4097713	+	588	NA	promoter-TSS (Cdk2ap2)	-promoter-TSS (Cdk2ap2)	-128	Cdk2ap2	Cdk2ap2	NM_026373			Cdk2ap2			NA
kidney_15_5_REP1.mLb.clN_peak_178	chr18	12168105	12169434	+	586	NA	promoter-TSS (Rmc1)	-promoter-TSS (Rmc1)	39	Rmc1	Rmc1	NM_029623			Rmc1			NA
kidney_15_5_REP1.mLb.clN_peak_1686	chr19	3850830	3852347	+	586	NA	promoter-TSS (Chka)	-promoter-TSS (Chka)	-185	Chka	Chka	NR_073190			Chka			NA
kidney_15_5_REP1.mLb.clN_peak_544	chr18	34758731	34759929	+	586	NA	promoter-TSS (Fam53c)	-promoter-TSS (Fam53c)	-189	Mir12191	Mir12191	NR_162793			Mir12191			NA
kidney_15_5_REP1.mLb.clN_peak_2622	chr19	44930596	44931742	+	586	NA	promoter-TSS (Slf2)	-promoter-TSS (Slf2)	50	Slf2	Slf2	NM_001081225			Slf2			NA
kidney_15_5_REP1.mLb.clN_peak_1147	chr18	64887124	64888549	+	584	NA	promoter-TSS (Nedd4l)	-promoter-TSS (Nedd4l)	-135691	Nedd4l	Nedd4l	NM_031881			Nedd4l			NA
kidney_15_5_REP1.mLb.clN_peak_1734	chr19	4810909	4812121	+	582	NA	promoter-TSS (Gm21992)	-promoter-TSS (Gm21992)	84	Gm21992	Gm21992	NM_001290128			Gm21992			NA
kidney_15_5_REP1.mLb.clN_peak_2008	chr19	11121028	11121601	+	580	NA	intron (Ms4a20, intron 1 of 6)	-intron (Ms4a20, intron 1 of 6)	9564	Ms4a20	Ms4a20	NM_027058			Ms4a20			NA
kidney_15_5_REP1.mLb.clN_peak_1757	chr19	5295040	5295927	+	580	NA	promoter-TSS (Sf3b2)	-promoter-TSS (Sf3b2)	-28	Sf3b2	Sf3b2	NM_030109			Sf3b2			NA
kidney_15_5_REP1.mLb.clN_peak_625	chr18	36782651	36783770	+	580	NA	promoter-TSS (Hars2)	-promoter-TSS (Hars2)	1	Hars2	Hars2	NM_001305627			Hars2			NA
kidney_15_5_REP1.mLb.clN_peak_1739	chr19	4927827	4928785	+	580	NA	promoter-TSS (Dpp3)	-promoter-TSS (Dpp3)	-19	Dpp3	Dpp3	NM_001360711			Dpp3			NA
kidney_15_5_REP1.mLb.clN_peak_929	chr18	53861511	53863087	+	579	NA	exon (Csnk1g3, exon 1 of 13)	-exon (Csnk1g3, exon 1 of 13)	186	Csnk1g3	Csnk1g3	NM_152809			Csnk1g3			NA
kidney_15_5_REP1.mLb.clN_peak_2213	chr19	24476785	24477877	+	577	NA	exon (Fam122a, exon 1 of 1)	-exon (Fam122a, exon 1 of 1)	143	Fam122a	Fam122a	NM_026520			Fam122a			NA
kidney_15_5_REP1.mLb.clN_peak_2947	chr19	59345168	59346307	+	576	NA	promoter-TSS (Pdzd8)	-promoter-TSS (Pdzd8)	43	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
kidney_15_5_REP1.mLb.clN_peak_1385	chr18	75385954	75386637	+	576	NA	intron (Smad7, intron 3 of 3)	-intron (Smad7, intron 3 of 3)	18930	Smad7	Smad7	NM_001042660			Smad7			NA
kidney_15_5_REP1.mLb.clN_peak_2981	chr19	61140519	61141280	+	575	NA	promoter-TSS (Zfp950)	-promoter-TSS (Zfp950)	-59	Zfp950	Zfp950	NM_001001737			Zfp950			NA
kidney_15_5_REP1.mLb.clN_peak_1792	chr19	5803100	5804099	+	571	NA	promoter-TSS (Malat1)	-promoter-TSS (Malat1)	-927	Malat1	Malat1	NR_002847			Malat1			NA
kidney_15_5_REP1.mLb.clN_peak_1956	chr19	10182538	10183808	+	571	NA	exon (Fads1, exon 1 of 12)	-exon (Fads1, exon 1 of 12)	285	Fads1	Fads1	NM_146094			Fads1			NA
kidney_15_5_REP1.mLb.clN_peak_2313	chr19	29804978	29806839	+	569	NA	exon (9930021J03Rik, exon 1 of 8)	-exon (9930021J03Rik, exon 1 of 8)	101	9930021J03Rik	9930021J03Rik	NM_172836			9930021J03Rik			NA
kidney_15_5_REP1.mLb.clN_peak_2531	chr19	41911586	41912598	+	568	NA	exon (Pgam1, exon 1 of 4)	-exon (Pgam1, exon 1 of 4)	221	Pgam1	Pgam1	NM_023418			Pgam1			NA
kidney_15_5_REP1.mLb.clN_peak_1752	chr19	5087961	5088800	+	567	NA	promoter-TSS (Yif1a)	-promoter-TSS (Yif1a)	-158	Yif1a	Yif1a	NM_026553			Yif1a			NA
kidney_15_5_REP1.mLb.clN_peak_2438	chr19	36833625	36834895	+	567	NA	promoter-TSS (Tnks2)	-promoter-TSS (Tnks2)	28	Tnks2	Tnks2	NM_001163635			Tnks2			NA
kidney_15_5_REP1.mLb.clN_peak_2023	chr19	12010238	12012501	+	565	NA	Intergenic	Intergenic	25371	Olfr1423	Olfr1423	NM_146680			Olfr1423			NA
kidney_15_5_REP1.mLb.clN_peak_2664	chr19	46395079	46395918	+	564	NA	intron (Actr1a, intron 1 of 10)	-intron (Actr1a, intron 1 of 9)	243	Actr1a	Actr1a	NM_016860			Actr1a			NA
kidney_15_5_REP1.mLb.clN_peak_1892	chr19	7382366	7383682	+	559	NA	promoter-TSS (Spindoc)	-promoter-TSS (Spindoc)	2	Spindoc	Spindoc	NM_001033139			Spindoc			NA
kidney_15_5_REP1.mLb.clN_peak_1732	chr19	4755699	4757035	+	558	NA	promoter-TSS (Rbm4b)	-promoter-TSS (Rbm4b)	-158	Rbm4b	Rbm4b	NM_025717			Rbm4b			NA
kidney_15_5_REP1.mLb.clN_peak_1130	chr18	63708213	63709287	+	553	NA	promoter-TSS (Wdr7)	-promoter-TSS (Wdr7)	55	Wdr7	Wdr7	NM_001014981			Wdr7			NA
kidney_15_5_REP1.mLb.clN_peak_2445	chr19	37206814	37207960	+	552	NA	promoter-TSS (Marchf5)	-promoter-TSS (Marchf5)	84	Cpeb3	Cpeb3	NM_001290826			Cpeb3			NA
kidney_15_5_REP1.mLb.clN_peak_2373	chr19	32711902	32712890	+	552	NA	promoter-TSS (Atad1)	-promoter-TSS (Atad1)	-98	Atad1	Atad1	NM_026487			Atad1			NA
kidney_15_5_REP1.mLb.clN_peak_2965	chr19	60226172	60226808	+	550	NA	exon (Fam204a, exon 1 of 7)	-exon (Fam204a, exon 1 of 7)	211	Fam204a	Fam204a	NR_152391			Fam204a			NA
kidney_15_5_REP1.mLb.clN_peak_619	chr18	36678792	36679797	+	548	NA	promoter-TSS (Slc35a4)	-promoter-TSS (Slc35a4)	72	Apbb3	Apbb3	NM_001357512			Apbb3			NA
kidney_15_5_REP1.mLb.clN_peak_636	chr18	37806021	37807272	+	542	NA	exon (Pcdhgc3, exon 1 of 4)	-exon (Pcdhgc3, exon 1 of 4)	236	Pcdhgc3	Pcdhgc3	NM_033581			Pcdhgc3			NA
kidney_15_5_REP1.mLb.clN_peak_775	chr18	44661260	44662841	+	539	NA	exon (Mcc, exon 1 of 17)	-exon (Mcc, exon 1 of 17)	216	Mcc	Mcc	NM_001085373			Mcc			NA
