PeakID (cmd=annotatePeaks.pl liver_14_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
liver_14_5_REP2.mLb.clN_peak_338	chr18	34751004	34752212	+	4844	NA	promoter-TSS (Cdc25c)	-promoter-TSS (Cdc25c)	-75	Cdc25c	Cdc25c	NM_009860			Cdc25c			NA
liver_14_5_REP2.mLb.clN_peak_1366	chr19	8722724	8723727	+	4834	NA	promoter-TSS (Snhg1)	-promoter-TSS (Snhg1)	-262	Snhg1	Snhg1	NR_002896			Snhg1			NA
liver_14_5_REP2.mLb.clN_peak_1885	chr19	41801592	41802512	+	4832	NA	promoter-TSS (Arhgap19)	-promoter-TSS (Arhgap19)	32	Arhgap19	Arhgap19	NM_027667			Arhgap19			NA
liver_14_5_REP2.mLb.clN_peak_823	chr18	68299672	68300889	+	4811	NA	promoter-TSS (Rnmt)	-promoter-TSS (Rnmt)	53	Fam210a	Fam210a	NM_153794			Fam210a			NA
liver_14_5_REP2.mLb.clN_peak_2284	chr19	60580209	60581730	+	4702	NA	promoter-TSS (Cacul1)	-promoter-TSS (Cacul1)	54	Cacul1	Cacul1	NM_001172096			Cacul1			NA
liver_14_5_REP2.mLb.clN_peak_1171	chr19	4396539	4398203	+	4700	NA	promoter-TSS (Kdm2a)	-promoter-TSS (Kdm2a)	-294	Kdm2a	Kdm2a	NM_001001984			Kdm2a			NA
liver_14_5_REP2.mLb.clN_peak_2013	chr19	46152091	46152816	+	4676	NA	promoter-TSS (Gbf1)	-promoter-TSS (Gbf1)	-105	Gbf1	Gbf1	NM_178930			Gbf1			NA
liver_14_5_REP2.mLb.clN_peak_1195	chr19	4878099	4879172	+	4674	NA	promoter-TSS (Zdhhc24)	-promoter-TSS (Zdhhc24)	-33	Zdhhc24	Zdhhc24	NM_027476			Zdhhc24			NA
liver_14_5_REP2.mLb.clN_peak_63	chr18	6489792	6491308	+	4641	NA	promoter-TSS (Mir1893)	-promoter-TSS (Mir1893)	96	Mir1893	Mir1893	NR_035446			Mir1893			NA
liver_14_5_REP2.mLb.clN_peak_1150	chr19	4125425	4126397	+	4635	NA	promoter-TSS (Tmem134)	-promoter-TSS (Tmem134)	-49	Tmem134	Tmem134	NM_025889			Tmem134			NA
liver_14_5_REP2.mLb.clN_peak_2039	chr19	46598742	46599637	+	4622	NA	promoter-TSS (Wbp1l)	-promoter-TSS (Wbp1l)	83	Wbp1l	Wbp1l	NM_001177812			Wbp1l			NA
liver_14_5_REP2.mLb.clN_peak_241	chr18	23803480	23804599	+	4584	NA	promoter-TSS (Mapre2)	-promoter-TSS (Mapre2)	69	Mapre2	Mapre2	NM_153058			Mapre2			NA
liver_14_5_REP2.mLb.clN_peak_894	chr18	75005393	75006246	+	4578	NA	promoter-TSS (BC031181)	-promoter-TSS (BC031181)	-20	BC031181	BC031181	NM_001001181			BC031181			NA
liver_14_5_REP2.mLb.clN_peak_2023	chr19	46395035	46395896	+	4571	NA	intron (Actr1a, intron 1 of 10)	-intron (Actr1a, intron 1 of 9)	276	Actr1a	Actr1a	NM_016860			Actr1a			NA
liver_14_5_REP2.mLb.clN_peak_1679	chr19	29804936	29806751	+	4563	NA	exon (9930021J03Rik, exon 1 of 8)	-exon (9930021J03Rik, exon 1 of 8)	166	9930021J03Rik	9930021J03Rik	NM_172836			9930021J03Rik			NA
liver_14_5_REP2.mLb.clN_peak_892	chr18	74778287	74779586	+	4532	NA	promoter-TSS (Acaa2)	-promoter-TSS (Acaa2)	-276	Acaa2	Acaa2	NM_177470			Acaa2			NA
liver_14_5_REP2.mLb.clN_peak_1545	chr19	18631277	18632199	+	4523	NA	promoter-TSS (Ostf1)	-promoter-TSS (Ostf1)	75	Ostf1	Ostf1	NM_017375			Ostf1			NA
liver_14_5_REP2.mLb.clN_peak_539	chr18	49978881	49979904	+	4512	NA	promoter-TSS (Tnfaip8)	-promoter-TSS (Tnfaip8)	-73890	Tnfaip8	Tnfaip8	NM_001360935			Tnfaip8			NA
liver_14_5_REP2.mLb.clN_peak_1402	chr19	9898952	9900021	+	4504	NA	promoter-TSS (Incenp)	-promoter-TSS (Incenp)	3	Incenp	Incenp	NM_001369356			Incenp			NA
liver_14_5_REP2.mLb.clN_peak_1690	chr19	31082413	31083281	+	4480	NA	promoter-TSS (Cstf2t)	-promoter-TSS (Cstf2t)	6	Cstf2t	Cstf2t	NM_031249			Cstf2t			NA
liver_14_5_REP2.mLb.clN_peak_2230	chr19	57360200	57361784	+	4466	NA	promoter-TSS (Fam160b1)	-promoter-TSS (Fam160b1)	-17	Fam160b1	Fam160b1	NM_145505			Fam160b1			NA
liver_14_5_REP2.mLb.clN_peak_302	chr18	32162628	32163651	+	4444	NA	promoter-TSS (Map3k2)	-promoter-TSS (Map3k2)	50	Map3k2	Map3k2	NM_011946			Map3k2			NA
liver_14_5_REP2.mLb.clN_peak_351	chr18	34953975	34955143	+	4441	NA	promoter-TSS (Hspa9)	-promoter-TSS (Hspa9)	-208	Hspa9	Hspa9	NM_010481			Hspa9			NA
liver_14_5_REP2.mLb.clN_peak_2278	chr19	60226216	60226982	+	4435	NA	exon (Fam204a, exon 1 of 7)	-exon (Fam204a, exon 1 of 7)	102	Fam204a	Fam204a	NR_152391			Fam204a			NA
liver_14_5_REP2.mLb.clN_peak_985	chr18	80255126	80256947	+	4432	NA	promoter-TSS (Slc66a2)	-promoter-TSS (Slc66a2)	-270	Slc66a2	Slc66a2	NM_025861			Slc66a2			NA
liver_14_5_REP2.mLb.clN_peak_298	chr18	32067222	32068492	+	4424	NA	exon (Iws1, exon 1 of 14)	-exon (Iws1, exon 1 of 14)	123	Iws1	Iws1	NM_173441			Iws1			NA
liver_14_5_REP2.mLb.clN_peak_2049	chr19	46849064	46849975	+	4414	NA	intron (Cnnm2, intron 1 of 7)	-intron (Cnnm2, intron 1 of 6)	87910	Cnnm2	Cnnm2	NM_033569			Cnnm2			NA
liver_14_5_REP2.mLb.clN_peak_890	chr18	74729038	74730149	+	4406	NA	intron (Myo5b, intron 29 of 38)	-intron (Myo5b, intron 29 of 38)	48862	Scarna17	Scarna17	NR_028560			Scarna17			NA
liver_14_5_REP2.mLb.clN_peak_2200	chr19	55941295	55942030	+	4397	NA	Intergenic	Intergenic	199852	Tcf7l2	Tcf7l2	NM_001142921			Tcf7l2			NA
liver_14_5_REP2.mLb.clN_peak_1966	chr19	44930702	44931677	+	4372	NA	promoter-TSS (Slf2)	-promoter-TSS (Slf2)	70	Slf2	Slf2	NM_001081225			Slf2			NA
liver_14_5_REP2.mLb.clN_peak_176	chr18	14782605	14783807	+	4367	NA	promoter-TSS (Taf4b)	-promoter-TSS (Taf4b)	-39	Taf4b	Taf4b	NM_001369357			Taf4b			NA
liver_14_5_REP2.mLb.clN_peak_2265	chr19	59360408	59361162	+	4364	NA	Intergenic	Intergenic	-15005	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_14_5_REP2.mLb.clN_peak_1209	chr19	5087943	5088884	+	4344	NA	promoter-TSS (Yif1a)	-promoter-TSS (Yif1a)	-125	Yif1a	Yif1a	NM_026553			Yif1a			NA
liver_14_5_REP2.mLb.clN_peak_1896	chr19	41932806	41933853	+	4330	NA	promoter-TSS (Exosc1)	-promoter-TSS (Exosc1)	-15	Exosc1	Exosc1	NM_001320231			Exosc1			NA
liver_14_5_REP2.mLb.clN_peak_883	chr18	74267791	74268728	+	4308	NA	promoter-TSS (Mbd1)	-promoter-TSS (Mbd1)	84	Mbd1	Mbd1	NM_001357423			Mbd1			NA
liver_14_5_REP2.mLb.clN_peak_2263	chr19	59344855	59346336	+	4307	NA	exon (Pdzd8, exon 1 of 5)	-exon (Pdzd8, exon 1 of 5)	185	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
liver_14_5_REP2.mLb.clN_peak_1194	chr19	4858776	4859672	+	4283	NA	intron (Ctsf, intron 9 of 13)	-intron (Ctsf, intron 9 of 13)	4059	Ctsf	Ctsf	NM_019861			Ctsf			NA
liver_14_5_REP2.mLb.clN_peak_600	chr18	56870612	56871741	+	4274	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	54339	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP2.mLb.clN_peak_360	chr18	35561678	35563009	+	4256	NA	intron (Matr3, intron 1 of 14)	-intron (Matr3, intron 1 of 14)	185	Matr3	Matr3	NM_010771			Matr3			NA
liver_14_5_REP2.mLb.clN_peak_2151	chr19	53902067	53904156	+	4201	NA	promoter-TSS (Pdcd4)	-promoter-TSS (Pdcd4)	10880	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
liver_14_5_REP2.mLb.clN_peak_1158	chr19	4191655	4192602	+	4198	NA	promoter-TSS (Ppp1ca)	-promoter-TSS (Ppp1ca)	-46	Ppp1ca	Ppp1ca	NM_031868			Ppp1ca			NA
liver_14_5_REP2.mLb.clN_peak_2292	chr19	60811252	60812304	+	4197	NA	intron (Fam45a, intron 1 of 8)	-intron (Fam45a, intron 1 of 8)	223	Fam45a	Fam45a	NM_026437			Fam45a			NA
liver_14_5_REP2.mLb.clN_peak_6	chr18	3507351	3508315	+	4174	NA	promoter-TSS (Bambi)	-promoter-TSS (Bambi)	-124	Bambi	Bambi	NM_026505			Bambi			NA
liver_14_5_REP2.mLb.clN_peak_2178	chr19	55283726	55284666	+	4171	NA	intron (Acsl5, intron 11 of 21)	-intron (Acsl5, intron 11 of 21)	30827	Acsl5	Acsl5	NM_027976			Acsl5			NA
liver_14_5_REP2.mLb.clN_peak_1947	chr19	44247483	44248719	+	4154	NA	Intergenic	Intergenic	44813	Scd3	Scd3	NM_024450			Scd3			NA
liver_14_5_REP2.mLb.clN_peak_1754	chr19	34656103	34657204	+	4146	NA	Intergenic	Intergenic	15764	Ifit1	Ifit1	NM_008331			Ifit1			NA
liver_14_5_REP2.mLb.clN_peak_138	chr18	12128309	12129180	+	4143	NA	promoter-TSS (Riok3)	-promoter-TSS (Riok3)	-106	Riok3	Riok3	NM_024182			Riok3			NA
liver_14_5_REP2.mLb.clN_peak_522	chr18	46741324	46742525	+	4131	NA	promoter-TSS (Ap3s1)	-promoter-TSS (Ap3s1)	48	Ap3s1	Ap3s1	NM_001303015			Ap3s1			NA
liver_14_5_REP2.mLb.clN_peak_963	chr18	78335510	78336622	+	4114	NA	intron (Slc14a2, intron 2 of 21)	-intron (Slc14a2, intron 2 of 11)	-212640	Slc14a1	Slc14a1	NM_001171011			Slc14a1			NA
liver_14_5_REP2.mLb.clN_peak_1478	chr19	11911809	11913024	+	4100	NA	promoter-TSS (Patl1)	-promoter-TSS (Patl1)	17	Patl1	Patl1	NM_172635			Patl1			NA
liver_14_5_REP2.mLb.clN_peak_534	chr18	49777799	49779630	+	4096	NA	Intergenic	Intergenic	-23113	Dtwd2	Dtwd2	NM_026854			Dtwd2			NA
liver_14_5_REP2.mLb.clN_peak_403	chr18	36744131	36745141	+	4069	NA	promoter-TSS (Ndufa2)	-promoter-TSS (Ndufa2)	-20	Ik	Ik	NM_011879			Ik			NA
liver_14_5_REP2.mLb.clN_peak_400	chr18	36678787	36679859	+	4066	NA	promoter-TSS (Apbb3)	-promoter-TSS (Apbb3)	43	Apbb3	Apbb3	NM_001357512			Apbb3			NA
liver_14_5_REP2.mLb.clN_peak_2290	chr19	60789988	60791473	+	4063	NA	promoter-TSS (Eif3a)	-promoter-TSS (Eif3a)	-37	Eif3a	Eif3a	NM_010123			Eif3a			NA
liver_14_5_REP2.mLb.clN_peak_1336	chr19	7217204	7218092	+	4020	NA	promoter-TSS (Cox8a)	-promoter-TSS (Cox8a)	-32	Cox8a	Cox8a	NM_007750			Cox8a			NA
liver_14_5_REP2.mLb.clN_peak_297	chr18	31910418	31911423	+	4019	NA	exon (Sft2d3, exon 1 of 1)	-exon (Sft2d3, exon 1 of 1)	983	Sft2d3	Sft2d3	NM_026006			Sft2d3			NA
liver_14_5_REP2.mLb.clN_peak_143	chr18	12235972	12237187	+	4012	NA	promoter-TSS (Npc1)	-promoter-TSS (Npc1)	-193	Npc1	Npc1	NM_008720			Npc1			NA
liver_14_5_REP2.mLb.clN_peak_362	chr18	35619094	35620181	+	4009	NA	exon (Slc23a1, exon 14 of 15)	-exon (Slc23a1, exon 14 of 15)	7590	Slc23a1	Slc23a1	NM_011397			Slc23a1			NA
liver_14_5_REP2.mLb.clN_peak_251	chr18	24020065	24021223	+	4005	NA	promoter-TSS (Zfp24)	-promoter-TSS (Zfp24)	169	Zfp24	Zfp24	NM_001357447			Zfp24			NA
liver_14_5_REP2.mLb.clN_peak_1070	chr18	84588660	84590362	+	3989	NA	promoter-TSS (Zfp407)	-promoter-TSS (Zfp407)	-7	Zfp407	Zfp407	NM_001033341			Zfp407			NA
liver_14_5_REP2.mLb.clN_peak_851	chr18	70562913	70563784	+	3968	NA	Intergenic	Intergenic	-4944	Mbd2	Mbd2	NM_001311071			Mbd2			NA
liver_14_5_REP2.mLb.clN_peak_1682	chr19	30029961	30031266	+	3956	NA	promoter-TSS (Uhrf2)	-promoter-TSS (Uhrf2)	100	Uhrf2	Uhrf2	NM_144873			Uhrf2			NA
liver_14_5_REP2.mLb.clN_peak_1277	chr19	6014770	6015953	+	3947	NA	promoter-TSS (Capn1)	-promoter-TSS (Capn1)	-114	Capn1	Capn1	NM_001110504			Capn1			NA
liver_14_5_REP2.mLb.clN_peak_334	chr18	34624058	34625539	+	3919	NA	promoter-TSS (Kif20a)	-promoter-TSS (Kif20a)	65	Brd8	Brd8	NM_001361136			Brd8			NA
liver_14_5_REP2.mLb.clN_peak_140	chr18	12168036	12169292	+	3849	NA	promoter-TSS (Rmc1)	-promoter-TSS (Rmc1)	-66	Rmc1	Rmc1	NM_029623			Rmc1			NA
liver_14_5_REP2.mLb.clN_peak_1095	chr18	88893557	88894632	+	3844	NA	intron (Socs6, intron 1 of 2)	-intron (Socs6, intron 1 of 2)	113	Socs6	Socs6	NM_018821			Socs6			NA
liver_14_5_REP2.mLb.clN_peak_1106	chr18	90509567	90510757	+	3844	NA	promoter-TSS (Tmx3)	-promoter-TSS (Tmx3)	8	Tmx3	Tmx3	NM_198295			Tmx3			NA
liver_14_5_REP2.mLb.clN_peak_1492	chr19	12572894	12574023	+	3843	NA	promoter-TSS (Fam111a)	-promoter-TSS (Fam111a)	-67	Fam111a	Fam111a	NM_001346545			Fam111a			NA
liver_14_5_REP2.mLb.clN_peak_1797	chr19	37206720	37208254	+	3824	NA	promoter-TSS (Marchf5)	-promoter-TSS (Marchf5)	-16	Cpeb3	Cpeb3	NM_001290826			Cpeb3			NA
liver_14_5_REP2.mLb.clN_peak_1107	chr18	90579254	90580173	+	3780	NA	promoter-TSS (Gm45871)	-promoter-TSS (Gm45871)	-112	Gm45871	Gm45871	NM_001362365			Gm45871			NA
liver_14_5_REP2.mLb.clN_peak_1408	chr19	9982260	9983534	+	3772	NA	exon (Fth1, exon 1 of 4)	-exon (Fth1, exon 1 of 4)	2297	Fth1	Fth1	NR_073181			Fth1			NA
liver_14_5_REP2.mLb.clN_peak_1606	chr19	24512898	24513832	+	3756	NA	intron (Pip5k1b, intron 1 of 14)	-intron (Pip5k1b, intron 1 of 14)	-35891	Fam122a	Fam122a	NM_026520			Fam122a			NA
liver_14_5_REP2.mLb.clN_peak_1291	chr19	6241222	6242125	+	3750	NA	promoter-TSS (Atg2a)	-promoter-TSS (Atg2a)	5	Atg2a	Atg2a	NM_194348			Atg2a			NA
liver_14_5_REP2.mLb.clN_peak_1139	chr19	4000023	4001047	+	3731	NA	promoter-TSS (Nudt8)	-promoter-TSS (Nudt8)	-45	Nudt8	Nudt8	NM_025529			Nudt8			NA
liver_14_5_REP2.mLb.clN_peak_1836	chr19	38836303	38837537	+	3703	NA	exon (Tbc1d12, exon 1 of 11)	-exon (Tbc1d12, exon 1 of 11)	341	Tbc1d12	Tbc1d12	NM_001362424			Tbc1d12			NA
liver_14_5_REP2.mLb.clN_peak_2171	chr19	55218298	55219566	+	3695	NA	intron (Gucy2g, intron 12 of 20)	-intron (Gucy2g, intron 12 of 20)	-1360	Gucy2g	Gucy2g	NM_001081076			Gucy2g			NA
liver_14_5_REP2.mLb.clN_peak_346	chr18	34859884	34861363	+	3662	NA	promoter-TSS (Egr1)	-promoter-TSS (Egr1)	-584	Egr1	Egr1	NM_007913			Egr1			NA
liver_14_5_REP2.mLb.clN_peak_1787	chr19	36925625	36926807	+	3660	NA	exon (Btaf1, exon 1 of 38)	-exon (Btaf1, exon 1 of 38)	137	Btaf1	Btaf1	NM_001080706			Btaf1			NA
liver_14_5_REP2.mLb.clN_peak_1904	chr19	42128598	42129563	+	3659	NA	promoter-TSS (Avpi1)	-promoter-TSS (Avpi1)	-87	Avpi1	Avpi1	NM_027106			Avpi1			NA
liver_14_5_REP2.mLb.clN_peak_1255	chr19	5803083	5804128	+	3656	NA	promoter-TSS (Malat1)	-promoter-TSS (Malat1)	-933	Malat1	Malat1	NR_002847			Malat1			NA
liver_14_5_REP2.mLb.clN_peak_651	chr18	61211095	61212122	+	3648	NA	promoter-TSS (Slc26a2)	-promoter-TSS (Slc26a2)	-12	Slc26a2	Slc26a2	NM_007885			Slc26a2			NA
liver_14_5_REP2.mLb.clN_peak_1335	chr19	7205613	7206717	+	3639	NA	intron (Otub1, intron 1 of 6)	-intron (Otub1, intron 1 of 6)	119	Otub1	Otub1	NM_134150			Otub1			NA
liver_14_5_REP2.mLb.clN_peak_1337	chr19	7240489	7241507	+	3636	NA	exon (Naa40, exon 1 of 8)	-exon (Naa40, exon 1 of 8)	224	Naa40	Naa40	NM_027643			Naa40			NA
liver_14_5_REP2.mLb.clN_peak_1956	chr19	44388148	44389298	+	3633	NA	Intergenic	Intergenic	18986	Scd1	Scd1	NM_009127			Scd1			NA
liver_14_5_REP2.mLb.clN_peak_2206	chr19	56391403	56392484	+	3601	NA	Intergenic	Intergenic	-1905	Nrap	Nrap	NM_198059			Nrap			NA
liver_14_5_REP2.mLb.clN_peak_1605	chr19	24476602	24477908	+	3597	NA	exon (Fam122a, exon 1 of 1)	-exon (Fam122a, exon 1 of 1)	219	Fam122a	Fam122a	NM_026520			Fam122a			NA
liver_14_5_REP2.mLb.clN_peak_2125	chr19	53329235	53330291	+	3583	NA	promoter-TSS (Mxi1)	-promoter-TSS (Mxi1)	350	Mxi1	Mxi1	NM_001008543			Mxi1			NA
liver_14_5_REP2.mLb.clN_peak_115	chr18	10609312	10610512	+	3582	NA	intron (Esco1, intron 1 of 10)	-intron (Esco1, intron 1 of 10)	440	Esco1	Esco1	NM_001081222			Esco1			NA
liver_14_5_REP2.mLb.clN_peak_2016	chr19	46314216	46316036	+	3570	NA	intron (Psd, intron 12 of 17)	-intron (Psd, intron 12 of 17)	9431	Nfkb2	Nfkb2	NM_001177370			Nfkb2			NA
liver_14_5_REP2.mLb.clN_peak_1736	chr19	32755835	32758111	+	3569	NA	promoter-TSS (Pten)	-promoter-TSS (Pten)	-604	Pten	Pten	NM_008960			Pten			NA
liver_14_5_REP2.mLb.clN_peak_1218	chr19	5295021	5295921	+	3556	NA	promoter-TSS (Sf3b2)	-promoter-TSS (Sf3b2)	-16	Sf3b2	Sf3b2	NM_030109			Sf3b2			NA
liver_14_5_REP2.mLb.clN_peak_293	chr18	31759207	31761003	+	3546	NA	promoter-TSS (Ammecr1l)	-promoter-TSS (Ammecr1l)	281	Ammecr1l	Ammecr1l	NM_153515			Ammecr1l			NA
liver_14_5_REP2.mLb.clN_peak_2289	chr19	60755553	60757191	+	3541	NA	exon (Nanos1, exon 1 of 1)	-exon (Nanos1, exon 1 of 1)	385	Nanos1	Nanos1	NM_178421			Nanos1			NA
liver_14_5_REP2.mLb.clN_peak_1287	chr19	6127792	6128391	+	3537	NA	exon (Snx15, exon 1 of 8)	-exon (Snx15, exon 1 of 8)	169	Snx15	Snx15	NM_026912			Snx15			NA
liver_14_5_REP2.mLb.clN_peak_1895	chr19	41911606	41912953	+	3529	NA	intron (Pgam1, intron 1 of 3)	-intron (Pgam1, intron 1 of 3)	408	Pgam1	Pgam1	NM_023418			Pgam1			NA
liver_14_5_REP2.mLb.clN_peak_1637	chr19	27429441	27430458	+	3507	NA	promoter-TSS (Pum3)	-promoter-TSS (Pum3)	-41	Pum3	Pum3	NR_131940			Pum3			NA
liver_14_5_REP2.mLb.clN_peak_1451	chr19	10688390	10689455	+	3494	NA	exon (Vps37c, exon 1 of 5)	-exon (Vps37c, exon 1 of 5)	187	Vps37c	Vps37c	NM_001361962			Vps37c			NA
liver_14_5_REP2.mLb.clN_peak_1212	chr19	5106553	5107347	+	3474	NA	promoter-TSS (Rab1b)	-promoter-TSS (Rab1b)	46	Rab1b	Rab1b	NM_029576			Rab1b			NA
liver_14_5_REP2.mLb.clN_peak_323	chr18	34330602	34331531	+	3459	NA	promoter-TSS (Srp19)	-promoter-TSS (Srp19)	-79	Srp19	Srp19	NM_025527			Srp19			NA
liver_14_5_REP2.mLb.clN_peak_1322	chr19	6992205	6993112	+	3452	NA	promoter-TSS (Dnajc4)	-promoter-TSS (Dnajc4)	-76	Dnajc4	Dnajc4	NM_001356999			Dnajc4			NA
liver_14_5_REP2.mLb.clN_peak_724	chr18	64516133	64517230	+	3445	NA	promoter-TSS (Nars)	-promoter-TSS (Nars)	-124	Nars	Nars	NM_001142950			Nars			NA
liver_14_5_REP2.mLb.clN_peak_1674	chr19	29521920	29523134	+	3441	NA	promoter-TSS (A930007I19Rik)	-promoter-TSS (A930007I19Rik)	245	Ric1	Ric1	NM_001081319			Ric1			NA
liver_14_5_REP2.mLb.clN_peak_437	chr18	38338101	38339483	+	3440	NA	intron (Gnpda1, intron 1 of 6)	-intron (Gnpda1, intron 1 of 6)	201	Gnpda1	Gnpda1	NM_011937			Gnpda1			NA
liver_14_5_REP2.mLb.clN_peak_1279	chr19	6046015	6047331	+	3432	NA	promoter-TSS (Syvn1)	-promoter-TSS (Syvn1)	97	Syvn1	Syvn1	NM_001164709			Syvn1			NA
liver_14_5_REP2.mLb.clN_peak_1509	chr19	15924352	15925621	+	3422	NA	promoter-TSS (Psat1)	-promoter-TSS (Psat1)	73	Psat1	Psat1	NM_177420			Psat1			NA
liver_14_5_REP2.mLb.clN_peak_1650	chr19	29063921	29065036	+	3399	NA	Intergenic	Intergenic	-2823	Gm9895	Gm9895	NR_045687			Gm9895			NA
liver_14_5_REP2.mLb.clN_peak_1351	chr19	7493934	7495018	+	3398	NA	promoter-TSS (Atl3)	-promoter-TSS (Atl3)	38	Atl3	Atl3	NM_001163505			Atl3			NA
liver_14_5_REP2.mLb.clN_peak_1156	chr19	4169195	4170102	+	3340	NA	exon (Carns1, exon 9 of 10)	-exon (Carns1, exon 9 of 10)	5831	Carns1	Carns1	NM_134148			Carns1			NA
liver_14_5_REP2.mLb.clN_peak_1378	chr19	8870996	8872099	+	3317	NA	promoter-TSS (Ubxn1)	-promoter-TSS (Ubxn1)	-1	Ubxn1	Ubxn1	NM_001362044			Ubxn1			NA
liver_14_5_REP2.mLb.clN_peak_120	chr18	10725244	10726874	+	3304	NA	exon (Mib1, exon 1 of 22)	-exon (Mib1, exon 1 of 22)	434	Mib1	Mib1	NM_001364997			Mib1			NA
liver_14_5_REP2.mLb.clN_peak_1858	chr19	40611829	40612592	+	3285	NA	promoter-TSS (Entpd1)	-promoter-TSS (Entpd1)	21	Tctn3	Tctn3	NM_026260			Tctn3			NA
liver_14_5_REP2.mLb.clN_peak_787	chr18	67448373	67449717	+	3283	NA	exon (Afg3l2, exon 1 of 17)	-exon (Afg3l2, exon 1 of 17)	147	Afg3l2	Afg3l2	NM_027130			Afg3l2			NA
liver_14_5_REP2.mLb.clN_peak_82	chr18	7868466	7870091	+	3276	NA	promoter-TSS (Wac)	-promoter-TSS (Wac)	81	Wac	Wac	NM_001360956			Wac			NA
liver_14_5_REP2.mLb.clN_peak_930	chr18	76943858	76944808	+	3264	NA	promoter-TSS (Hdhd2)	-promoter-TSS (Hdhd2)	218	Hdhd2	Hdhd2	NM_001361227			Hdhd2			NA
liver_14_5_REP2.mLb.clN_peak_1697	chr19	31780792	31781788	+	3263	NA	Intergenic	Intergenic	-87523	A1cf	A1cf	NM_001081074			A1cf			NA
liver_14_5_REP2.mLb.clN_peak_1383	chr19	8920113	8921288	+	3259	NA	intron (B3gat3, intron 1 of 4)	-intron (B3gat3, intron 1 of 4)	307	B3gat3	B3gat3	NM_024256			B3gat3			NA
liver_14_5_REP2.mLb.clN_peak_2110	chr19	53058886	53059625	+	3259	NA	Intergenic	Intergenic	-16997	1700054A03Rik	1700054A03Rik	NR_045320			1700054A03Rik			NA
liver_14_5_REP2.mLb.clN_peak_793	chr18	67560610	67561987	+	3251	NA	intron (Spire1, intron 2 of 16)	-intron (Spire1, intron 2 of 16)	49608	Spire1	Spire1	NM_194355			Spire1			NA
liver_14_5_REP2.mLb.clN_peak_1382	chr19	8897603	8898632	+	3247	NA	promoter-TSS (Ganab)	-promoter-TSS (Ganab)	60	Ganab	Ganab	NM_001293621			Ganab			NA
liver_14_5_REP2.mLb.clN_peak_100	chr18	9957646	9958614	+	3246	NA	promoter-TSS (Thoc1)	-promoter-TSS (Thoc1)	-50	Thoc1	Thoc1	NM_153552			Thoc1			NA
liver_14_5_REP2.mLb.clN_peak_603	chr18	56897621	56898608	+	3244	NA	intron (Marchf3, intron 1 of 4)	-intron (Marchf3, intron 1 of 4)	27401	Marchf3	Marchf3	NM_001374227			Marchf3			NA
liver_14_5_REP2.mLb.clN_peak_1290	chr19	6235630	6236433	+	3239	NA	promoter-TSS (Ppp2r5b)	-promoter-TSS (Ppp2r5b)	-191	Ppp2r5b	Ppp2r5b	NM_198168			Ppp2r5b			NA
liver_14_5_REP2.mLb.clN_peak_129	chr18	11657058	11658390	+	3231	NA	intron (Rbbp8, intron 1 of 17)	-intron (Rbbp8, intron 1 of 18)	24448	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
liver_14_5_REP2.mLb.clN_peak_73	chr18	7132537	7133386	+	3193	NA	intron (Armc4, intron 18 of 20)	-intron (Armc4, intron 18 of 20)	-128182	Mkx	Mkx	NM_177595			Mkx			NA
liver_14_5_REP2.mLb.clN_peak_1934	chr19	43752645	43753540	+	3173	NA	promoter-TSS (Cutc)	-promoter-TSS (Cutc)	69	Cutc	Cutc	NM_025530			Cutc			NA
liver_14_5_REP2.mLb.clN_peak_627	chr18	60560267	60561382	+	3168	NA	promoter-TSS (Rbm22)	-promoter-TSS (Rbm22)	38	Rbm22	Rbm22	NM_025776			Rbm22			NA
liver_14_5_REP2.mLb.clN_peak_164	chr18	12941200	12942197	+	3159	NA	exon (Osbpl1a, exon 1 of 28)	-exon (Osbpl1a, exon 1 of 28)	-30225	Impact	Impact	NM_001357396			Impact			NA
liver_14_5_REP2.mLb.clN_peak_761	chr18	66001982	66003065	+	3151	NA	exon (Lman1, exon 1 of 13)	-exon (Lman1, exon 1 of 13)	112	Lman1	Lman1	NM_027400			Lman1			NA
liver_14_5_REP2.mLb.clN_peak_829	chr18	69344054	69344727	+	3148	NA	promoter-TSS (Tcf4)	-promoter-TSS (Tcf4)	-102	Tcf4	Tcf4	NM_001361126			Tcf4			NA
liver_14_5_REP2.mLb.clN_peak_2295	chr19	60860973	60861886	+	3125	NA	promoter-TSS (Sfxn4)	-promoter-TSS (Sfxn4)	-1	Sfxn4	Sfxn4	NM_053198			Sfxn4			NA
