PeakID (cmd=annotatePeaks.pl kidney_15_5_REP2.mLb.clN_peaks.narrowPeak mm10_reduced_chr18_chr19.fa -gid -gtf mm10.reduced.refGene.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
kidney_15_5_REP2.mLb.clN_peak_2607	chr19	33391582	33392334	+	980	NA	exon (Rnls, exon 1 of 7)	-exon (Rnls, exon 1 of 7)	337	Rnls	Rnls	NR_160911			Rnls			NA
kidney_15_5_REP2.mLb.clN_peak_2077	chr19	8785811	8786656	+	976	NA	promoter-TSS (Taf6l)	-promoter-TSS (Taf6l)	83	Taf6l	Taf6l	NM_146092			Taf6l			NA
kidney_15_5_REP2.mLb.clN_peak_2646	chr19	36409198	36410400	+	971	NA	promoter-TSS (Pcgf5)	-promoter-TSS (Pcgf5)	30732	Pcgf5	Pcgf5	NM_001368691			Pcgf5			NA
kidney_15_5_REP2.mLb.clN_peak_2803	chr19	43524236	43525070	+	970	NA	promoter-TSS (Got1)	-promoter-TSS (Got1)	-48	Got1	Got1	NM_010324			Got1			NA
kidney_15_5_REP2.mLb.clN_peak_576	chr18	34954109	34955100	+	968	NA	promoter-TSS (Hspa9)	-promoter-TSS (Hspa9)	-253	Hspa9	Hspa9	NM_010481			Hspa9			NA
kidney_15_5_REP2.mLb.clN_peak_3063	chr19	53389966	53391106	+	967	NA	promoter-TSS (Smndc1)	-promoter-TSS (Smndc1)	98	Smndc1	Smndc1	NM_172429			Smndc1			NA
kidney_15_5_REP2.mLb.clN_peak_2114	chr19	10100656	10102291	+	966	NA	promoter-TSS (Fads2)	-promoter-TSS (Fads2)	30	Fads2	Fads2	NM_019699			Fads2			NA
kidney_15_5_REP2.mLb.clN_peak_370	chr18	23954183	23955278	+	965	NA	promoter-TSS (Zfp397)	-promoter-TSS (Zfp397)	42	Zfp397	Zfp397	NM_027007			Zfp397			NA
kidney_15_5_REP2.mLb.clN_peak_227	chr18	13972331	13972981	+	965	NA	promoter-TSS (Zfp521)	-promoter-TSS (Zfp521)	77	Zfp521	Zfp521	NM_001360804			Zfp521			NA
kidney_15_5_REP2.mLb.clN_peak_3244	chr19	60580243	60581470	+	954	NA	exon (Cacul1, exon 1 of 8)	-exon (Cacul1, exon 1 of 8)	167	Cacul1	Cacul1	NM_001172096			Cacul1			NA
kidney_15_5_REP2.mLb.clN_peak_2242	chr19	16132019	16133918	+	945	NA	exon (Gnaq, exon 1 of 7)	-exon (Gnaq, exon 1 of 7)	284	Gnaq	Gnaq	NM_008139			Gnaq			NA
kidney_15_5_REP2.mLb.clN_peak_481	chr18	31788738	31789728	+	943	NA	exon (Polr2d, exon 1 of 3)	-exon (Polr2d, exon 1 of 3)	108	Polr2d	Polr2d	NM_001357480			Polr2d			NA
kidney_15_5_REP2.mLb.clN_peak_2145	chr19	10524824	10525946	+	938	NA	promoter-TSS (Sdhaf2)	-promoter-TSS (Sdhaf2)	141	Cpsf7	Cpsf7	NM_172302			Cpsf7			NA
kidney_15_5_REP2.mLb.clN_peak_3249	chr19	60860850	60861726	+	935	NA	intron (Sfxn4, intron 1 of 13)	-intron (Sfxn4, intron 1 of 14)	140	Sfxn4	Sfxn4	NM_053198			Sfxn4			NA
kidney_15_5_REP2.mLb.clN_peak_3095	chr19	53902743	53904162	+	935	NA	exon (Pdcd4, exon 1 of 12)	-exon (Pdcd4, exon 1 of 12)	11221	Pdcd4	Pdcd4	NM_001168492			Pdcd4			NA
kidney_15_5_REP2.mLb.clN_peak_2088	chr19	8897501	8898637	+	926	NA	promoter-TSS (Ganab)	-promoter-TSS (Ganab)	12	Ganab	Ganab	NM_001293621			Ganab			NA
kidney_15_5_REP2.mLb.clN_peak_142	chr18	9957644	9958602	+	919	NA	promoter-TSS (Thoc1)	-promoter-TSS (Thoc1)	-57	Thoc1	Thoc1	NM_153552			Thoc1			NA
kidney_15_5_REP2.mLb.clN_peak_2044	chr19	7340993	7342193	+	916	NA	exon (Mark2, exon 1 of 17)	-exon (Mark2, exon 1 of 17)	267	Mark2	Mark2	NM_001080388			Mark2			NA
kidney_15_5_REP2.mLb.clN_peak_3238	chr19	59942929	59943956	+	911	NA	promoter-TSS (Rab11fip2)	-promoter-TSS (Rab11fip2)	212	Rab11fip2	Rab11fip2	NM_001033172			Rab11fip2			NA
kidney_15_5_REP2.mLb.clN_peak_2924	chr19	46152075	46152767	+	907	NA	promoter-TSS (Gbf1)	-promoter-TSS (Gbf1)	-137	Gbf1	Gbf1	NM_178930			Gbf1			NA
kidney_15_5_REP2.mLb.clN_peak_1833	chr19	4012445	4013287	+	907	NA	promoter-TSS (Ndufv1)	-promoter-TSS (Ndufv1)	-111	Ndufv1	Ndufv1	NM_133666			Ndufv1			NA
kidney_15_5_REP2.mLb.clN_peak_377	chr18	24121108	24122239	+	906	NA	exon (Ino80c, exon 1 of 5)	-exon (Ino80c, exon 1 of 5)	146	Ino80c	Ino80c	NM_172625			Ino80c			NA
kidney_15_5_REP2.mLb.clN_peak_2944	chr19	46572636	46573835	+	904	NA	promoter-TSS (Arl3)	-promoter-TSS (Arl3)	-53	Arl3	Arl3	NM_001355233			Arl3			NA
kidney_15_5_REP2.mLb.clN_peak_2513	chr19	29251119	29252208	+	903	NA	promoter-TSS (Jak2)	-promoter-TSS (Jak2)	-140	Jak2	Jak2	NM_001048177			Jak2			NA
kidney_15_5_REP2.mLb.clN_peak_572	chr18	34859724	34861543	+	899	NA	promoter-TSS (Egr1)	-promoter-TSS (Egr1)	-574	Egr1	Egr1	NM_007913			Egr1			NA
kidney_15_5_REP2.mLb.clN_peak_2667	chr19	36925701	36926491	+	899	NA	promoter-TSS (Btaf1)	-promoter-TSS (Btaf1)	17	Btaf1	Btaf1	NM_001080706			Btaf1			NA
kidney_15_5_REP2.mLb.clN_peak_1859	chr19	4333539	4334370	+	886	NA	intron (Kdm2a, intron 12 of 20)	-intron (Kdm2a, intron 12 of 20)	-27732	Grk2	Grk2	NM_130863			Grk2			NA
kidney_15_5_REP2.mLb.clN_peak_2910	chr19	45782636	45784348	+	885	NA	promoter-TSS (Oga)	-promoter-TSS (Oga)	61	Oga	Oga	NR_151594			Oga			NA
kidney_15_5_REP2.mLb.clN_peak_2037	chr19	7217322	7218072	+	883	NA	promoter-TSS (Cox8a)	-promoter-TSS (Cox8a)	-81	Cox8a	Cox8a	NM_007750			Cox8a			NA
kidney_15_5_REP2.mLb.clN_peak_2777	chr19	42128724	42129534	+	883	NA	promoter-TSS (Avpi1)	-promoter-TSS (Avpi1)	-136	Avpi1	Avpi1	NM_027106			Avpi1			NA
kidney_15_5_REP2.mLb.clN_peak_491	chr18	32067385	32068379	+	882	NA	exon (Iws1, exon 1 of 14)	-exon (Iws1, exon 1 of 14)	148	Iws1	Iws1	NM_173441			Iws1			NA
kidney_15_5_REP2.mLb.clN_peak_1080	chr18	59174766	59176316	+	881	NA	exon (Chsy3, exon 1 of 3)	-exon (Chsy3, exon 1 of 3)	201	Chsy3	Chsy3	NM_001081328			Chsy3			NA
kidney_15_5_REP2.mLb.clN_peak_191	chr18	12235804	12237128	+	878	NA	promoter-TSS (Npc1)	-promoter-TSS (Npc1)	-80	Npc1	Npc1	NM_008720			Npc1			NA
kidney_15_5_REP2.mLb.clN_peak_143	chr18	10029228	10030422	+	877	NA	promoter-TSS (Usp14)	-promoter-TSS (Usp14)	324	Usp14	Usp14	NM_001038589			Usp14			NA
kidney_15_5_REP2.mLb.clN_peak_1945	chr19	5803211	5804112	+	876	NA	promoter-TSS (Malat1)	-promoter-TSS (Malat1)	-989	Malat1	Malat1	NR_002847			Malat1			NA
kidney_15_5_REP2.mLb.clN_peak_520	chr18	33463301	33464502	+	873	NA	promoter-TSS (Nrep)	-promoter-TSS (Nrep)	-262	Gm10549	Gm10549	NR_045415			Gm10549			NA
kidney_15_5_REP2.mLb.clN_peak_2316	chr19	19110968	19111689	+	871	NA	promoter-TSS (Rorb)	-promoter-TSS (Rorb)	-110211	Rorb	Rorb	NM_001289921			Rorb			NA
kidney_15_5_REP2.mLb.clN_peak_1979	chr19	6276312	6277290	+	871	NA	promoter-TSS (Ehd1)	-promoter-TSS (Ehd1)	-95	Ehd1	Ehd1	NM_010119			Ehd1			NA
kidney_15_5_REP2.mLb.clN_peak_2197	chr19	12573036	12573960	+	865	NA	promoter-TSS (Fam111a)	-promoter-TSS (Fam111a)	-27	Fam111a	Fam111a	NM_001346545			Fam111a			NA
kidney_15_5_REP2.mLb.clN_peak_609	chr18	35771026	35772265	+	862	NA	promoter-TSS (Ube2d2a)	-promoter-TSS (Ube2d2a)	86	Ube2d2a	Ube2d2a	NM_019912			Ube2d2a			NA
kidney_15_5_REP2.mLb.clN_peak_1839	chr19	4096744	4097684	+	858	NA	promoter-TSS (Cdk2ap2)	-promoter-TSS (Cdk2ap2)	-137	Cdk2ap2	Cdk2ap2	NM_026373			Cdk2ap2			NA
kidney_15_5_REP2.mLb.clN_peak_2520	chr19	29521830	29523238	+	856	NA	promoter-TSS (A930007I19Rik)	-promoter-TSS (A930007I19Rik)	252	Ric1	Ric1	NM_001081319			Ric1			NA
kidney_15_5_REP2.mLb.clN_peak_2367	chr19	23140652	23141737	+	850	NA	promoter-TSS (Klf9)	-promoter-TSS (Klf9)	-32	Klf9	Klf9	NM_010638			Klf9			NA
kidney_15_5_REP2.mLb.clN_peak_1822	chr19	3851282	3852379	+	848	NA	promoter-TSS (Chka)	-promoter-TSS (Chka)	57	Chka	Chka	NR_073190			Chka			NA
kidney_15_5_REP2.mLb.clN_peak_2071	chr19	8722710	8723687	+	846	NA	promoter-TSS (Snhg1)	-promoter-TSS (Snhg1)	-289	Snhg1	Snhg1	NR_002896			Snhg1			NA
kidney_15_5_REP2.mLb.clN_peak_3247	chr19	60790007	60791385	+	843	NA	promoter-TSS (Eif3a)	-promoter-TSS (Eif3a)	-3	Eif3a	Eif3a	NM_010123			Eif3a			NA
kidney_15_5_REP2.mLb.clN_peak_2102	chr19	9899082	9899993	+	832	NA	promoter-TSS (Incenp)	-promoter-TSS (Incenp)	-48	Incenp	Incenp	NM_001369356			Incenp			NA
kidney_15_5_REP2.mLb.clN_peak_2089	chr19	8919959	8920955	+	829	NA	promoter-TSS (B3gat3)	-promoter-TSS (B3gat3)	64	B3gat3	B3gat3	NM_024256			B3gat3			NA
kidney_15_5_REP2.mLb.clN_peak_1199	chr18	63691757	63692947	+	818	NA	promoter-TSS (Txnl1)	-promoter-TSS (Txnl1)	7	Txnl1	Txnl1	NM_016792			Txnl1			NA
kidney_15_5_REP2.mLb.clN_peak_1885	chr19	4927698	4928678	+	817	NA	promoter-TSS (Dpp3)	-promoter-TSS (Dpp3)	99	Dpp3	Dpp3	NM_001360711			Dpp3			NA
kidney_15_5_REP2.mLb.clN_peak_2149	chr19	10605082	10606167	+	815	NA	promoter-TSS (Ddb1)	-promoter-TSS (Ddb1)	27	Ddb1	Ddb1	NM_015735			Ddb1			NA
kidney_15_5_REP2.mLb.clN_peak_78	chr18	5819367	5820537	+	812	NA	Intergenic	Intergenic	-227515	Gm10125	Gm10125	NR_033552			Gm10125			NA
kidney_15_5_REP2.mLb.clN_peak_158	chr18	10725203	10726866	+	807	NA	exon (Mib1, exon 1 of 22)	-exon (Mib1, exon 1 of 22)	409	Mib1	Mib1	NM_001364997			Mib1			NA
kidney_15_5_REP2.mLb.clN_peak_2591	chr19	32711829	32712908	+	806	NA	promoter-TSS (Atad1)	-promoter-TSS (Atad1)	-70	Atad1	Atad1	NM_026487			Atad1			NA
kidney_15_5_REP2.mLb.clN_peak_2536	chr19	30029791	30031093	+	805	NA	promoter-TSS (Uhrf2)	-promoter-TSS (Uhrf2)	-71	Uhrf2	Uhrf2	NM_144873			Uhrf2			NA
kidney_15_5_REP2.mLb.clN_peak_1212	chr18	64516167	64517250	+	801	NA	promoter-TSS (Nars)	-promoter-TSS (Nars)	-151	Nars	Nars	NM_001142950			Nars			NA
kidney_15_5_REP2.mLb.clN_peak_235	chr18	14682114	14683418	+	797	NA	exon (Ss18, exon 1 of 10)	-exon (Ss18, exon 1 of 10)	148	Ss18	Ss18	NM_001161371			Ss18			NA
kidney_15_5_REP2.mLb.clN_peak_1019	chr18	56431310	56432560	+	797	NA	promoter-TSS (Gramd3)	-promoter-TSS (Gramd3)	-197	Gramd3	Gramd3	NM_001360917			Gramd3			NA
kidney_15_5_REP2.mLb.clN_peak_1021	chr18	56561813	56562927	+	795	NA	promoter-TSS (Phax)	-promoter-TSS (Phax)	-72	Aldh7a1	Aldh7a1	NM_138600			Aldh7a1			NA
kidney_15_5_REP2.mLb.clN_peak_595	chr18	35561775	35562950	+	793	NA	intron (Matr3, intron 1 of 14)	-intron (Matr3, intron 1 of 14)	204	Matr3	Matr3	NM_010771			Matr3			NA
kidney_15_5_REP2.mLb.clN_peak_2091	chr19	8941356	8942701	+	792	NA	TTS (Eml3)	-TTS (Eml3)	108	Mta2	Mta2	NM_011842			Mta2			NA
kidney_15_5_REP2.mLb.clN_peak_478	chr18	31609332	31610219	+	792	NA	exon (Slc25a46, exon 1 of 8)	-exon (Slc25a46, exon 1 of 8)	155	Slc25a46	Slc25a46	NM_001357461			Slc25a46			NA
kidney_15_5_REP2.mLb.clN_peak_2593	chr19	32755818	32758064	+	788	NA	promoter-TSS (Pten)	-promoter-TSS (Pten)	-636	Pten	Pten	NM_008960			Pten			NA
kidney_15_5_REP2.mLb.clN_peak_1920	chr19	5510230	5511260	+	786	NA	promoter-TSS (Snx32)	-promoter-TSS (Snx32)	-228	Snx32	Snx32	NM_001024560			Snx32			NA
kidney_15_5_REP2.mLb.clN_peak_1842	chr19	4125389	4126445	+	779	NA	promoter-TSS (Tmem134)	-promoter-TSS (Tmem134)	-43	Tmem134	Tmem134	NM_025889			Tmem134			NA
kidney_15_5_REP2.mLb.clN_peak_856	chr18	46741359	46742540	+	778	NA	promoter-TSS (Ap3s1)	-promoter-TSS (Ap3s1)	73	Ap3s1	Ap3s1	NM_001303015			Ap3s1			NA
kidney_15_5_REP2.mLb.clN_peak_1200	chr18	63708002	63709352	+	775	NA	promoter-TSS (Wdr7)	-promoter-TSS (Wdr7)	-18	Wdr7	Wdr7	NM_001014981			Wdr7			NA
kidney_15_5_REP2.mLb.clN_peak_1159	chr18	61707093	61708061	+	773	NA	promoter-TSS (Pcyox1l)	-promoter-TSS (Pcyox1l)	58	Pcyox1l	Pcyox1l	NM_172832			Pcyox1l			NA
kidney_15_5_REP2.mLb.clN_peak_1832	chr19	4000072	4000943	+	772	NA	promoter-TSS (Nudt8)	-promoter-TSS (Nudt8)	-73	Nudt8	Nudt8	NM_025529			Nudt8			NA
kidney_15_5_REP2.mLb.clN_peak_1316	chr18	67799879	67800610	+	768	NA	promoter-TSS (4930549G23Rik)	-promoter-TSS (4930549G23Rik)	137	Cep192	Cep192	NM_027556			Cep192			NA
kidney_15_5_REP2.mLb.clN_peak_825	chr18	44828151	44829155	+	766	NA	promoter-TSS (Ythdc2)	-promoter-TSS (Ythdc2)	-12	Ythdc2	Ythdc2	NM_001163013			Ythdc2			NA
kidney_15_5_REP2.mLb.clN_peak_2265	chr19	16955492	16956568	+	763	NA	promoter-TSS (Prune2)	-promoter-TSS (Prune2)	-88	Prune2	Prune2	NM_181348			Prune2			NA
kidney_15_5_REP2.mLb.clN_peak_1623	chr18	80206568	80207428	+	762	NA	exon (Txnl4a, exon 1 of 4)	-exon (Txnl4a, exon 1 of 4)	152	Txnl4a	Txnl4a	NM_178604			Txnl4a			NA
kidney_15_5_REP2.mLb.clN_peak_3224	chr19	59345170	59346347	+	757	NA	promoter-TSS (Pdzd8)	-promoter-TSS (Pdzd8)	22	Pdzd8	Pdzd8	NM_001033222			Pdzd8			NA
kidney_15_5_REP2.mLb.clN_peak_1582	chr18	77937999	77938781	+	756	NA	promoter-TSS (Epg5)	-promoter-TSS (Epg5)	-76	Epg5	Epg5	NM_001195633			Epg5			NA
kidney_15_5_REP2.mLb.clN_peak_1069	chr18	58555537	58556476	+	755	NA	promoter-TSS (Slc27a6)	-promoter-TSS (Slc27a6)	-234	Slc27a6	Slc27a6	NM_001081072			Slc27a6			NA
kidney_15_5_REP2.mLb.clN_peak_2483	chr19	27429408	27430379	+	754	NA	promoter-TSS (Pum3)	-promoter-TSS (Pum3)	15	Pum3	Pum3	NR_131940			Pum3			NA
kidney_15_5_REP2.mLb.clN_peak_86	chr18	6240678	6241753	+	754	NA	exon (Kif5b, exon 1 of 26)	-exon (Kif5b, exon 1 of 26)	309	Kif5b	Kif5b	NM_008448			Kif5b			NA
kidney_15_5_REP2.mLb.clN_peak_3248	chr19	60811219	60812162	+	753	NA	intron (Fam45a, intron 1 of 8)	-intron (Fam45a, intron 1 of 8)	135	Fam45a	Fam45a	NM_026437			Fam45a			NA
kidney_15_5_REP2.mLb.clN_peak_2829	chr19	44266650	44267486	+	751	NA	Intergenic	Intergenic	-26608	Scd2	Scd2	NM_009128			Scd2			NA
kidney_15_5_REP2.mLb.clN_peak_1860	chr19	4396538	4398471	+	749	NA	promoter-TSS (Kdm2a)	-promoter-TSS (Kdm2a)	-427	Kdm2a	Kdm2a	NM_001001984			Kdm2a			NA
kidney_15_5_REP2.mLb.clN_peak_2931	chr19	46395071	46395896	+	748	NA	intron (Actr1a, intron 1 of 10)	-intron (Actr1a, intron 1 of 9)	258	Actr1a	Actr1a	NM_016860			Actr1a			NA
kidney_15_5_REP2.mLb.clN_peak_1109	chr18	60774083	60775040	+	747	NA	promoter-TSS (Rps14)	-promoter-TSS (Rps14)	-35	Rps14	Rps14	NM_020600			Rps14			NA
kidney_15_5_REP2.mLb.clN_peak_2525	chr19	29805106	29806718	+	745	NA	promoter-TSS (9930021J03Rik)	-promoter-TSS (9930021J03Rik)	97	9930021J03Rik	9930021J03Rik	NM_172836			9930021J03Rik			NA
kidney_15_5_REP2.mLb.clN_peak_1974	chr19	6127792	6128425	+	742	NA	exon (Snx15, exon 1 of 8)	-exon (Snx15, exon 1 of 8)	152	Snx15	Snx15	NM_026912			Snx15			NA
kidney_15_5_REP2.mLb.clN_peak_1883	chr19	4877906	4878982	+	737	NA	promoter-TSS (Zdhhc24)	-promoter-TSS (Zdhhc24)	-224	Zdhhc24	Zdhhc24	NM_027476			Zdhhc24			NA
kidney_15_5_REP2.mLb.clN_peak_2671	chr19	37206814	37207965	+	734	NA	promoter-TSS (Marchf5)	-promoter-TSS (Marchf5)	82	Cpeb3	Cpeb3	NM_001290826			Cpeb3			NA
kidney_15_5_REP2.mLb.clN_peak_2116	chr19	10182509	10183729	+	732	NA	exon (Fads1, exon 1 of 12)	-exon (Fads1, exon 1 of 12)	231	Fads1	Fads1	NM_146094			Fads1			NA
kidney_15_5_REP2.mLb.clN_peak_482	chr18	31803556	31804554	+	728	NA	promoter-TSS (Wdr33)	-promoter-TSS (Wdr33)	-2	Wdr33	Wdr33	NM_028866			Wdr33			NA
kidney_15_5_REP2.mLb.clN_peak_2831	chr19	44293326	44294279	+	727	NA	exon (Scd2, exon 1 of 6)	-exon (Scd2, exon 1 of 6)	126	Scd2	Scd2	NM_009128			Scd2			NA
kidney_15_5_REP2.mLb.clN_peak_1905	chr19	5295048	5295928	+	726	NA	promoter-TSS (Sf3b2)	-promoter-TSS (Sf3b2)	-33	Sf3b2	Sf3b2	NM_030109			Sf3b2			NA
kidney_15_5_REP2.mLb.clN_peak_1354	chr18	69343916	69344591	+	722	NA	promoter-TSS (Tcf4)	-promoter-TSS (Tcf4)	-239	Tcf4	Tcf4	NM_001361126			Tcf4			NA
kidney_15_5_REP2.mLb.clN_peak_342	chr18	22343383	22345071	+	720	NA	promoter-TSS (Asxl3)	-promoter-TSS (Asxl3)	-862	Asxl3	Asxl3	NM_001167777			Asxl3			NA
kidney_15_5_REP2.mLb.clN_peak_847	chr18	46597074	46598579	+	715	NA	promoter-TSS (Tmed7)	-promoter-TSS (Tmed7)	122	Eif1a	Eif1a	NM_001374654			Eif1a			NA
kidney_15_5_REP2.mLb.clN_peak_176	chr18	11656996	11658128	+	710	NA	exon (Rbbp8, exon 1 of 19)	-exon (Rbbp8, exon 1 of 19)	24286	Rbbp8	Rbbp8	NM_001081223			Rbbp8			NA
kidney_15_5_REP2.mLb.clN_peak_1211	chr18	64488588	64489428	+	708	NA	promoter-TSS (Fech)	-promoter-TSS (Fech)	90	Fech	Fech	NM_001348055			Fech			NA
kidney_15_5_REP2.mLb.clN_peak_1931	chr19	5688307	5690032	+	706	NA	promoter-TSS (Map3k11)	-promoter-TSS (Map3k11)	38	Map3k11	Map3k11	NM_022012			Map3k11			NA
kidney_15_5_REP2.mLb.clN_peak_1496	chr18	75385988	75386597	+	701	NA	intron (Smad7, intron 3 of 3)	-intron (Smad7, intron 3 of 3)	18927	Smad7	Smad7	NM_001042660			Smad7			NA
kidney_15_5_REP2.mLb.clN_peak_189	chr18	12128309	12129063	+	700	NA	promoter-TSS (Riok3)	-promoter-TSS (Riok3)	-164	Riok3	Riok3	NM_024182			Riok3			NA
kidney_15_5_REP2.mLb.clN_peak_380	chr18	24205295	24206569	+	700	NA	promoter-TSS (Galnt1)	-promoter-TSS (Galnt1)	588	Galnt1	Galnt1	NM_001160404			Galnt1			NA
kidney_15_5_REP2.mLb.clN_peak_2169	chr19	11044847	11045793	+	699	NA	Intergenic	Intergenic	5246	AW112010	AW112010	NR_102366			AW112010			NA
kidney_15_5_REP2.mLb.clN_peak_2405	chr19	24477003	24477872	+	699	NA	promoter-TSS (Fam122a)	-promoter-TSS (Fam122a)	37	Fam122a	Fam122a	NM_026520			Fam122a			NA
kidney_15_5_REP2.mLb.clN_peak_873	chr18	47368655	47369495	+	698	NA	promoter-TSS (Sema6a)	-promoter-TSS (Sema6a)	-207	Sema6a	Sema6a	NM_018744			Sema6a			NA
kidney_15_5_REP2.mLb.clN_peak_770	chr18	41950675	41951874	+	697	NA	promoter-TSS (Prelid2)	-promoter-TSS (Prelid2)	-80	Prelid2	Prelid2	NM_029942			Prelid2			NA
kidney_15_5_REP2.mLb.clN_peak_569	chr18	34758762	34759989	+	696	NA	promoter-TSS (Fam53c)	-promoter-TSS (Fam53c)	-144	Mir12191	Mir12191	NR_162793			Mir12191			NA
kidney_15_5_REP2.mLb.clN_peak_1479	chr18	75005496	75006130	+	694	NA	promoter-TSS (BC031181)	-promoter-TSS (BC031181)	-26	BC031181	BC031181	NM_001001181			BC031181			NA
kidney_15_5_REP2.mLb.clN_peak_2932	chr19	46396687	46397421	+	694	NA	exon (Sufu, exon 1 of 12)	-exon (Sufu, exon 1 of 12)	158	Sufu	Sufu	NM_001025391			Sufu			NA
kidney_15_5_REP2.mLb.clN_peak_833	chr18	46198167	46199621	+	693	NA	promoter-TSS (Trim36)	-promoter-TSS (Trim36)	13713	Trim36	Trim36	NM_178872			Trim36			NA
kidney_15_5_REP2.mLb.clN_peak_1848	chr19	4191430	4192740	+	690	NA	promoter-TSS (Ppp1ca)	-promoter-TSS (Ppp1ca)	-89	Ppp1ca	Ppp1ca	NM_031868			Ppp1ca			NA
kidney_15_5_REP2.mLb.clN_peak_1876	chr19	4793449	4794544	+	689	NA	promoter-TSS (Rbm4)	-promoter-TSS (Rbm4)	-95	Rbm4	Rbm4	NM_009032			Rbm4			NA
kidney_15_5_REP2.mLb.clN_peak_2152	chr19	10688356	10689487	+	687	NA	exon (Vps37c, exon 1 of 5)	-exon (Vps37c, exon 1 of 5)	186	Vps37c	Vps37c	NM_001361962			Vps37c			NA
kidney_15_5_REP2.mLb.clN_peak_1878	chr19	4810907	4812098	+	687	NA	promoter-TSS (Gm21992)	-promoter-TSS (Gm21992)	97	Gm21992	Gm21992	NM_001290128			Gm21992			NA
kidney_15_5_REP2.mLb.clN_peak_1111	chr18	60848441	60849468	+	687	NA	promoter-TSS (Tcof1)	-promoter-TSS (Tcof1)	10	Tcof1	Tcof1	NM_001198984			Tcof1			NA
kidney_15_5_REP2.mLb.clN_peak_190	chr18	12168056	12169296	+	684	NA	promoter-TSS (Rmc1)	-promoter-TSS (Rmc1)	-54	Rmc1	Rmc1	NM_029623			Rmc1			NA
kidney_15_5_REP2.mLb.clN_peak_929	chr18	52465468	52466039	+	683	NA	promoter-TSS (Srfbp1)	-promoter-TSS (Srfbp1)	60	Srfbp1	Srfbp1	NM_026040			Srfbp1			NA
kidney_15_5_REP2.mLb.clN_peak_658	chr18	36744163	36745118	+	681	NA	promoter-TSS (Ndufa2)	-promoter-TSS (Ndufa2)	-16	Ik	Ik	NM_011879			Ik			NA
kidney_15_5_REP2.mLb.clN_peak_2147	chr19	10576871	10577869	+	675	NA	promoter-TSS (Cyb561a3)	-promoter-TSS (Cyb561a3)	16	Tmem138	Tmem138	NR_126092			Tmem138			NA
kidney_15_5_REP2.mLb.clN_peak_2084	chr19	8871075	8872044	+	674	NA	promoter-TSS (Ubxn1)	-promoter-TSS (Ubxn1)	11	Ubxn1	Ubxn1	NM_001362044			Ubxn1			NA
kidney_15_5_REP2.mLb.clN_peak_157	chr18	10706331	10707089	+	672	NA	promoter-TSS (Abhd3)	-promoter-TSS (Abhd3)	-14	Abhd3	Abhd3	NM_134130			Abhd3			NA
kidney_15_5_REP2.mLb.clN_peak_4	chr18	3382750	3383855	+	672	NA	promoter-TSS (Cul2)	-promoter-TSS (Cul2)	77	Cul2	Cul2	NM_001360829			Cul2			NA
kidney_15_5_REP2.mLb.clN_peak_2734	chr19	40830877	40832040	+	669	NA	intron (Ccnj, intron 1 of 5)	-intron (Ccnj, intron 1 of 5)	179	Ccnj	Ccnj	NM_172839			Ccnj			NA
kidney_15_5_REP2.mLb.clN_peak_558	chr18	34506219	34507386	+	669	NA	promoter-TSS (Fam13b)	-promoter-TSS (Fam13b)	21	Fam13b	Fam13b	NM_146084			Fam13b			NA
kidney_15_5_REP2.mLb.clN_peak_1556	chr18	77046886	77047673	+	667	NA	promoter-TSS (Katnal2)	-promoter-TSS (Katnal2)	17	Katnal2	Katnal2	NM_001368657			Katnal2			NA
kidney_15_5_REP2.mLb.clN_peak_2046	chr19	7382346	7383624	+	664	NA	promoter-TSS (Spindoc)	-promoter-TSS (Spindoc)	-18	1700105P06Rik	1700105P06Rik	NR_045703			1700105P06Rik			NA
kidney_15_5_REP2.mLb.clN_peak_2764	chr19	41911622	41912479	+	662	NA	exon (Pgam1, exon 1 of 4)	-exon (Pgam1, exon 1 of 4)	179	Pgam1	Pgam1	NM_023418			Pgam1			NA
kidney_15_5_REP2.mLb.clN_peak_3242	chr19	60226216	60227104	+	661	NA	promoter-TSS (Fam204a)	-promoter-TSS (Fam204a)	41	Fam204a	Fam204a	NR_152391			Fam204a			NA
kidney_15_5_REP2.mLb.clN_peak_3255	chr19	61140433	61141221	+	661	NA	promoter-TSS (Zfp950)	-promoter-TSS (Zfp950)	13	Zfp950	Zfp950	NM_001001737			Zfp950			NA
kidney_15_5_REP2.mLb.clN_peak_2235	chr19	15924050	15925852	+	661	NA	promoter-TSS (Psat1)	-promoter-TSS (Psat1)	108	Psat1	Psat1	NM_177420			Psat1			NA
kidney_15_5_REP2.mLb.clN_peak_2039	chr19	7240588	7241589	+	661	NA	exon (Naa40, exon 1 of 8)	-exon (Naa40, exon 1 of 8)	134	Naa40	Naa40	NM_027643			Naa40			NA
kidney_15_5_REP2.mLb.clN_peak_836	chr18	46311503	46312427	+	661	NA	promoter-TSS (Ccdc112)	-promoter-TSS (Ccdc112)	-37	Ccdc112	Ccdc112	NM_001160399			Ccdc112			NA
