chrom	start	end	nearest_gene	distance_to_tss	kidney_accessibility	liver_accessibility	accessibility_log2FC	accessibility_padj	accessibility_category	kidney_methylation	liver_methylation	methylation_difference	methylation_fdr	num_CpG_sites
chr19	40637217	40637867	Entpd1	24850	1.55174985369456	1.84648161316726	-1.01284757424196	0.00721835674657197	not differential	0.675829492040525	0.18334845762136	0.492481034419164	0.000995716769340017	9
chr18	77704330	77705473	8030462N17Rik	8536	1.33246734752007	2.75087913729136	-4.67225658543841	1.07577700979601e-67	more accessible in liver	0.673508864025978	0.157429714605054	0.516079149420924	0.000784423843539162	5
chr18	39020449	39021142	Fgf1	91044	1.52347897382811	2.04145650352358	-1.84572110935721	2.59483790020575e-08	not differential	0.885177111046744	0.218420431475088	0.666756679571655	0.000737588691776169	13
chr18	64618353	64619130	Atp8b1	41869	1.42652365260958	2.18920430461127	-2.51674718820146	5.54329035644779e-16	not differential	0.737924125134982	0.196908201885563	0.541015923249419	0.0012682626141898	10
chr18	80339816	80340270	Kcng2	23983	1.1059010322727	2.2171441552858	-3.82993489506763	3.27378405604014e-16	more accessible in liver	0.869007994970388	0.216899570182574	0.652108424787813	0.000584233638594099	10
chr19	42442411	42443100	Crtac1	10627	1.97081316986896	1.3075832618742	1.81225274052912	4.36765019787851e-05	not differential	0.154371469213835	0.642849248806456	-0.488477779592621	0.00124774785999308	6
chr19	15827627	15828215	Psat1	119121	1.98594257536198	1.28314072670502	2.46052730206975	3.6877824796221e-08	not differential	0.165811021872854	0.689873904304772	-0.524062882431918	0.00063110442694291	5
chr19	18650196	18650686	Nmrk1	18245	1.41551597236337	2.30974364360531	-3.06158893986744	1.27537617163484e-18	more accessible in liver	0.767868510962981	0.185383722404298	0.582484788558683	0.000925269042531577	6
chr19	34846529	34847031	Pank1	32423	1.65284852633515	2.00893430787178	-1.21234950522677	0.000824292553241146	not differential	0.72920389245221	0.185837363499334	0.543366528952876	0.00056883412209812	7
chr19	8602774	8603428	Slc22a8	11519	1.56967168780814	3.1038936230657	-5.08146565948625	9.28999303790902e-89	more accessible in liver	0.602365844975848	0.115780105462507	0.486585739513341	0.00065141848037639	4
chr18	82513462	82514305	Mbp	38315	1.5293258674981	2.7815047880933	-4.24953623473629	2.10448297396478e-59	more accessible in liver	0.781316316505409	0.20037698379866	0.58093933270675	0.00079814023102709	11
chr19	46644694	46645513	Cyp17a1	27460	2.03439243917229	2.01422232863425	0.0560003716031373	0.85384095981891	not differential	0.130253759191543	0.614583289851045	-0.484329530659502	0.0010192169735567	11
chr19	56800289	56802217	Ccdc186	19972	1.447919116825	2.62511033496365	-3.98958595995143	8.49121017415295e-78	more accessible in liver	0.778180510333381	0.217864835247881	0.560315675085501	0.000584233638594099	24
chr18	39380183	39381691	Nr3c1	109609	1.8403810266344	2.92576913915188	-3.64678186850835	5.03082346971681e-63	more accessible in liver	0.757710337897295	0.20537677532075	0.552333562576544	0.000848835383724165	13
chr19	32372219	32372679	Sgms1	17034	1.29226493950494	2.30840572231252	-3.5814028517979	5.1539613329433e-17	more accessible in liver	0.817906247952271	0.150549779945466	0.667356468006805	0.0013295429940619	4
chr19	12833387	12833994	Olfr1444	23288	1.41031083631321	2.16037289304873	-2.57868296441356	7.62989397298471e-13	not differential	0.73406969931329	0.195464230603479	0.538605468709811	0.00134824890553111	4
chr19	58419425	58420067	Gfra1	35841	2.04883559851951	1.60894255047526	1.50017669687153	1.16802087077245e-05	not differential	0.170411557351816	0.679109620993316	-0.5086980636415	0.000783366441293589	4
chr19	53521188	53521797	Dusp5	7311	1.44404494948922	2.07345367678727	-2.18324939124537	2.01654146185085e-08	not differential	0.597993213469897	0.109865899439534	0.488127314030362	0.00136091255086126	10
chr19	18682105	18682728	Carnmt1	11324	1.48586174410772	2.38322114825985	-3.01212692665981	1.93284627283895e-20	more accessible in liver	0.815959634418586	0.288300897339995	0.527658737078591	0.00125082723368912	5
chr19	46888061	46888791	Ina	125906	1.28246797760324	1.97002922344901	-2.35624114311136	2.90445472434404e-09	not differential	0.791454624165177	0.211028262275535	0.580426361889643	0.000938899689371017	13
chr18	76458624	76459111	Smad2	217043	1.84474736638042	1.33185464406535	1.71665280262959	0.000673207777583631	not differential	0.141817173869846	0.6191515879871	-0.477334414117254	0.000641878327647418	5
chr19	14420033	14420536	Tle4	177514	1.27860850561257	2.14120720810185	-2.95738702839899	2.49741083591704e-13	not differential	0.894879672373278	0.161060860989844	0.733818811383435	0.00142724010266501	3
chr19	8928145	8928553	Rom1	802	1.62493387388183	2.86037591049212	-4.13968497055838	1.78727957992121e-43	more accessible in liver	0.874753235952448	0.170801960729069	0.703951275223379	0.00143453263455957	9
chr19	34848342	34848692	Pank1	30762	1.37957651256148	2.12279552353211	-2.67462266910734	1.51278916316811e-09	not differential	0.88837011363391	0.222039233237745	0.666330880396165	0.000374753148786997	8
chr18	62720001	62720378	Spink13	21008	1.41032442394763	2.02160002664576	-2.15652068189588	2.37257476986934e-06	not differential	0.766714005535235	0.143926946834755	0.62278705870048	0.00147092460335426	4
chr18	64599661	64600418	Atp8b1	60581	1.46403672745157	2.39669869111689	-3.08381139743017	1.96839724101822e-26	more accessible in liver	0.736596350380931	0.165972765470778	0.570623584910153	0.00148426191836671	9
chr18	83067306	83067524	Zfp516	156426	1.76938604822959	1.1855958699149	1.68613323988422	0.0275144775266153	not differential	0.116715341436446	0.587849572294094	-0.471134230857648	0.000459740073557777	4
chr18	38668815	38669137	Arhgap26	67280	1.59299578370349	2.44218270088131	-2.85524980249862	6.29276313187693e-14	not differential	0.773541215728716	0.194981266798217	0.578559948930498	0.00107053395081593	2
chr18	56851428	56851912	March3	73635	1.19656168633383	2.38738766954564	-3.91641384978223	4.25936130568471e-26	more accessible in liver	0.717764362659981	0.177876040558678	0.539888322101303	0.00149356226175775	3
chr19	20761249	20762297	Aldh1a7	33686	1.30814774127171	2.5301097055627	-4.11026923047216	1.61380049021041e-51	more accessible in liver	0.755223275483298	0.190520660299225	0.564702615184073	0.000571905294167612	3
chr18	74002023	74002600	Gm9925	62501	2.14008870822548	1.49468672475866	2.21808842561738	3.34995981633607e-10	not differential	0.217093787896814	0.71887602043224	-0.501782232535427	0.000665586503029114	17
chr19	57491066	57491446	Trub1	38159	2.33089932488667	1.44195200796744	3.02301879275017	4.74534417146858e-12	more accessible in kidney	0.151196829718653	0.621849580469991	-0.470652750751338	0.000991782830398782	9
chr18	64920981	64921697	Nedd4l	33275	1.66215099679063	2.11317677998196	-1.56582706465717	5.1784939295417e-07	not differential	0.740739768731887	0.19542858400274	0.545311184729147	0.000601895720912803	14
chr18	54422035	54422777	Csnk1g3	559921	1.31548244169736	3.14360081651366	-5.82668075678926	5.74693049502771e-33	more accessible in liver	0.906186911489069	0.269831386097266	0.636355525391802	0.000405523332092197	3
chr18	34880031	34880711	Egr1	20207	1.44096601306141	2.0934151786318	-2.35384712326922	1.04359394172788e-10	not differential	0.804642603728061	0.209597872225949	0.595044731502113	0.000791257378591407	6
chr19	55814973	55815686	Tcf7l2	73162	2.01982555066412	1.63724487657189	1.36054382163669	0.000141393373532399	not differential	0.220116713832689	0.720421258609693	-0.500304544777005	0.00150150739965988	15
chr18	21283395	21284344	Garem1	15793	1.68916711942862	3.15362799589569	-4.78317058384895	3.03635243573116e-78	more accessible in liver	0.680506520831943	0.166600448684375	0.513906072147568	0.000815929597163401	11
chr19	14240264	14241513	Olfr1505	326733	2.26661314648858	1.34867040883205	3.10963835667609	4.04273000858898e-27	more accessible in kidney	0.14408024683247	0.613007380546919	-0.468927133714449	0.000568858713924398	14
chr19	58581980	58582628	Ccdc172	69977	2.11899272483584	0.986216138716888	3.73829817771162	4.22181515024682e-14	more accessible in kidney	0.124373146294318	0.592908227459623	-0.468535081165305	0.00106620433399341	8
chr18	77818905	77819226	Pstpip2	24359	1.29884190804659	2.63385141056563	-4.29489843368826	6.86740159119117e-12	more accessible in liver	0.794019707473054	0.200368201637985	0.593651505835069	0.00129158679652675	5
chr18	84763870	84764159	Fam69c	43850	2.09967137964753	1.44948545892848	2.25125927432042	8.50474492917107e-06	not differential	0.135077827542028	0.602908642360784	-0.467830814818756	0.000911197805205866	6
chr19	21781568	21781922	Tmem2	3225	2.41074975564145	1.67496948805254	2.37602883786602	3.45567776995038e-11	not differential	0.176937687181197	0.656203064974617	-0.47926537779342	0.000995716769340017	4
chr19	45602522	45603078	Gm17018	41906	1.53118384984443	2.65004780332933	-3.8038415373183	1.90895760760779e-31	more accessible in liver	0.873666155507084	0.147454095730508	0.726212059776576	0.0015400208351922	7
chr18	69613670	69615093	Tcf4	270313	2.25139927272627	1.74080649831578	1.70739900004953	1.47588158290386e-13	not differential	0.0898516459199104	0.576149218390764	-0.486297572470854	0.00156027633414743	18
chr19	45628476	45629077	Fbxw4	31234	1.93903916677081	1.20797597616585	2.50366853589089	6.88065491694076e-08	not differential	0.240355781820975	0.779627519867625	-0.53927173804665	0.00119021275081526	7
chr18	55409301	55409631	Zfp608	419120	1.3866503126688	2.17923099270309	-2.72012326621654	4.33015204088873e-11	not differential	0.829372336710082	0.194175088773721	0.635197247936361	0.00158130490347681	5
chr18	77811658	77812220	Pstpip2	17112	1.51153532623395	2.99255862836172	-4.70896091020578	2.38915897209795e-21	more accessible in liver	0.784996781186863	0.207686038783303	0.577310742403561	0.000540648888197232	8
chr18	4943732	4945163	Svil	23191	1.65320642293604	2.96913004881278	-4.3944372561568	2.97797458417834e-102	more accessible in liver	0.694558892578315	0.172764407747078	0.521794484831237	0.00161857161775405	7
chr18	5679708	5680734	Zeb1	87847	1.34329494192861	2.0661887806185	-2.4491597807737	1.45968607374429e-14	not differential	0.796091287695653	0.272027474891115	0.524063812804537	0.00107053395081593	8
chr18	35402070	35402716	Sil1	96208	1.97356988946665	1.30755439586934	2.09482536206684	1.6696476624375e-07	not differential	0.119243779597882	0.61719526576441	-0.497951486166528	0.00162783867745521	6
chr19	44394070	44395412	Scd1	12296	1.24562200474465	2.5427302067214	-4.39725009424392	3.45454784001246e-72	more accessible in liver	0.848474567715199	0.22853480326004	0.619939764455159	0.000476650614731763	10
chr18	9370011	9371395	Ccny	78754	1.56677886716933	2.28667380295857	-2.46606417527319	1.7476361121888e-21	not differential	0.936993458868731	0.341529098643596	0.595464360225135	0.000723198465812875	6
chr19	3589506	3590252	Ppp6r3	13756	1.50623755726309	2.73437326668761	-4.10055725387488	9.27314932524082e-43	more accessible in liver	0.890982822631581	0.244896738293341	0.646086084338241	0.00103913656338111	8
chr18	54374280	54374515	Csnk1g3	512166	1.90024390213997	1.32099526830855	1.84520439789135	0.00462725028376278	not differential	0.185193367777209	0.725487257396248	-0.540293889619039	0.000374753148786997	2
chr18	47321123	47321368	Sema6a	47501	2.13656161642952	1.62068220773028	1.81178330246918	0.000254664614683275	not differential	0.0882081280788177	0.551635430512323	-0.463427302433505	0.0010192169735567	2
chr19	55867205	55867976	Tcf7l2	125394	1.43629272075569	2.78451524801424	-4.48250521322892	3.0220245447666e-57	more accessible in liver	0.740056693270479	0.208747850640628	0.531308842629851	0.00168620712461836	7
chr18	12998168	12998716	Hrh4	8273	1.23635681040326	1.88093522992224	-2.2885006020669	2.74721687860277e-07	not differential	0.850016419221561	0.270327662573193	0.579688756648368	0.000746661280031646	5
chr19	55860073	55860329	Tcf7l2	118262	1.44158290552834	2.57577265496114	-3.80832929501944	3.93143500589826e-23	more accessible in liver	0.798860661894536	0.13797121128476	0.660889450609775	0.00169902453195018	6
chr18	36383930	36384686	Cystm1	38310	1.61219507106901	2.55811149735635	-3.1651313902106	1.0313872707628e-32	more accessible in liver	0.811383936354365	0.273400026868452	0.537983909485913	0.000723198465812875	11
chr18	63201091	63201567	Piezo2	185615	2.20281485128046	1.54446454213488	1.96978378681095	6.16831763611011e-08	not differential	0.0846157036765639	0.666126503726638	-0.581510800050074	0.00172924917237394	6
chr19	44396698	44397039	Scd1	10669	0.996998235461761	2.25876795969922	-3.65769956337791	7.97385784188356e-06	more accessible in liver	0.893701289690371	0.28393625778064	0.609765031909732	0.000806306387070812	5
chr19	55923937	55924292	Tcf7l2	182126	2.10855797854747	2.07272006795835	0.134100710764935	0.710869995051918	not differential	0.199647617079824	0.760269499337031	-0.560621882257207	0.00172924917237394	9
chr19	8518037	8519243	Slc22a8	72010	1.30389260161682	2.33503220177606	-3.46024986730067	1.25467441948999e-37	more accessible in liver	0.878794905936393	0.259360695183112	0.619434210753281	0.00172924917237394	26
chr19	55491240	55491478	Vti1a	174944	1.8916572314856	1.90892822427432	-0.0383665018957582	0.938861751279044	not differential	0.0649389949154861	0.548930326735169	-0.483991331819683	0.00172924917237394	6
chr18	84895282	84895635	Fbxo15	39146	1.45861931284246	2.60894045892692	-3.88923704339578	1.70521103823938e-30	more accessible in liver	0.826106109018483	0.21454072710107	0.611565381917412	0.000374753148786997	2
chr19	27870899	27871238	Rfx3	139927	1.28712549223946	2.37042743198963	-3.29837637759733	1.25953158540727e-15	more accessible in liver	0.905979812029256	0.219480168939406	0.68649964308985	0.00173395988315779	3
chr18	39903425	39903755	Pabpc2	129927	1.30885845852591	2.49047972445622	-4.01954643900442	4.06803998955368e-24	more accessible in liver	0.839639146198286	0.219239787989788	0.620399358208498	0.000529405056061488	3
chr18	64678121	64678457	Atp8b1	17120	1.4123577825952	2.26370870070786	-2.79040361876379	8.04887258567685e-12	not differential	0.67924360942594	0.176280712025494	0.502962897400446	0.00173463277888848	3
chr19	27905954	27906555	Rfx3	104610	1.38969966052841	2.68395724952874	-4.31297688488464	1.05817261923576e-39	more accessible in liver	0.922849662581001	0.269686763383211	0.65316289919779	0.000756695265087565	15
chr19	58094707	58095676	Gfra1	360232	1.75341263582259	1.40676300697473	1.1949640996659	0.000592094401709062	not differential	0.157946479361438	0.611790918896409	-0.453844439534971	0.00161269091981656	16
chr18	46675698	46676154	Cdo1	52187	2.07854659476582	1.27398115793731	2.65110336815473	2.13772587776363e-08	not differential	0.107718410332597	0.561502125260076	-0.453783714927478	0.000791257378591407	3
chr18	69805995	69806261	Ccdc68	119164	1.90738004688582	1.31426703409459	2.02135336830822	0.00129625638391118	not differential	0.186164051754627	0.670205527596943	-0.484041475842316	0.00174562915018291	2
chr18	44524532	44525234	Dcp2	144029	2.06009233558604	1.5924474018529	1.55636703113685	1.36996403266604e-06	not differential	0.232224775806383	0.685854981133058	-0.453630205326675	0.000938899689371017	13
chr18	4554481	4555584	Jcad	79344	1.26882597211543	2.06612535475811	-2.76917083259152	3.78261469723696e-20	not differential	0.645089772596566	0.158880421606731	0.486209350989835	0.00174562915018291	2
chr19	17354494	17355600	Gcnt1	1066	1.65016681131234	2.76526580589766	-3.70502654815098	3.34172356518843e-61	more accessible in liver	0.580136463296513	0.128155039121148	0.451981424175365	0.000938899689371017	8
chr19	21104404	21105168	Tmc1	150201	1.72838190251653	2.2397832798677	-1.77604055973778	1.19737950609589e-09	not differential	0.879673812622405	0.289093873608538	0.590579939013867	0.00171939294466416	12
