chr	start	end	interval_id	num_peaks	num_samples	kidney_14_5_REP1.mLb.clN.bool	kidney_14_5_REP2.mLb.clN.bool	kidney_15_5_REP1.mLb.clN.bool	kidney_15_5_REP2.mLb.clN.bool	liver_14_5_REP1.mLb.clN.bool	liver_14_5_REP2.mLb.clN.bool	liver_15_5_REP1.mLb.clN.bool	liver_15_5_REP2.mLb.clN.bool	kidney_14_5_REP1.mLb.clN.fc	kidney_14_5_REP2.mLb.clN.fc	kidney_15_5_REP1.mLb.clN.fc	kidney_15_5_REP2.mLb.clN.fc	liver_14_5_REP1.mLb.clN.fc	liver_14_5_REP2.mLb.clN.fc	liver_15_5_REP1.mLb.clN.fc	liver_15_5_REP2.mLb.clN.fc	kidney_14_5_REP1.mLb.clN.qval	kidney_14_5_REP2.mLb.clN.qval	kidney_15_5_REP1.mLb.clN.qval	kidney_15_5_REP2.mLb.clN.qval	liver_14_5_REP1.mLb.clN.qval	liver_14_5_REP2.mLb.clN.qval	liver_15_5_REP1.mLb.clN.qval	liver_15_5_REP2.mLb.clN.qval	kidney_14_5_REP1.mLb.clN.pval	kidney_14_5_REP2.mLb.clN.pval	kidney_15_5_REP1.mLb.clN.pval	kidney_15_5_REP2.mLb.clN.pval	liver_14_5_REP1.mLb.clN.pval	liver_14_5_REP2.mLb.clN.pval	liver_15_5_REP1.mLb.clN.pval	liver_15_5_REP2.mLb.clN.pval	kidney_14_5_REP1.mLb.clN.start	kidney_14_5_REP2.mLb.clN.start	kidney_15_5_REP1.mLb.clN.start	kidney_15_5_REP2.mLb.clN.start	liver_14_5_REP1.mLb.clN.start	liver_14_5_REP2.mLb.clN.start	liver_15_5_REP1.mLb.clN.start	liver_15_5_REP2.mLb.clN.start	kidney_14_5_REP1.mLb.clN.end	kidney_14_5_REP2.mLb.clN.end	kidney_15_5_REP1.mLb.clN.end	kidney_15_5_REP2.mLb.clN.end	liver_14_5_REP1.mLb.clN.end	liver_14_5_REP2.mLb.clN.end	liver_15_5_REP1.mLb.clN.end	liver_15_5_REP2.mLb.clN.end	kidney_14_5_REP1.mLb.clN.summit	kidney_14_5_REP2.mLb.clN.summit	kidney_15_5_REP1.mLb.clN.summit	kidney_15_5_REP2.mLb.clN.summit	liver_14_5_REP1.mLb.clN.summit	liver_14_5_REP2.mLb.clN.summit	liver_15_5_REP1.mLb.clN.summit	liver_15_5_REP2.mLb.clN.summit
chr18	4375366	4376192	Interval_52	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	5.1545	6.28977	6.08584	7.07857	8.03555	13.8041	11.422	9.66001	9.34085	19.1658	16.4396	20.8911	18.728	113.568	47.166	26.6291	12.1567	21.8775	19.1668	23.6515	21.4887	116.416	49.9467	29.3596	4375406	4375452	4375513	4375414	4375520	4375451	4375366	4375480	4376038	4376130	4376028	4375980	4375980	4376192	4375982	4375985	415	313	314	180	239	191	279	305
chr18	4439744	4440433	Interval_53	6	6	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	4.22949	NA	3.33917	4.37675	5.37954	4.49878	5.29079	NA	6.73813	NA	4.25545	4.88634	18.1885	7.35603	7.87039	NA	9.07368	NA	6.47586	7.32336	20.5562	9.6811	10.2943	NA	4439978	NA	4439949	4439900	4439744	4439900	4439892	NA	4440433	NA	4440371	4440159	4440224	4440159	4440210	NA	45	NA	30	118	207	173	252
chr18	4514319	4515249	Interval_54	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.32827	3.26442	4.52043	4.13705	NA	NA	NA	NA	2.57389	3.71142	9.1218	8.16909	NA	NA	NA	NA	4.93442	5.86881	11.6206	10.5848	NA	NA	NA	NA	4514608	4514344	4514326	4514319	NA	NA	NA	NA	4514802	4515249	4514843	4515039	NA	NA	NA	NA	152	427	298	347	NA	NA	NA	NA
chr18	4518737	4519070	Interval_55	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	4.12287	NA	NA	NA	NA	NA	NA	NA	6.77579	NA	NA	NA	NA	NA	NA	NA	9.11303	NA	NA	NA	NA	NA	NA	NA	4518737	NA	NA	NA	NA	NA	NA	NA	4519070	NA	NA	NA	NA	NA	NA	NA	114	NA	NA	NA	NA	NA	NA
chr18	4549424	4550296	Interval_56	3	3	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3.66862	4.6901	NA	3.56185	NA	NA	NA	NA	2.70993	7.10365	NA	3.42435	NA	NA	NA	NA	5.08369	9.45527	NA	5.58296	NA	NA	NA	NA	4549877	4549611	NA	4549424	NA	NA	NA	NA	4550269	4550174	NA	4550296	NA	NA	NA	NA	169	299	NA	478	NA	NA	NA	NA
chr18	4554480	4555584	Interval_57	4	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	4.55815	4.88315	5.34754	5.89363	NA	NA	NA	NA	4.36163	10.9664	8.76365	8.21061	NA	NA	NA	NA	6.77701	13.2413	11.123	10.6435	NA	NA	NA	NA	4555210	4554480	4555184	4555194	NA	NA	NA	NA	4555525	4555566	4555584	4555574	NA	NA	NA	NA	84	261	127	80
chr18	4558757	4559294	Interval_58	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.37232	4.1575	4.10164	NA	NA	NA	NA	NA	2.92502	5.1708	5.36702	NA	NA	NA	NA	NA	5.01417	7.48487	7.65351	NA	NA	NA	NA	NA	4558873	4558757	4558914	NA	NA	NA	NA	NA	4559261	4559129	4559294	NA	NA	NA	NA	NA	88	202	287	NA	NA	NA	NA
chr18	4570766	4571252	Interval_59	3	3	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	3.40812	3.18708	NA	NA	3.78726	NA	NA	NA	2.93497	2.96336	NA	NA	3.55478	NA	NA	NA	5.07875	5.07947	NA	NA	5.75022	NA	NA	NA	4570887	4570766	NA	NA	4570936	NA	NA	NA	4571138	4571252	NA	NA	4571225	NA	NA	NA	204	76	NA	NA	80	NA
chr18	4595134	4595517	Interval_60	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	4.66124	NA	NA	NA	NA	NA	NA	NA	5.84994	NA	NA	NA	NA	NA	NA	NA	8.13363	NA	NA	NA	NA	NA	NA	NA	4595134	NA	NA	NA	NA	NA	NA	NA	4595517	NA	NA	NA	NA	NA	NA	NA	297	NA
chr18	4634688	4635780	Interval_61	8	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	6.24096	6.90243	7.92763	8.19907	9.17319	9.41246	9.19213	9.16337	19.4037	38.3436	50.0076	58.7987	34.4235	117.747	51.865	43.6126	22.5918	41.4011	53.3413	62.1371	37.3816	120.608	54.6783	46.519	4634699	4634699	4634688	4634689	4634730	4634714	4634827	4634688	4635685	4635711	4635711	4635780	4635630	4635704	4635602	4635672	248	248	264	272	219	302	237	284
chr18	4636076	4636923	Interval_62	6	6	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	NA	2.992	3.7517	2.84694	NA	3.73702	3.67117	3.22667	NA	6.17615	11.3041	6.11161	NA	20.9283	8.90319	5.34303	NA	8.48371	13.882	8.43768	NA	23.322	11.2657	7.68791	NA	4636355	4636363	4636076	NA	4636364	4636381	4636393	NA	4636740	4636743	4636736	NA	4636923	4636918	4636870	NA	73	153	400	NA	152	112	88
chr18	4644504	4644900	Interval_63	3	3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	3.0999	3.76829	4.98234	NA	NA	NA	NA	NA	4.37533	5.95856	8.29368	NA	NA	NA	NA	NA	6.4948	8.24523	10.7286	NA	NA	NA	NA	NA	4644541	4644517	4644504	NA	NA	NA	NA	NA	4644890	4644884	4644900	NA	NA	NA	NA	NA	314	130	115
chr18	4689507	4690151	Interval_64	3	3	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	3.71445	4.08224	3.42349	NA	NA	NA	NA	NA	4.39376	5.29362	3.59904	NA	NA	NA	NA	NA	6.60029	7.61404	5.77056	NA	NA	NA	NA	NA	4689851	4689772	4689507	NA	NA	NA	NA	NA	4690148	4690151	4690062	NA	NA	NA	NA	NA	243	8	412	NA	NA	NA	NA
chr18	4709745	4710154	Interval_65	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	4.66787	3.76399	NA	NA	NA	NA	NA	NA	6.75387	3.73474	NA	NA	NA	NA	NA	NA	9.09016	5.95309	NA	NA	NA	NA	NA	NA	4709745	4709819	NA	NA	NA	NA	NA	NA	4710154	4710057	NA	NA	NA	NA	NA	NA	215	180	NA	NA	NA	NA	NA
chr18	4715868	4716076	Interval_66	1	1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3.72557	NA	NA	NA	NA	NA	NA	NA	2.79399	NA	NA	NA	NA	NA	NA	NA	5.17655	NA	NA	NA	NA	NA	NA	NA	4715868	NA	NA	NA	NA	NA	NA	NA	4716076	NA	NA	NA	NA	NA	NA	NA	146	NA	NA	NA	NA	NA	NA	NA
chr18	4734161	4734392	Interval_67	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	2.96595	NA	NA	NA	NA	NA	NA	NA	2.55781	NA	NA	NA	NA	NA	NA	NA	4.63057	NA	NA	NA	NA	NA	NA	NA	4734161	NA	NA	NA	NA	NA	NA	NA	4734392	NA	NA	NA	NA	NA	NA	NA	170	NA	NA	NA	NA
chr18	4736409	4736718	Interval_68	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.77561	NA	NA	NA	NA	NA	NA	NA	4.22109	NA	NA	NA	NA	NA	NA	NA	6.47241	NA	NA	NA	NA	NA	NA	NA	4736409	NA	NA	NA	NA	NA	NA	NA	4736718	NA	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	NA
chr18	4757697	4758164	Interval_69	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	6.13425	4.50787	NA	NA	NA	NA	NA	NA	13.3688	6.39043	NA	NA	NA	NA	NA	NA	15.9368	8.76986	NA	NA	NA	NA	NA	NA	4757697	4757897	NA	NA	NA	NA	NA	NA	4758164	4758137	NA	NA	NA	NA	NA	NA	324	121	NA	NA	NA	NA	NA
chr18	4758458	4758752	Interval_70	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	2.92687	NA	NA	NA	NA	NA	NA	NA	2.32231	NA	NA	NA	NA	NA	NA	NA	4.36994	NA	NA	NA	NA	NA	NA	NA	4758458	NA	NA	NA	NA	NA	NA	NA	4758752	NA	NA	NA	NA	NA	NA	NA	36	NA	NA	NA	NA
chr18	4775378	4775846	Interval_71	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.47687	NA	NA	NA	NA	NA	NA	NA	3.28329	NA	NA	NA	NA	NA	NA	NA	5.42521	NA	NA	NA	NA	NA	NA	NA	4775378	NA	NA	NA	NA	NA	NA	NA	4775846	NA	NA	NA	NA	NA	NA	NA	362	NA	NA	NA	NA
chr18	4785324	4785793	Interval_72	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.81793	3.81627	NA	NA	NA	NA	NA	NA	4.06051	4.08882	NA	NA	NA	NA	NA	NA	6.30147	6.29835	NA	NA	NA	NA	NA	NA	4785380	4785324	NA	NA	NA	NA	NA	NA	4785793	4785753	NA	NA	NA	NA	NA	NA	270	312	NA	NA	NA	NA
chr18	4796309	4796802	Interval_73	2	2	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.89626	3.11819	NA	NA	NA	NA	NA	NA	4.98712	2.4496	NA	NA	NA	NA	NA	NA	7.2314	4.54928	NA	NA	NA	NA	NA	NA	4796533	4796309	NA	NA	NA	NA	NA	NA	4796802	4796657	NA	NA	NA	NA	NA	NA	177	46	NA	NA	NA	NA	NA
chr18	4804090	4804343	Interval_74	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	3.94168	NA	NA	NA	NA	NA	NA	NA	4.0578	NA	NA	NA	NA	NA	NA	NA	6.27293	NA	NA	NA	NA	NA	NA	NA	4804090	NA	NA	NA	NA	NA	NA	NA	4804343	NA	NA	NA	NA	NA	NA	NA	108	NA
chr18	4818109	4818351	Interval_75	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.5237	NA	NA	NA	NA	NA	NA	NA	3.5719	NA	NA	NA	NA	NA	NA	NA	5.74162	NA	NA	NA	NA	NA	NA	NA	4818109	NA	NA	NA	NA	NA	NA	NA	4818351	NA	NA	NA	NA	NA	NA	NA	221	NA	NA	NA	NA
chr18	4839971	4840225	Interval_76	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.79774	NA	NA	NA	NA	NA	NA	NA	4.29323	NA	NA	NA	NA	NA	NA	NA	6.51565	NA	NA	NA	NA	NA	NA	NA	4839971	NA	NA	NA	NA	NA	NA	NA	4840225	NA	NA	NA	NA	NA	NA	NA	93	NA	NA	NA	NA
chr18	4845347	4845687	Interval_77	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.80172	NA	NA	NA	NA	NA	NA	NA	3.85335	NA	NA	NA	NA	NA	NA	NA	6.02142	NA	NA	NA	NA	NA	NA	NA	4845347	NA	NA	NA	NA	NA	NA	NA	4845687	NA	NA	NA	NA	NA	NA	NA	128	NA	NA	NA	NA	NA	NA
chr18	4847552	4847863	Interval_78	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	2.74856	NA	NA	NA	NA	NA	NA	NA	1.49452	NA	NA	NA	NA	NA	NA	NA	3.5316	NA	NA	NA	NA	NA	NA	NA	4847552	NA	NA	NA	NA	NA	NA	NA	4847863	NA	NA	NA	NA	NA	NA	NA	146	NA
chr18	4853932	4854232	Interval_79	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	2.82624	NA	NA	NA	NA	NA	NA	NA	1.85003	NA	NA	NA	NA	NA	NA	NA	3.83232	NA	NA	NA	NA	NA	NA	NA	4853932	NA	NA	NA	NA	NA	NA	NA	4854232	NA	NA	NA	NA	NA	NA	NA	228	NA	NA	NA	NA
chr18	4862365	4862905	Interval_80	4	4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	7.6876	7.83322	7.81519	6.26312	NA	NA	NA	NA	13.6831	38.4879	21.9909	10.7944	NA	NA	NA	NA	16.3572	41.0154	24.5579	13.2892	NA	NA	NA	NA	4862445	4862365	4862388	4862409	NA	NA	NA	NA	4862686	4862905	4862707	4862691	NA	NA	NA	NA	107	177	154	171
chr18	4866617	4866951	Interval_81	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	4.67475	NA	NA	NA	NA	NA	NA	NA	15.6141	NA	NA	NA	NA	NA	NA	NA	17.9527	NA	NA	NA	NA	NA	NA	NA	4866617	NA	NA	NA	NA	NA	NA	NA	4866951	NA	NA	NA	NA	NA	NA	NA	266	NA	NA
chr18	4869518	4870317	Interval_82	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	5.06724	7.37675	5.92006	6.15291	NA	NA	NA	NA	7.81707	24.077	12.4233	17.0976	NA	NA	NA	NA	10.5595	26.8901	15.0376	19.7732	NA	NA	NA	NA	4869722	4869663	4869671	4869518	NA	NA	NA	NA	4870198	4870317	4870266	4870294	NA	NA	NA	NA	150	344	233	489	NA	NA	NA	NA
chr18	4872544	4872783	Interval_83	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.7486	NA	NA	NA	NA	NA	NA	NA	1.84242	NA	NA	NA	NA	NA	NA	NA	3.85124	NA	NA	NA	NA	NA	NA	NA	4872544	NA	NA	NA	NA	NA	NA	NA	4872783	NA	NA	NA	NA	NA	NA	NA	56	NA	NA	NA	NA	NA
chr18	4920141	4922696	Interval_84	12	8	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	4.53691;4.49039	4.34237	4.41887;4.35989	4.65594;4.75828	7.52068;4.62326	7.12735	6.99674	6.44465	14.7006;14.8256	22.4132	21.879;21.5379	23.6174;24.8526	40.2487;15.6941	138.973	62.1847	39.8277	17.7349;17.8644	25.1942	24.731;24.3821	26.4321;27.6901	43.2685;18.4059	141.9	65.0567	42.6995	4920288;4921045	4920262	4920213;4921314	4920339;4921218	4920207;4921314	4920141	4920205	4920208	4920837;4921842	4922696	4920989;4922611	4920803;4922520	4920833;4922527	4922644	4922530	4922687	241;538	180	318;270	219;364	352;263	376	353	324
chr18	4937987	4938670	Interval_85	2	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	3.16427	4.08612	NA	NA	NA	NA	NA	NA	8.57071	8.65586	NA	NA	NA	NA	NA	NA	10.8037	11.0127	NA	NA	NA	NA	NA	NA	4937987	4938159	NA	NA	NA	NA	NA	NA	4938670	4938425	NA	NA	NA	NA	NA	NA	298	115	NA
chr18	4943731	4945163	Interval_86	5	5	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	3.60363	9.99264	10.7257	11.8232	8.80027	NA	NA	NA	4.15835	58.3252	228.768	130.779	61.1738	NA	NA	NA	6.37234	61.5149	231.93	133.978	64.2329	NA	NA	NA	4944251	4943854	4943731	4943865	4943812	NA	NA	NA	4944562	4944900	4944955	4944976	4945163	NA	NA	NA	73	476	631	497	756
chr18	4970002	4970317	Interval_87	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	2.86825	NA	NA	NA	NA	NA	NA	NA	1.46901	NA	NA	NA	NA	NA	NA	NA	3.57534	NA	NA	NA	NA	NA	NA	NA	4970002	NA	NA	NA	NA	NA	NA	NA	4970317	NA	NA	NA	NA	NA	NA	NA	20
chr18	4970740	4971246	Interval_88	4	4	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	3.71508	3.29554	NA	NA	NA	3.54932	3.47633	NA	3.41843	3.57609	NA	NA	NA	5.76416	3.89789	NA	5.86417	5.72303	NA	NA	NA	7.9292	6.1069	NA	4970834	4970740	NA	NA	NA	4970813	4970828	NA	4971246	4971246	NA	NA	NA	4971226	4971195	NA	388	463	NA	NA	NA	295	152	NA
chr18	4975075	4975369	Interval_89	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.01789	NA	NA	NA	NA	NA	NA	NA	2.79531	NA	NA	NA	NA	NA	NA	NA	4.92642	NA	NA	NA	NA	NA	NA	NA	4975075	NA	NA	NA	NA	NA	NA	NA	4975369	NA	NA	NA	NA	NA	NA	NA	258	NA	NA	NA	NA	NA
chr18	4980347	4980980	Interval_90	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.75158	4.07564	3.16305	3.6743	NA	NA	NA	NA	3.47895	6.66767	3.44858	5.22966	NA	NA	NA	NA	5.93057	8.99966	5.64025	7.50895	NA	NA	NA	NA	4980386	4980354	4980347	4980374	NA	NA	NA	NA	4980812	4980829	4980980	4980711	NA	NA	NA	NA	388	208	34	193	NA	NA	NA	NA
chr18	4982303	4982574	Interval_91	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	2.82983	NA	NA	NA	NA	NA	NA	NA	2.47963	NA	NA	NA	NA	NA	NA	NA	4.52076	NA	NA	NA	NA	NA	NA	NA	4982303	NA	NA	NA	NA	NA	NA	NA	4982574	NA	NA	NA	NA	NA	NA	NA	159	NA	NA	NA	NA	NA	NA
chr18	4986920	4987254	Interval_92	1	1	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	2.64636	NA	NA	NA	NA	NA	NA	NA	1.80326	NA	NA	NA	NA	NA	NA	NA	3.80647	NA	NA	NA	NA	NA	NA	NA	4986920	NA	NA	NA	NA	NA	NA	NA	4987254	NA	NA	NA	NA	NA	NA	NA	27	NA	NA	NA	NA	NA
chr18	4993681	4994947	Interval_93	7	7	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	4.52204	3.5076	4.20331	3.94918	3.65012	NA	6.85309	6.93882	7.92798	7.35261	10.8527	9.51305	2.72031	NA	22.3181	16.9492	10.6761	9.71555	13.4154	11.978	5.05345	NA	24.8886	19.5538	4994235	4993788	4993686	4993681	4993967	NA	4993872	4994106	4994657	4994947	4994876	4994680	4994291	NA	4994735	4994690	155	758	215	199	137	NA	629	393
chr18	5007738	5008272	Interval_94	2	2	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	3.6143	2.87721	NA	NA	NA	NA	NA	NA	5.75513	3.03582	NA	NA	NA	NA	NA	NA	8.10134	5.15794	NA	NA	NA	NA	NA	NA	5007797	5007738	NA	NA	NA	NA	NA	NA	5008272	5007983	NA	NA	NA	NA	NA	NA	169	150	NA	NA	NA	NA
chr18	5014377	5015110	Interval_95	2	2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2.98235	2.61313	NA	NA	NA	NA	NA	NA	2.16506	1.91925	NA	NA	NA	NA	NA	NA	4.47926	3.88964	NA	NA	NA	NA	NA	NA	5014377	5014697	NA	NA	NA	NA	NA	NA	5014721	5015110	NA	NA	NA	NA	NA	NA	81	190	NA	NA	NA	NA	NA	NA
chr18	5020229	5020632	Interval_96	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	3.35877	NA	NA	NA	NA	NA	NA	NA	4.18649	NA	NA	NA	NA	NA	NA	NA	6.30048	NA	NA	NA	NA	NA	NA	NA	5020229	NA	NA	NA	NA	NA	NA	NA	5020632	NA	NA	NA	NA	NA	NA	NA	355	NA	NA
chr18	5020675	5020939	Interval_97	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	2.80561	NA	NA	NA	NA	NA	NA	NA	1.43909	NA	NA	NA	NA	NA	NA	NA	3.47151	NA	NA	NA	NA	NA	NA	NA	5020675	NA	NA	NA	NA	NA	NA	NA	5020939	NA	NA	NA	NA	NA	NA	NA	202	NA
chr18	5063272	5063529	Interval_98	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.30743	NA	NA	NA	NA	NA	NA	NA	2.79493	NA	NA	NA	NA	NA	NA	NA	4.89656	NA	NA	NA	NA	NA	NA	NA	5063272	NA	NA	NA	NA	NA	NA	NA	5063529	NA	NA	NA	NA	NA	NA	NA	212	NA	NA	NA	NA
chr18	5091004	5091414	Interval_99	1	1	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	3.13594	NA	NA	NA	NA	NA	NA	NA	2.86854	NA	NA	NA	NA	NA	NA	NA	4.97666	NA	NA	NA	NA	NA	NA	NA	5091004	NA	NA	NA	NA	NA	NA	NA	5091414	NA	NA	NA	NA	NA	NA	NA	82	NA	NA	NA	NA
chr18	5092280	5093001	Interval_100	2	2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	2.74578	5.15178	NA	NA	NA	NA	NA	NA	2.78	9.76946	NA	NA	NA	NA	NA	NA	4.83321	12.1506	NA	NA	NA	NA	NA	NA	5092280	5092518	NA	NA	NA	NA	NA	NA	5092825	5093001	NA	NA	NA	NA	NA	NA	438	197	NA
chr18	5098509	5098964	Interval_101	3	3	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	5.80184	7.22368	5.07105	NA	NA	NA	NA	NA	8.68003	33.1469	11.325	NA	NA	NA	NA	NA	11.2389	35.6395	13.7359	NA	NA	NA	NA	NA	5098509	5098512	5098575	NA	NA	NA	NA	NA	5098920	5098964	5098902	NA	NA	NA	NA	NA	118	168	99	NA
chr18	5102593	5103080	Interval_102	1	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	2.90084	NA	NA	NA	NA	NA	NA	NA	2.5413	NA	NA	NA	NA	NA	NA	NA	4.67503	NA	NA	NA	NA	NA	NA	NA	5102593	NA	NA	NA	NA	NA	NA	NA	5103080	NA	NA	NA	NA	NA	NA	NA	453	NA
chr18	5107157	5108027	Interval_103	4	4	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	3.74092	5.64238	3.73903	4.08456	NA	NA	NA	NA	3.2401	10.3728	4.38784	5.5973	NA	NA	NA	NA	5.6693	12.849	6.65048	7.89709	NA	NA	NA	NA	5107705	5107527	5107157	5107620	NA	NA	NA	NA	5107961	5107982	5107920	5108027	NA	NA	NA	NA	189	297	461	294	NA	NA	NA	NA
chr18	5124763	5125043	Interval_104	1	1	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	3.14388	NA	NA	NA	NA	NA	NA	NA	2.54896	NA	NA	NA	NA	NA	NA	NA	4.59681	NA	NA	NA	NA	NA	NA	NA	5124763	NA	NA	NA	NA	NA	NA	NA	5125043	NA	NA	NA	NA	NA	NA	NA	15	NA	NA	NA	NA	NA	NA
chr18	5133912	5134515	Interval_105	5	5	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	NA	4.0374	2.91093	NA	NA	3.40383	4.67446	3.96246	NA	5.5229	2.42912	NA	NA	3.85128	6.79247	3.53651	NA	7.7974	4.51708	NA	NA	5.95396	9.10326	5.8027	NA	5133912	5134056	NA	NA	5133937	5134228	5134199	NA	5134510	5134296	NA	NA	5134482	5134482	5134515	NA	456	197	NA	NA	445	151	211
chr18	5141459	5141947	Interval_106	2	2	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	2.35754	NA	2.57143	NA	NA	NA	NA	NA	2.09128	NA	2.75136	NA	NA	NA	NA	NA	4.09553	NA	4.84124	NA	NA	NA	NA	NA	5141459	NA	5141620	NA	NA	NA	NA	NA	5141675	NA	5141947	NA	NA	NA	NA	NA	86	NA	90	NA	NA	NA	NA
chr18	5142318	5143246	Interval_107	7	7	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	4.23901	4.5027	4.13985	4.0087	3.57417	3.14981	2.62139	NA	7.54663	13.4395	8.68838	9.708	3.24477	5.89723	2.24891	NA	10.2736	16.0093	11.1702	12.1794	5.60571	8.06806	4.36678	NA	5142357	5142638	5142592	5142689	5142449	5142318	5142384	NA	5143037	5143123	5143246	5143175	5142745	5142725	5142754	NA	576	173	526	431	241	255	37	NA
