# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "6" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "liver_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP2.mLb.clN.sorted.bam" "kidney_14_5_REP1.mLb.clN.sorted.bam" "liver_15_5_REP1.mLb.clN.sorted.bam" "kidney_15_5_REP1.mLb.clN.sorted.bam" "kidney_14_5_REP2.mLb.clN.sorted.bam" "kidney_15_5_REP2.mLb.clN.sorted.bam" "liver_14_5_REP2.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	liver_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP2.mLb.clN.sorted.bam	kidney_14_5_REP1.mLb.clN.sorted.bam	liver_15_5_REP1.mLb.clN.sorted.bam	kidney_15_5_REP1.mLb.clN.sorted.bam	kidney_14_5_REP2.mLb.clN.sorted.bam	kidney_15_5_REP2.mLb.clN.sorted.bam	liver_14_5_REP2.mLb.clN.sorted.bam
Interval_337	chr18	11204769	11205578	+	810	10	19	30	31	81	88	82	42
Interval_338	chr18	11218016	11218245	+	230	0	5	9	4	12	22	23	6
Interval_339	chr18	11221588	11222200	+	613	8	6	23	16	51	33	54	23
Interval_340	chr18	11239329	11240426	+	1098	9	19	56	22	101	130	108	24
Interval_341	chr18	11317090	11317834	+	745	23	31	14	45	11	9	22	41
Interval_342	chr18	11327058	11327580	+	523	3	7	19	9	27	34	33	11
Interval_343	chr18	11333679	11334136	+	458	3	6	18	5	22	31	27	14
Interval_344	chr18	11351726	11353206	+	1481	44	51	177	63	246	357	321	97
Interval_345	chr18	11392440	11393336	+	897	8	9	80	9	84	131	112	14
Interval_346	chr18	11442244	11442733	+	490	4	2	12	10	30	28	39	4
Interval_347	chr18	11466823	11467112	+	290	5	10	7	8	4	14	9	14
Interval_348	chr18	11470742	11471380	+	639	5	3	40	11	52	64	52	6
Interval_349	chr18	11479416	11480376	+	961	7	6	24	3	48	50	61	6
Interval_350	chr18	11534396	11534730	+	335	5	5	15	4	15	20	17	6
Interval_351	chr18	11614327	11614826	+	500	2	1	18	4	23	25	19	5
Interval_352	chr18	11656973	11658390	+	1418	334	374	200	548	339	383	344	1057
Interval_353	chr18	11728048	11728524	+	477	16	8	7	29	10	9	7	62
Interval_354	chr18	11766553	11767299	+	747	17	25	15	51	11	5	14	83
Interval_355	chr18	11772793	11773336	+	544	5	6	4	15	15	5	9	39
Interval_356	chr18	11794245	11794545	+	301	7	7	4	18	10	12	17	15
Interval_357	chr18	11801419	11801684	+	266	2	6	6	10	7	5	5	21
Interval_358	chr18	11839101	11840867	+	1767	29	44	149	50	225	236	206	78
Interval_359	chr18	11849660	11850413	+	754	6	8	32	11	54	53	57	16
Interval_360	chr18	11854860	11855587	+	728	1	4	30	3	48	48	49	8
Interval_361	chr18	11862520	11863019	+	500	7	7	20	9	37	31	41	13
Interval_362	chr18	11875701	11875925	+	225	2	1	9	1	7	12	17	6
Interval_363	chr18	11883424	11884588	+	1165	8	1	110	19	169	182	182	27
Interval_364	chr18	11892760	11893195	+	436	3	5	17	2	27	43	32	16
Interval_365	chr18	11899896	11900612	+	717	3	11	50	15	73	66	63	10
Interval_366	chr18	11939748	11940156	+	409	13	8	8	20	21	13	29	25
Interval_367	chr18	11946967	11947360	+	394	12	13	25	15	39	36	40	20
Interval_368	chr18	11966363	11967573	+	1211	11	7	97	21	134	181	153	21
Interval_369	chr18	11995617	11996603	+	987	5	3	33	4	60	59	62	16
Interval_370	chr18	12018023	12018340	+	318	19	24	5	23	4	5	10	30
Interval_371	chr18	12022336	12022573	+	238	6	6	4	7	8	15	14	22
Interval_372	chr18	12023338	12024355	+	1018	100	139	14	257	12	14	26	433
Interval_373	chr18	12043139	12043702	+	564	10	5	11	14	11	13	13	30
Interval_374	chr18	12091128	12091522	+	395	9	6	9	6	12	23	19	9
Interval_375	chr18	12092250	12092488	+	239	0	4	10	2	12	23	19	9
Interval_376	chr18	12102081	12102522	+	442	11	4	22	13	31	32	36	27
Interval_377	chr18	12110033	12110255	+	223	4	4	5	5	3	15	8	11
Interval_378	chr18	12120948	12122052	+	1105	160	166	100	234	144	185	186	463
Interval_379	chr18	12128308	12129180	+	873	266	323	127	527	208	221	219	932
Interval_380	chr18	12135503	12135896	+	394	2	4	11	10	24	18	15	14
Interval_381	chr18	12166819	12167587	+	769	333	411	22	661	45	33	59	1070
Interval_382	chr18	12168035	12169434	+	1400	434	567	204	869	274	323	314	1620
Interval_383	chr18	12182305	12182582	+	278	6	7	4	11	6	5	3	26
Interval_384	chr18	12184992	12185480	+	489	11	3	29	9	14	22	17	22
Interval_385	chr18	12187498	12187741	+	244	5	8	7	14	14	25	21	19
Interval_386	chr18	12221017	12221317	+	301	9	11	9	25	8	5	14	22
Interval_387	chr18	12224177	12224536	+	360	10	13	6	19	10	11	8	20
Interval_388	chr18	12235803	12237187	+	1385	427	505	308	884	418	456	434	1359
Interval_389	chr18	12255658	12256812	+	1155	154	189	42	232	59	44	65	582
Interval_390	chr18	12258236	12258796	+	561	66	81	7	106	12	7	13	229
Interval_391	chr18	12269939	12270170	+	232	4	5	13	8	17	18	12	11
Interval_392	chr18	12305355	12306198	+	844	17	13	55	32	104	99	110	40
Interval_393	chr18	12333726	12334499	+	774	11	15	44	28	60	73	73	24
Interval_394	chr18	12368834	12369122	+	289	1	2	7	3	13	10	19	5
Interval_395	chr18	12423335	12424513	+	1179	33	42	9	51	18	22	18	139
Interval_396	chr18	12435507	12435817	+	311	3	1	21	7	21	35	23	5
Interval_397	chr18	12440207	12440754	+	548	9	17	43	21	46	71	61	40
Interval_398	chr18	12447951	12448437	+	487	10	9	3	25	12	5	5	11
Interval_399	chr18	12472573	12472949	+	377	2	4	5	4	13	9	6	6
Interval_400	chr18	12503955	12504691	+	737	3	2	38	4	64	85	71	8
Interval_401	chr18	12517537	12517822	+	286	1	0	15	5	32	26	26	5
Interval_402	chr18	12635451	12635756	+	306	11	18	7	17	13	5	9	11
Interval_403	chr18	12637003	12637332	+	330	11	10	9	29	6	7	6	10
Interval_404	chr18	12643186	12644479	+	1294	42	76	150	110	234	279	278	105
Interval_405	chr18	12647832	12648402	+	571	30	62	15	95	18	14	15	96
Interval_406	chr18	12689604	12689940	+	337	2	0	18	3	18	29	27	11
Interval_407	chr18	12722135	12722735	+	601	12	17	8	38	15	7	10	23
Interval_408	chr18	12725356	12726175	+	820	12	15	33	20	45	27	43	17
Interval_409	chr18	12731537	12731848	+	312	7	9	5	16	4	4	6	20
Interval_410	chr18	12740675	12741882	+	1208	118	130	144	185	241	292	265	456
Interval_411	chr18	12773067	12774205	+	1139	47	52	15	74	15	23	29	168
Interval_412	chr18	12782425	12782807	+	383	3	2	12	11	4	11	8	18
Interval_413	chr18	12785107	12785955	+	849	7	6	52	14	64	79	57	16
Interval_414	chr18	12790809	12791091	+	283	4	5	7	7	9	6	18	12
Interval_415	chr18	12792928	12793277	+	350	4	4	17	8	16	24	34	7
Interval_416	chr18	12802794	12803348	+	555	10	34	19	39	26	23	21	36
Interval_417	chr18	12807030	12807311	+	282	14	8	6	45	5	10	11	91
Interval_418	chr18	12809788	12811436	+	1649	113	114	29	200	54	40	60	334
Interval_419	chr18	12814849	12815124	+	276	8	2	21	11	11	15	29	5
Interval_420	chr18	12832067	12832477	+	411	10	26	4	38	4	5	5	59
Interval_421	chr18	12833724	12834646	+	923	4	4	16	4	34	27	36	11
Interval_422	chr18	12861759	12863551	+	1793	64	129	175	186	325	357	350	189
Interval_423	chr18	12868589	12869580	+	992	18	20	8	44	17	11	32	45
Interval_424	chr18	12912931	12913377	+	447	14	28	9	58	2	3	5	37
Interval_425	chr18	12925736	12926067	+	332	6	12	23	9	37	48	44	17
Interval_426	chr18	12931364	12931776	+	413	57	53	4	67	17	14	17	110
Interval_427	chr18	12935648	12936607	+	960	119	110	15	145	17	11	22	300
Interval_428	chr18	12941132	12942322	+	1191	224	276	134	384	188	218	192	748
Interval_429	chr18	12972943	12974593	+	1651	963	1001	475	1965	903	965	1020	3516
Interval_430	chr18	12998167	12998716	+	550	9	11	5	12	8	5	5	39
Interval_431	chr18	13004579	13005119	+	541	7	6	8	14	13	34	23	18
Interval_432	chr18	13027274	13028087	+	814	13	14	40	17	38	44	30	26
Interval_433	chr18	13062433	13062767	+	335	2	1	15	2	10	15	37	5
Interval_434	chr18	13064680	13065479	+	800	5	4	37	13	41	50	36	16
Interval_435	chr18	13076178	13076494	+	317	4	5	5	16	13	10	17	10
Interval_436	chr18	13077054	13077575	+	522	1	3	13	4	25	21	31	17
Interval_437	chr18	13081784	13082502	+	719	2	4	36	9	44	43	41	10
Interval_438	chr18	13094568	13095460	+	893	5	6	16	6	27	27	46	6
Interval_439	chr18	13109718	13110062	+	345	1	1	5	3	16	11	24	4
Interval_440	chr18	13114381	13115014	+	634	1	1	21	6	20	30	14	7
Interval_441	chr18	13138995	13139485	+	491	4	2	14	5	25	37	27	7
Interval_442	chr18	13196501	13196817	+	317	12	15	4	17	6	8	3	29
Interval_443	chr18	13221828	13222637	+	810	1	2	71	7	129	146	109	4
Interval_444	chr18	13287480	13288045	+	566	2	2	3	0	22	26	16	2
Interval_445	chr18	13305422	13305796	+	375	3	5	10	6	14	30	18	9
Interval_446	chr18	13328401	13328756	+	356	1	1	9	5	12	14	28	3
Interval_447	chr18	13388651	13389004	+	354	3	2	11	5	11	23	11	5
Interval_448	chr18	13434456	13434754	+	299	1	1	8	1	13	12	9	4
Interval_449	chr18	13447816	13448435	+	620	2	1	6	1	28	31	29	7
Interval_450	chr18	13499239	13499622	+	384	0	3	15	3	15	18	12	3
Interval_451	chr18	13535559	13535943	+	385	6	1	12	5	14	21	15	7
Interval_452	chr18	13560141	13561493	+	1353	2	3	81	7	127	164	138	15
Interval_453	chr18	13592040	13592263	+	224	1	2	7	1	5	12	10	2
Interval_454	chr18	13599436	13600016	+	581	1	6	23	1	18	35	35	6
Interval_455	chr18	13609015	13609292	+	278	3	2	5	4	5	14	7	2
Interval_456	chr18	13671553	13671841	+	289	4	7	7	12	12	20	21	9
Interval_457	chr18	13676850	13677127	+	278	2	10	6	3	4	12	13	7
Interval_458	chr18	13705068	13705590	+	523	8	4	12	6	22	33	11	16
Interval_459	chr18	13712454	13712655	+	202	2	1	8	1	4	3	7	8
Interval_460	chr18	13758615	13758915	+	301	0	1	8	7	10	9	6	8
Interval_461	chr18	13763280	13763590	+	311	2	2	7	3	14	15	16	4
Interval_462	chr18	13786812	13788070	+	1259	21	11	60	27	85	111	86	43
Interval_463	chr18	13788701	13788985	+	285	10	6	8	13	8	7	5	31
Interval_464	chr18	13843303	13843716	+	414	12	7	5	12	1	9	4	37
Interval_465	chr18	13857564	13858174	+	611	2	4	28	5	62	54	60	10
Interval_466	chr18	13886753	13887367	+	615	8	7	37	11	65	72	75	10
Interval_467	chr18	13895234	13895642	+	409	3	2	19	6	29	25	33	5
Interval_468	chr18	13897238	13897462	+	225	1	2	3	3	7	18	10	6
Interval_469	chr18	13911564	13911848	+	285	8	7	12	14	17	15	16	25
Interval_470	chr18	13927827	13928167	+	341	1	1	14	9	17	19	32	7
Interval_471	chr18	13962607	13962999	+	393	3	3	8	3	9	20	8	4
Interval_472	chr18	13969973	13970696	+	724	10	17	99	32	121	157	115	31
Interval_473	chr18	13971189	13971608	+	420	4	6	60	14	80	84	70	27
Interval_474	chr18	13972305	13972986	+	682	32	28	160	73	259	299	271	134
Interval_475	chr18	14063042	14063969	+	928	1	5	48	7	60	80	77	11
Interval_476	chr18	14069263	14069607	+	345	2	3	12	0	17	31	15	2
Interval_477	chr18	14203072	14203326	+	255	2	4	14	2	10	7	6	5
Interval_478	chr18	14209522	14209981	+	460	2	2	11	1	12	13	23	1
Interval_479	chr18	14230522	14230779	+	258	1	8	7	8	10	13	15	9
Interval_480	chr18	14232186	14232559	+	374	3	4	4	5	19	24	17	7
Interval_481	chr18	14312809	14313089	+	281	0	1	14	1	19	19	18	6
Interval_482	chr18	14320266	14320519	+	254	1	3	5	1	7	19	16	3
Interval_483	chr18	14331195	14332106	+	912	6	6	40	16	49	56	64	15
Interval_484	chr18	14459136	14460113	+	978	7	8	25	12	43	39	56	22
Interval_485	chr18	14502705	14503404	+	700	5	4	21	16	38	63	48	7
Interval_486	chr18	14607735	14607947	+	213	1	0	11	3	6	6	8	5
Interval_487	chr18	14615697	14616385	+	689	1	5	15	6	69	59	65	8
Interval_488	chr18	14656878	14657627	+	750	13	11	19	30	22	22	25	39
Interval_489	chr18	14675361	14676074	+	714	16	11	12	21	14	27	26	55
Interval_490	chr18	14681923	14683727	+	1805	304	389	247	575	402	509	461	1095
Interval_491	chr18	14708154	14708448	+	295	2	2	6	2	15	13	26	6
Interval_492	chr18	14782604	14784002	+	1399	351	335	215	478	429	490	469	1163
Interval_493	chr18	14823373	14823784	+	412	14	6	2	9	4	10	8	19
Interval_494	chr18	14830742	14831610	+	869	37	43	8	51	14	6	14	126
Interval_495	chr18	14844280	14845262	+	983	6	6	17	6	46	48	33	8
Interval_496	chr18	14861503	14862319	+	817	5	2	21	7	36	24	38	10
Interval_497	chr18	14862962	14863216	+	255	0	4	3	3	14	9	6	6
Interval_498	chr18	14885391	14885663	+	273	3	3	7	4	13	10	9	10
Interval_499	chr18	14890261	14890754	+	494	8	2	14	12	21	24	16	11
Interval_500	chr18	14893014	14893294	+	281	2	3	7	5	16	14	17	1
Interval_501	chr18	14914424	14914826	+	403	20	19	7	24	12	9	20	63
Interval_502	chr18	14915724	14916547	+	824	7	8	35	11	50	70	73	16
Interval_503	chr18	14941376	14941781	+	406	5	7	7	6	5	12	22	7
Interval_504	chr18	14944366	14944800	+	435	5	9	10	14	24	27	22	13
Interval_505	chr18	14951608	14952281	+	674	3	6	12	4	31	30	35	12
Interval_506	chr18	14967842	14968164	+	323	2	7	4	9	8	12	10	27
Interval_507	chr18	14988780	14990826	+	2047	13	12	166	24	352	326	347	30
Interval_508	chr18	14997825	14998156	+	332	6	4	17	6	30	26	29	4
Interval_509	chr18	15021436	15022161	+	726	8	6	24	12	43	53	43	19
Interval_510	chr18	15037512	15037911	+	400	3	5	14	4	30	23	24	14
Interval_511	chr18	15052123	15054090	+	1968	12	13	138	25	226	225	212	43
Interval_512	chr18	15062515	15064551	+	2037	51	50	259	64	380	503	407	127
Interval_513	chr18	15064773	15065028	+	256	2	5	25	12	43	51	34	8
Interval_514	chr18	15071444	15072031	+	588	4	1	20	6	45	41	28	4
Interval_515	chr18	15134519	15134927	+	409	8	4	44	5	56	63	77	19
Interval_516	chr18	15136366	15136628	+	263	7	3	12	7	30	35	44	13
Interval_517	chr18	15139996	15140710	+	715	12	10	36	15	73	72	55	28
Interval_518	chr18	15149663	15151450	+	1788	32	39	161	49	279	345	276	102
Interval_519	chr18	15174415	15175034	+	620	5	5	24	8	42	43	43	9
Interval_520	chr18	15175954	15176629	+	676	2	2	17	2	37	37	44	8
Interval_521	chr18	15235719	15236177	+	459	7	5	25	2	29	32	15	10
Interval_522	chr18	15247539	15248239	+	701	2	13	23	7	56	55	71	9
Interval_523	chr18	15248697	15248938	+	242	3	3	6	9	18	8	6	9
Interval_524	chr18	15276350	15277057	+	708	36	31	3	63	13	6	7	139
Interval_525	chr18	15281310	15282213	+	904	9	12	29	11	70	70	78	20
Interval_526	chr18	15291295	15292386	+	1092	29	35	6	35	16	4	10	92
Interval_527	chr18	15312512	15313316	+	805	6	7	21	8	36	32	40	25
Interval_528	chr18	15313822	15314222	+	401	5	6	14	7	26	16	13	22
Interval_529	chr18	15345121	15346663	+	1543	472	652	80	1133	87	136	153	1629
Interval_530	chr18	15351834	15352090	+	257	3	2	14	5	21	29	21	17
Interval_531	chr18	15401229	15401630	+	402	4	7	10	8	30	36	19	13
Interval_532	chr18	15406762	15407319	+	558	7	3	7	6	24	22	33	12
Interval_533	chr18	15412640	15413065	+	426	4	1	11	2	22	14	13	8
Interval_534	chr18	15526177	15526410	+	234	4	4	9	3	9	12	10	6
Interval_535	chr18	15571243	15571472	+	230	2	0	7	1	11	16	9	3
Interval_536	chr18	15604501	15605021	+	521	4	1	17	3	42	56	50	4
Interval_537	chr18	15644953	15645603	+	651	3	2	15	1	39	46	38	9
Interval_538	chr18	15665152	15665426	+	275	3	1	8	5	6	10	10	13
Interval_539	chr18	15680482	15681153	+	672	1	1	14	2	27	28	15	6
Interval_540	chr18	15751424	15751828	+	405	1	1	17	5	24	37	33	7
Interval_541	chr18	15753271	15753984	+	714	6	3	23	7	40	49	32	10
Interval_542	chr18	15759363	15760594	+	1232	13	11	65	20	133	116	116	37
Interval_543	chr18	15762455	15762722	+	268	2	3	3	13	6	9	9	7
Interval_544	chr18	15774089	15774359	+	271	3	1	6	0	21	20	20	3
Interval_545	chr18	15951084	15952800	+	1717	6	8	43	7	60	85	58	10
Interval_546	chr18	15992924	15993167	+	244	1	1	5	2	16	9	8	3
Interval_547	chr18	16037884	16038673	+	790	6	6	32	5	90	85	75	13
Interval_548	chr18	16216813	16217075	+	263	1	0	8	3	19	16	10	5
Interval_549	chr18	16418929	16419258	+	330	0	2	5	3	11	24	13	4
Interval_550	chr18	16435939	16436399	+	461	2	3	16	4	29	21	35	6
Interval_551	chr18	16437591	16437928	+	338	6	1	6	2	18	36	27	2
Interval_552	chr18	16468693	16469024	+	332	3	1	7	1	16	30	12	3
Interval_553	chr18	16547566	16548088	+	523	1	4	28	3	42	62	47	6
Interval_554	chr18	16622295	16623218	+	924	3	4	43	8	83	108	90	8
Interval_555	chr18	16650255	16650609	+	355	2	8	11	4	23	24	15	7
Interval_556	chr18	16660678	16660972	+	295	2	7	4	4	14	11	11	6
Interval_557	chr18	16681959	16682397	+	439	6	2	10	4	22	15	15	9
Interval_558	chr18	16683091	16683477	+	387	0	1	8	1	26	14	12	5
Interval_559	chr18	16689503	16689898	+	396	2	4	8	7	14	15	25	6
Interval_560	chr18	16701402	16701934	+	533	19	15	8	33	21	20	24	29
Interval_561	chr18	16735808	16736073	+	266	10	7	4	21	5	5	11	18
Interval_562	chr18	16739329	16739827	+	499	7	14	16	31	26	16	18	21
Interval_563	chr18	16740580	16741394	+	815	6	4	60	9	124	159	122	27
Interval_564	chr18	16745714	16746438	+	725	4	27	6	29	18	16	21	27
Interval_565	chr18	16750404	16750892	+	489	5	4	11	3	10	30	28	15
Interval_566	chr18	16791257	16791592	+	336	6	11	2	16	6	13	11	20
Interval_567	chr18	16797263	16798035	+	773	30	39	13	77	20	20	22	80
Interval_568	chr18	16806806	16807496	+	691	25	29	105	42	161	209	184	47
Interval_569	chr18	16807828	16809842	+	2015	85	110	310	178	483	738	558	250
Interval_570	chr18	16822086	16822574	+	489	4	5	18	8	12	39	34	13
Interval_571	chr18	17199536	17199984	+	449	3	1	19	5	26	35	35	9
Interval_572	chr18	17383381	17383669	+	289	0	1	6	1	8	13	11	8
Interval_573	chr18	17390784	17391365	+	582	6	2	17	1	28	38	22	5
Interval_574	chr18	17399711	17400664	+	954	6	4	26	6	54	78	53	14
Interval_575	chr18	17508145	17508608	+	464	8	2	7	19	8	9	13	13
Interval_576	chr18	17966237	17966431	+	195	2	1	9	1	8	6	7	5
Interval_577	chr18	17986182	17986677	+	496	2	2	13	1	28	28	29	7
Interval_578	chr18	18042252	18042647	+	396	4	7	9	5	11	9	12	25
Interval_579	chr18	18083155	18083449	+	295	6	1	10	9	17	17	10	8
Interval_580	chr18	18117487	18118125	+	639	2	2	9	2	22	7	7	8
Interval_581	chr18	18759382	18759889	+	508	2	1	19	2	42	59	43	3
Interval_582	chr18	18800849	18801275	+	427	18	21	3	27	13	10	11	41
Interval_583	chr18	18873700	18874242	+	543	48	25	9	54	6	8	14	113
Interval_584	chr18	18914005	18914305	+	301	18	17	3	37	8	5	3	40
Interval_585	chr18	19484295	19484544	+	250	3	4	8	5	17	2	6	4
Interval_586	chr18	19939516	19939745	+	230	3	2	3	0	9	14	9	6
Interval_587	chr18	20001791	20002404	+	614	9	3	33	7	53	57	48	12
Interval_588	chr18	20049244	20049473	+	230	1	2	3	5	9	2	3	1
Interval_589	chr18	20052418	20053062	+	645	21	8	5	22	13	19	12	75
Interval_590	chr18	20058842	20059943	+	1102	59	85	67	131	105	132	139	143
Interval_591	chr18	20149214	20149509	+	296	4	2	7	2	12	20	14	7
Interval_592	chr18	20155194	20155568	+	375	8	13	4	22	3	7	3	19
Interval_593	chr18	20188107	20189016	+	910	14	11	40	20	69	81	62	33
Interval_594	chr18	20190745	20191387	+	643	9	5	22	3	49	53	65	17
Interval_595	chr18	20199735	20200137	+	403	10	7	6	10	5	9	7	28
Interval_596	chr18	20214889	20215809	+	921	149	74	24	110	56	58	53	403
Interval_597	chr18	20223301	20223598	+	298	8	2	7	7	8	11	16	6
Interval_598	chr18	20552824	20553321	+	498	20	11	11	25	40	33	33	30
Interval_599	chr18	20557785	20558665	+	881	43	53	45	102	115	113	136	102
Interval_600	chr18	20566474	20567111	+	638	15	13	17	16	32	39	29	24
Interval_601	chr18	20576102	20576595	+	494	8	10	12	23	6	6	12	15
Interval_602	chr18	20594680	20594940	+	261	2	4	3	6	15	10	11	5
Interval_603	chr18	20609393	20610334	+	942	25	44	27	79	72	67	72	86
Interval_604	chr18	20610901	20611597	+	697	19	33	19	55	42	25	58	69
Interval_605	chr18	20616909	20617419	+	511	10	16	27	18	32	30	40	37
Interval_606	chr18	20621989	20622553	+	565	14	19	20	51	35	41	47	76
Interval_607	chr18	20625363	20625655	+	293	12	15	15	22	19	22	28	55
Interval_608	chr18	20640155	20641912	+	1758	55	80	151	131	154	244	189	152
Interval_609	chr18	20642824	20643472	+	649	30	36	26	44	94	66	78	46
Interval_610	chr18	20652979	20653484	+	506	15	19	14	27	24	23	25	26
Interval_611	chr18	20656362	20656608	+	247	4	6	14	2	27	29	23	3
Interval_612	chr18	20665060	20665686	+	627	34	66	10	83	14	9	17	103
Interval_613	chr18	20674422	20674970	+	549	14	23	4	44	13	10	15	29
Interval_614	chr18	20696931	20697294	+	364	5	6	6	23	5	5	11	23
Interval_615	chr18	20739844	20740331	+	488	15	14	10	25	17	13	15	61
Interval_616	chr18	20745530	20746807	+	1278	41	47	166	73	278	324	277	96
Interval_617	chr18	20773199	20773831	+	633	7	10	16	12	42	36	30	21
Interval_618	chr18	20808930	20809490	+	561	34	47	10	76	14	17	17	148
Interval_619	chr18	20815410	20815728	+	319	13	9	16	4	24	23	18	29
Interval_620	chr18	20832667	20833062	+	396	3	7	9	8	19	10	16	10
Interval_621	chr18	20857287	20857570	+	284	5	7	12	15	10	8	10	5
Interval_622	chr18	20895245	20896215	+	971	80	80	63	128	91	102	131	220
Interval_623	chr18	20920685	20921127	+	443	12	27	6	47	4	2	9	40
Interval_624	chr18	20931191	20931870	+	680	19	44	5	57	10	9	18	52
Interval_625	chr18	20936390	20937024	+	635	32	47	24	88	47	34	45	72
Interval_626	chr18	20938412	20938943	+	532	18	28	5	36	7	14	15	74
Interval_627	chr18	20942766	20943315	+	550	24	39	10	62	19	15	12	72
Interval_628	chr18	20944479	20945220	+	742	19	34	16	51	18	11	27	76
Interval_629	chr18	20956945	20957240	+	296	6	6	12	7	37	33	36	13
Interval_630	chr18	20961121	20962607	+	1487	67	96	85	143	139	194	147	202
Interval_631	chr18	20976633	20977038	+	406	17	12	17	16	26	43	30	27
Interval_632	chr18	21001010	21002503	+	1494	593	663	457	1120	884	942	881	2139
Interval_633	chr18	21021978	21022400	+	423	3	3	11	8	11	25	13	20
Interval_634	chr18	21047378	21047964	+	587	4	3	15	5	54	39	70	3
Interval_635	chr18	21121580	21122497	+	918	19	14	33	24	75	55	62	56
Interval_636	chr18	21132672	21133161	+	490	16	12	34	14	43	60	48	39
Interval_637	chr18	21135171	21135698	+	528	4	5	33	9	60	78	60	15
Interval_638	chr18	21143898	21144604	+	707	39	48	20	64	26	34	40	135
Interval_639	chr18	21151908	21152897	+	990	298	331	29	544	45	33	48	935
Interval_640	chr18	21159778	21160660	+	883	26	48	20	73	23	26	23	115
Interval_641	chr18	21162379	21162767	+	389	5	5	16	11	27	8	14	5
Interval_642	chr18	21177435	21178036	+	602	4	3	26	12	51	53	52	15
Interval_643	chr18	21184600	21186526	+	1927	26	13	68	24	155	154	176	41
Interval_644	chr18	21195832	21196140	+	309	5	4	17	11	26	42	29	12
Interval_645	chr18	21197681	21198089	+	409	3	6	14	5	32	40	52	13
Interval_646	chr18	21198440	21199048	+	609	11	9	35	14	64	64	69	29
Interval_647	chr18	21200002	21200503	+	502	3	6	9	15	18	12	11	35
Interval_648	chr18	21205115	21205352	+	238	5	2	2	2	10	8	16	11
Interval_649	chr18	21205570	21206089	+	520	8	7	10	12	16	23	28	8
Interval_650	chr18	21211308	21211608	+	301	1	2	8	1	23	12	15	7
Interval_651	chr18	21213621	21214447	+	827	36	26	23	43	29	17	33	118
Interval_652	chr18	21238675	21239236	+	562	100	93	7	146	16	13	29	213
Interval_653	chr18	21246930	21247365	+	436	7	6	10	16	20	14	23	42
Interval_654	chr18	21247782	21248562	+	781	13	12	20	17	67	62	77	34
Interval_655	chr18	21257125	21257360	+	236	1	3	6	1	21	14	16	4
Interval_656	chr18	21270685	21271175	+	491	14	11	9	13	24	13	13	22
Interval_657	chr18	21274572	21275447	+	876	38	35	6	41	24	16	23	136
Interval_658	chr18	21283394	21284344	+	951	217	284	24	428	19	22	52	711
Interval_659	chr18	21289541	21290464	+	924	45	56	10	73	23	17	30	181
Interval_660	chr18	21291055	21292211	+	1157	21	16	18	23	69	55	67	38
Interval_661	chr18	21299485	21300943	+	1459	1028	1198	670	2063	1303	1452	1315	3622
Interval_662	chr18	21306177	21306409	+	233	14	8	5	13	6	8	10	15
Interval_663	chr18	21309749	21310143	+	395	12	8	9	13	4	8	10	39
Interval_664	chr18	21373336	21373841	+	506	22	34	26	51	38	74	56	48
Interval_665	chr18	21374955	21376056	+	1102	35	50	104	101	179	206	193	78
Interval_666	chr18	21437975	21438349	+	375	2	0	19	2	50	45	39	3
Interval_667	chr18	21451676	21452457	+	782	3	1	25	4	54	42	82	6
Interval_668	chr18	21459809	21460056	+	248	0	1	4	1	13	3	3	4
Interval_669	chr18	21467279	21467593	+	315	5	4	11	2	19	20	25	8
Interval_670	chr18	21518754	21519239	+	486	5	3	19	3	22	20	28	4
Interval_671	chr18	21575783	21575969	+	187	1	1	11	1	11	12	7	3
Interval_672	chr18	21605437	21605791	+	355	5	5	8	4	26	19	22	8
Interval_673	chr18	21625271	21625952	+	682	6	4	17	6	45	26	39	13
Interval_674	chr18	21636180	21636493	+	314	1	2	6	4	19	18	21	9
Interval_675	chr18	21642735	21643025	+	291	2	2	14	1	10	19	7	2
Interval_676	chr18	21651205	21654122	+	2918	29	30	235	35	304	343	371	67
Interval_677	chr18	21654436	21655020	+	585	2	2	37	5	80	92	67	15
Interval_678	chr18	21673265	21673516	+	252	0	2	5	2	17	15	18	4
Interval_679	chr18	21675238	21676562	+	1325	6	13	68	16	166	174	168	23
Interval_680	chr18	21698602	21699316	+	715	4	5	17	7	27	39	27	11
Interval_681	chr18	21728490	21729354	+	865	2	2	31	4	52	46	34	7
Interval_682	chr18	21735152	21736289	+	1138	7	5	63	17	97	136	112	17
Interval_683	chr18	21760990	21761428	+	439	0	3	29	7	27	44	34	3
Interval_684	chr18	21761640	21761920	+	281	1	4	15	5	11	7	7	4
Interval_685	chr18	21774931	21775278	+	348	2	0	8	2	8	21	8	7
Interval_686	chr18	21836974	21837364	+	391	4	6	6	3	12	14	19	10
Interval_687	chr18	21844537	21845928	+	1392	4	3	61	8	185	142	189	10
